Station Name;Reference Station;Longitude;Latitude;Timezone;Hmin (High Tide Time Add);Hmpy (High Tide Level Multiply);Hoff (High Tide Level Add);Lmin (Low Tide Time Add);Lmpy (Low Tide Level Multiply);Loff (Low Tide Level Add);HW1_Zeit;HW1_Stand;HW2_Zeit;HW2_Stand;NW1_Zeit;NW1_Stand;NW2_Zeit;NW2_Stand
Pouto Point, New Zealand;Port Taranaki, New Zealand;174,1833;-36,3667;0:0;39;0,9;0;35;0,9;0;06:48;2,41;19:15;2,48;12:59;1,02;;
Preservation Inlet, New Zealand;Westport, New Zealand;166,6833;-46,0667;0:0;90;0,72;0;90;0,72;0;08:44;1,84;21:12;1,90;02:30;0,71;14:57;0,76
Pugwash, Nova Scotia (2);Pictou, Nova Scotia;-63,6667;45,85;0:0;60;1;0,1;63;1;0;06:36;1,52;18:33;1,76;12:09;0,94;;
Quaco Bay, New Brunswick;Saint John, New Brunswick;-65,5333;45,3333;0:0;11;1;0,2;12;1;0;07:44;7,38;20:12;7,15;01:30;1,73;14:03;1,67
Raglan, New Zealand;Port Taranaki, New Zealand;174,8833;-37,8;0:0;26;0,9;0;26;0,9;0;06:35;2,41;19:02;2,48;12:50;1,02;;
Random Head Harbour, Trinity Bay, Newfoundland;Halifax, Nova Scotia;-53,5667;48,1;0:0;-83;0,47;0;-95;0,33;0;02:15;0,76;14:53;0,68;08:54;0,15;20:55;0,19
Raoul Island, New Zealand;Auckland, New Zealand;-176,0833;-29,25;0:0;33;0,44;0;25;0,44;0;04:09;1,24;16:29;1,28;10:03;0,42;22:32;0,38
Red Bay, Strait of Bell Isle, Labrador (2);Harrington Harbour, Québec;-56,4167;51,7167;0:0;-150;0,56;0;-145;0,56;0;04:35;0,88;16:39;0,79;22:02;0,40;10:59;0,46
Refuge Cove, Wellington Channel, Nunavut;Harrington Harbour, Québec;-92,1667;75,5167;0:0;143;1;0;158;1;0;09:28;1,57;21:32;1,41;03:05;0,72;16:02;0,83
Rensselaer Bugt, Greenland (2);Harrington Harbour, Québec;-70,8833;78,6167;0:0;65;2,07;-0,1;58;2,07;-0,1;08:10;3,15;20:14;2,82;01:25;1,39;14:22;1,62
Rigolet, Labrador (2);Halifax, Nova Scotia;-58,4167;54,1833;0:0;32;1;-0,1;47;1;-0,1;04:10;1,51;16:48;1,34;11:16;0,36;23:17;0,47
Riverport, La Have River, Nova Scotia;Halifax, Nova Scotia;-64,3333;44,2833;0:0;12;1;0;5;1;0;03:50;1,61;16:28;1,44;10:34;0,46;22:35;0,57
Rocky Point (Thames), New Zealand;Auckland, New Zealand;175,5167;-37,1;0:0;31;1,03;0;24;1,03;0;04:07;2,89;16:27;2,99;10:02;0,98;22:31;0,89
Royal Bay (Moltke Harbor), South Georgia;Pictou, Nova Scotia;-36,0167;-54,5166;0:0;598;0,36;0;619;0,12;0;15:34;0,51;03:31;0,60;21:25;0,11;;
Russell, New Zealand;Marsden Point, New Zealand;174,1167;-35,2667;0:0;35;0,95;0;50;0,95;0;04:24;2,16;16:40;2,27;10:39;0,84;23:13;0,71
Sable Island, north side, Nova Scotia;Halifax, Nova Scotia;-60,1;43,95;0:0;6;1;-0,2;12;1;0;03:44;1,41;16:22;1,24;10:41;0,46;22:42;0,57
Sable Island, south side, Nova Scotia;Halifax, Nova Scotia;-59,9;43,9333;0:0;2;1;-0,2;6;1;-0,1;03:40;1,41;16:18;1,24;10:35;0,36;22:36;0,47
Schooner Harbour, Baffin Island, Nunavut (2);Saint John, New Brunswick;-77,8667;64,4;0:0;11;1;-0,6;16;1;0;07:44;6,58;20:12;6,35;01:34;1,73;14:07;1,67
Scotia Bay, Laurie Island, South Orkneys;Pictou, Nova Scotia;-44,65;-60,7333;0:0;441;1;0;452;1;0;12:57;1,42;00:54;1,66;18:38;0,94;;
Seal Cove, Grand Manan Island, New Brunswick (2);Saint John, New Brunswick;-66,85;44,6167;0:0;15;0,68;0;17;0,64;0;07:48;4,88;20:16;4,73;01:35;1,11;14:08;1,07
Sealers Bay, New Zealand;Westport, New Zealand;166,55;-46,05;0:0;46;0,72;0;52;0,72;0;08:00;1,84;20:28;1,90;01:52;0,71;14:19;0,76
Sept-Îles, Québec (2);Harrington Harbour, Québec;-66,4;50,2167;0:0;234;1;0,2;238;1;0;10:59;1,77;23:03;1,61;04:25;0,72;17:22;0,83
Sheet Harbour, Nova Scotia (2);Halifax, Nova Scotia;-62,5;44,9;0:0;8;1;-0,1;4;1;0;03:46;1,51;16:24;1,34;10:33;0,46;22:34;0,57
Sheigis Beacon, New Zealand;Whangarei, New Zealand;173,3;-34,9;0:0;28;0,78;0;8;0,78;0;04:39;2,07;17:01;2,15;10:06;0,83;22:41;0,74
Sheigis Beacon, New Zealand(2);Whangarei, New Zealand;173,3;-34,9;0:0;28;0,78;0;8;0,78;0;04:39;2,07;17:01;2,15;10:06;0,83;22:41;0,74
Shelburne, Nova Scotia (2);Halifax, Nova Scotia;-65,3;43,75;0:0;30;1;0;35;1;0;04:08;1,61;16:46;1,44;11:04;0,46;23:05;0,57
Shelly Beach, New Zealand;Port Taranaki, New Zealand;174,3833;-36,5667;0:0;115;1,12;0;120;1,12;0;08:04;3,00;20:31;3,08;14:24;1,27;;
Ship Cove, Bay d'Espoir, Newfoundland;Argentia, Newfoundland;-55,8333;47,8667;0:0;45;1;0;53;1;0;04:55;1,86;17:19;1,73;11:25;0,83;23:12;0,88
Ship Harbour, Nova Scotia;Halifax, Nova Scotia;-62,8167;44,7833;0:0;7;1;0;4;1;0;03:45;1,61;16:23;1,44;10:33;0,46;22:34;0,57
Slipper Island, New Zealand;Tauranga, New Zealand;175,95;-37,05;0:0;38;1;0;10;1;0;04:15;1,56;16:36;1,62;09:46;0,45;22:20;0,37
Small Craft Harbour, New Zealand;Westport, New Zealand;166,6667;-45,9667;0:0;65;0,72;0;58;0,72;0;08:19;1,84;20:47;1,90;01:58;0,71;14:25;0,76
Sonora, St. Mary River, Nova Scotia (2);Halifax, Nova Scotia;-61,9167;45,05;0:0;-2;1;0;9;1;0;03:36;1,61;16:14;1,44;10:38;0,46;22:39;0,57
Sop's Island, White Bay, Newfoundland (2);Halifax, Nova Scotia;-56,7667;49,8333;0:0;-79;0,46;0;-114;0,28;0;02:19;0,74;14:57;0,66;08:35;0,13;20:36;0,16
Sorry Harbor, Resolution Island, Nunavut;Saint John, New Brunswick;-64,7333;61,6167;0:0;-270;1;-0,8;-270;1;0;03:03;6,38;15:31;6,15;20:48;1,73;09:21;1,67
Souris Head, Prince Edward Island;Pictou, Nova Scotia;-62,2833;46,3333;0:0;-83;1;0;-85;1;0;04:13;1,42;16:10;1,66;09:41;0,94;;
Southwest Point, Québec (2);Harrington Harbour, Québec;-63,6;49,4;0:0;201;1;0;206;1;0;10:26;1,57;22:30;1,41;03:53;0,72;16:50;0,83
Spencer Island, Nova Scotia (2);Saint John, New Brunswick;-64,7;45,3333;0:0;17;1,47;0;21;1,5;0;07:50;10,55;20:18;10,22;01:39;2,59;14:12;2,50
Spicer Cove, Chignecto Bay, Nova Scotia;Saint John, New Brunswick;-64,9;45,4333;0:0;12;1;0,7;16;1;0;07:45;7,88;20:13;7,65;01:34;1,73;14:07;1,67
Square Island Harbour, Labrador;Halifax, Nova Scotia;-55,8167;52,7333;0:0;-64;1;-0,2;-95;1;-0,1;02:34;1,41;15:12;1,24;08:54;0,36;20:55;0,47
St. Andrews, Passamaquoddy Bay, New Brunswick (2);Saint John, New Brunswick;-67,05;45,0667;0:0;14;1;-0,2;20;1;0;07:47;6,98;20:15;6,75;01:38;1,73;14:11;1,67
St. Anns Harbour, Nova Scotia;Pictou, Nova Scotia;-60,5667;46,25;0:0;-97;1;-0,1;-100;1;-0,1;03:59;1,32;15:56;1,56;09:26;0,84;;
St. Barbe Bay, Newfoundland (2);Harrington Harbour, Québec;-56,7667;51,2;0:0;30;0,77;0;30;0,56;0;07:35;1,21;19:39;1,09;00:57;0,40;13:54;0,46
St. Georges Harbour, Newfoundland;Harrington Harbour, Québec;-58,5;48,45;0:0;58;0,77;0;-68;0,87;0;08:03;1,21;20:07;1,09;23:19;0,63;12:16;0,72
St. John's, Newfoundland (2);Halifax, Nova Scotia;-52,7;47,5667;0:0;-64;0,51;0;-76;0,37;0;02:34;0,82;15:12;0,73;09:13;0,17;21:14;0,21
St. Margarets Bay, Nova Scotia;Halifax, Nova Scotia;-63,9333;44,5167;0:0;8;1;0;7;1;0;03:46;1,61;16:24;1,44;10:36;0,46;22:37;0,57
St. Mary Harbour, St. Mary Bay, Newfoundland (2);Argentia, Newfoundland;-53,5833;46,9167;0:0;14;1;-0,1;6;1;0;04:24;1,76;16:48;1,63;10:38;0,83;22:25;0,88
St. Paul Island, Gulf of St. Lawrence, Nova Scotia (2);Pictou, Nova Scotia;-60,15;47,2;0:0;-85;0,63;0;-82;0,56;0;04:11;0,89;16:08;1,05;09:44;0,53;;
St. Peter Bay, Nova Scotia;Halifax, Nova Scotia;-60,8667;45,6333;0:0;12;1;0;7;1;0;03:50;1,61;16:28;1,44;10:36;0,46;22:37;0,57
St. Peters Bay, Prince Edward Island (2);Pictou, Nova Scotia;-62,7333;46,4333;0:0;-232;1;-0,3;-217;1;-0,1;01:44;1,12;13:41;1,36;07:29;0,84;;
St. Pierre Harbor, St. Pierre Island, Newfoundland;Argentia, Newfoundland;-56,1667;46,7833;0:0;21;1;0;43;1;0;04:31;1,86;16:55;1,73;11:15;0,83;23:02;0,88
Stanley Harbor, Falkland Islands;Pictou, Nova Scotia;-57,85;-51,7;0:0;471;1;-0,1;468;1;-0,1;13:27;1,32;01:24;1,56;18:54;0,84;;
Ste-Anne-Des-Monts, Québec (2);Harrington Harbour, Québec;-66,4833;49,1333;0:0;257;1;0,3;259;1;0;11:22;1,87;23:26;1,71;04:46;0,72;17:43;0,83
Stephens Island, New Zealand;Nelson, New Zealand;174;-40,6667;0:0;30;0,62;0;30;0,62;0;06:24;2,08;19:03;2,12;12:43;0,91;;
Stephens Island, New Zealand(2);Nelson, New Zealand;174;-40,6667;0:0;30;0,62;0;30;0,62;0;06:24;2,08;19:03;2,12;12:43;0,91;;
Stupart Bay, Québec (2);Saint John, New Brunswick;-71,5333;61,5833;0:0;-190;1;0;-197;1;0,2;04:23;7,18;16:51;6,95;22:01;1,93;10:34;1,87
Summerside Harbour, Prince Edward Island;Pictou, Nova Scotia;-63,7833;46,4;0:0;57;1;0;79;1;0;06:33;1,42;18:30;1,66;12:25;0,94;;
Swim Point, Nova Scotia (2);Halifax, Nova Scotia;-65,6333;43,4333;0:0;101;1;0,2;63;1;0;05:19;1,81;17:57;1,64;11:32;0,46;23:33;0,57
Tairua, New Zealand;Tauranga, New Zealand;175,85;-37;0:0;10;0,93;0;10;0,93;0;03:47;1,45;16:08;1,51;09:46;0,42;22:20;0,34
Tarakohe, New Zealand;Nelson, New Zealand;172,9;-40,8167;0:0;57;1;0;-75;1;0;06:51;3,35;19:30;3,42;10:58;1,47;;
Tarakohe, New Zealand(2);Nelson, New Zealand;172,9;-40,8167;0:0;57;1;0;-75;1;0;06:51;3,35;19:30;3,42;10:58;1,47;;
Te Hapua, New Zealand;Whangarei, New Zealand;173;-34,5333;0:0;10;0,91;0;10;0,91;0;04:21;2,41;16:43;2,51;10:08;0,96;22:43;0,86
Te Hapua, New Zealand(2);Whangarei, New Zealand;173;-34,5333;0:0;10;0,91;0;10;0,91;0;04:21;2,41;16:43;2,51;10:08;0,96;22:43;0,86
Te Iro Bay, South Island, New Zealand (2);Picton, New Zealand;174,1833;-41,2333;0:0;19;0,86;0;10;0,86;0;04:58;0,81;17:15;0,88;10:23;0,27;23:11;0,25
Thank God Harbour, Polaris Bugt, Greenland (2);Harrington Harbour, Québec;-61,6667;81,6;0:0;34;1;0;31;1;0;07:39;1,57;19:43;1,41;00:58;0,72;13:55;0,83
The Ledge, St. Croix River, New Brunswick;Saint John, New Brunswick;-67,2;45,1667;0:0;17;1;0;30;1;0;07:50;7,18;20:18;6,95;01:48;1,73;14:21;1,67
Three Kings Islands (North West Bay), New Zealand;Port Taranaki, New Zealand;172,15;-34,15;0:0;-100;0,96;0;-100;0,96;0;04:29;2,57;16:56;2,64;10:44;1,08;;
Ticoralak Island, Labrador;Halifax, Nova Scotia;-58,2;54,2833;0:0;-65;1;0;-85;1;0;02:33;1,61;15:11;1,44;09:04;0,46;21:05;0,57
Tidnish Head, New Brunswick (2);Pictou, Nova Scotia;-64,0167;46,0167;0:0;33;1;0,1;54;1;0;06:09;1,52;18:06;1,76;12:00;0,94;;
Tignish, Prince Edward Island (2);Pictou, Nova Scotia;-64;46,9667;0:0;-299;1;-0,2;-327;1;0;00:37;1,22;12:34;1,46;05:39;0,94;;
Tikinui, New Zealand;Port Taranaki, New Zealand;173,9667;-36,1167;0:0;104;1,06;0;130;1,06;0;07:53;2,84;20:20;2,92;14:34;1,20;;
Tinopai, New Zealand;Port Taranaki, New Zealand;174,25;-36,25;0:0;58;1,06;0;59;1,06;0;07:07;2,84;19:34;2,92;13:23;1,20;;
Tiritiri Matangi Island, New Zealand;Auckland, New Zealand;174,8833;-36,6;0:0;-15;0,88;0;3;0,88;0;03:21;2,47;15:41;2,55;09:41;0,84;22:10;0,76
Tiverton (Boar's Head), St. Mary Bay, Nova Scotia (3);Saint John, New Brunswick;-66,2167;44,4;0:0;38;1;-0,5;30;1;0;08:11;6,68;20:39;6,45;01:48;1,73;14:21;1,67
Tolaga Bay (Cooks Cove), New Zealand;Tauranga, New Zealand;178,3333;-38,3833;0:0;-64;0,87;0;-70;0,87;0;02:33;1,36;14:54;1,41;08:26;0,39;21:00;0,32
Tracadie, New Brunswick;Pictou, Nova Scotia;-64,9167;47,5167;0:0;415;0,55;0;426;0,34;0;12:31;0,78;00:28;0,91;18:12;0,32;;
Trepassey Harbour, Newfoundland (2);Argentia, Newfoundland;-53,3833;46,7167;0:0;19;1;-0,1;11;1;0;04:29;1,76;16:53;1,63;10:43;0,83;22:30;0,88
Tryphena, New Zealand;Auckland, New Zealand;175,4833;-36,3167;0:0;8;0,66;0;8;0,66;0;03:44;1,85;16:04;1,91;09:46;0,63;22:15;0,57
Tutukaka Harbour, New Zealand;Whangarei, New Zealand;174,5333;-35,6167;0:0;40;0,86;0;40;0,86;0;04:51;2,28;17:13;2,37;10:38;0,91;23:13;0,82
Tutukaka Harbour, New Zealand(2);Whangarei, New Zealand;174,5333;-35,6167;0:0;40;0,86;0;40;0,86;0;04:51;2,28;17:13;2,37;10:38;0,91;23:13;0,82
Valleyfield, Newfoundland (2);Halifax, Nova Scotia;-53,6167;49,1667;0:0;-76;0,44;0;-103;0,33;0;02:22;0,71;15:00;0,63;08:46;0,15;20:47;0,19
Waiiti Bay, New Zealand;Marsden Point, New Zealand;173,9333;-35,0167;0:0;13;0,8;0;9;0,8;0;04:02;1,82;16:18;1,91;09:58;0,70;22:32;0,60
Waikato River Entrance, New Zealand;Port Taranaki, New Zealand;174,75;-37,4;0:0;4;1,03;0;4;1,03;0;06:13;2,76;18:40;2,83;12:28;1,16;;
Waikokopu, New Zealand;Napier, New Zealand;177,8333;-39,0667;0:0;5;1;0;5;1;0;01:59;1,51;14:19;1,53;08:09;0,34;20:36;0,31
Waikokopu, New Zealand(2);Napier, New Zealand;177,8333;-39,0667;0:0;5;1;0;5;1;0;01:59;1,51;14:19;1,53;08:09;0,34;20:36;0,31
Waipapa Point, New Zealand;Bluff, New Zealand;168,85;-46,65;0:0;17;1;0;16;1;0;11:13;2,45;23:39;2,48;04:52;1,04;17:22;1,09
Waipapa Point, New Zealand(2);Bluff, New Zealand;168,85;-46,65;0:0;17;1;0;16;1;0;11:13;2,45;23:39;2,48;04:52;1,04;17:22;1,09
Waipiro Bay, New Zealand;Tauranga, New Zealand;178,3333;-38,0333;0:0;52;0,93;0;58;0,93;0;04:29;1,45;16:50;1,51;10:34;0,42;23:08;0,34
Wairoa River, New Zealand;Napier, New Zealand;177,4333;-39,05;0:0;0;1;0;0;1;0;01:54;1,51;14:14;1,53;08:04;0,34;20:31;0,31
Wairoa River, New Zealand(2);Napier, New Zealand;177,4333;-39,05;0:0;0;1;0;0;1;0;01:54;1,51;14:14;1,53;08:04;0,34;20:31;0,31
Waitangi, New Zealand;Marsden Point, New Zealand;174,0833;-35,2667;0:0;22;0,9;0;22;0,9;0;04:11;2,04;16:27;2,15;10:11;0,79;22:45;0,68
Waitara River Entrance, New Zealand;Port Taranaki, New Zealand;174,2333;-38,9833;0:0;0;1;0;0;1;0;06:09;2,68;18:36;2,75;12:24;1,13;;
Wakatahuri, New Zealand;Nelson, New Zealand;174,05;-41,0167;0:0;-60;0,6;0;-60;0,6;0;04:54;2,01;17:33;2,05;11:13;0,88;;
Wakatahuri, New Zealand(2);Nelson, New Zealand;174,05;-41,0167;0:0;-60;0,6;0;-60;0,6;0;04:54;2,01;17:33;2,05;11:13;0,88;;
Wakeham Bay, Québec (2);Saint John, New Brunswick;-71,95;61,7167;0:0;-172;1;0;-175;1;0,2;04:41;7,18;17:09;6,95;22:23;1,93;10:56;1,87
Wapitagun Harbour, Québec;Harrington Harbour, Québec;-60,0167;50,2;0:0;15;1;0;15;1;0;07:20;1,57;19:24;1,41;00:42;0,72;13:39;0,83
Webeck Harbour, Labrador;Halifax, Nova Scotia;-58,0333;54,9;0:0;-97;1;-0,1;-128;1;0;02:01;1,51;14:39;1,34;08:21;0,46;20:22;0,57
Weiti River, New Zealand;Auckland, New Zealand;174,7333;-36,65;0:0;-3;0,81;0;7;0,81;0;03:33;2,28;15:53;2,35;09:45;0,77;22:14;0,70
Welshpool, Campobello Island, New Brunswick (2);Saint John, New Brunswick;-66,95;44,8833;0:0;-1;1;-0,3;6;1;-0,1;07:32;6,88;20:00;6,65;01:24;1,63;13:57;1,57
Westport, St. Mary Bay, Nova Scotia (2);Saint John, New Brunswick;-66,35;44,2667;0:0;35;0,72;0;30;0,72;0;08:08;5,17;20:36;5,00;01:48;1,25;14:21;1,20
Weymouth, St. Mary Bay, Nova Scotia;Saint John, New Brunswick;-66,0167;44,45;0:0;26;1;-0,6;22;1;0;07:59;6,58;20:27;6,35;01:40;1,73;14:13;1,67
Whakapirau, New Zealand;Port Taranaki, New Zealand;174,25;-36,15;0:0;85;1,16;0;67;1,16;0;07:34;3,11;20:01;3,19;13:31;1,31;;
Whakatane, New Zealand;Tauranga, New Zealand;177;-37,95;0:0;40;1;0;20;1;0;04:17;1,56;16:38;1,62;09:56;0,45;22:30;0,37
Whangamumu Harbour, New Zealand;Whangarei, New Zealand;174,3;-35,25;0:0;-8;0,78;0;33;0,78;0;04:03;2,07;16:25;2,15;10:31;0,83;23:06;0,74
Whangamumu Harbour, New Zealand(2);Whangarei, New Zealand;174,3;-35,25;0:0;-8;0,78;0;33;0,78;0;04:03;2,07;16:25;2,15;10:31;0,83;23:06;0,74
Whanganui Inlet, New Zealand;Westport, New Zealand;172,5833;-40,5833;0:0;-65;1;0;-65;1;0;06:09;2,56;18:37;2,64;23:55;0,99;12:22;1,05
Whanganui River Entrance, New Zealand;Port Taranaki, New Zealand;174,9833;-39,95;0:0;35;0,67;0;35;0,67;0;06:44;1,80;19:11;1,84;12:59;0,76;;
Whangaroa, New Zealand;Marsden Point, New Zealand;173,75;-35,0167;0:0;32;0,95;0;28;0,95;0;04:21;2,16;16:37;2,27;10:17;0,84;22:51;0,71
Whangaruru Harbour, New Zealand;Whangarei, New Zealand;174,35;-35,3667;0:0;-12;0,82;0;23;0,82;0;03:59;2,17;16:21;2,26;10:21;0,87;22:56;0,78
Whangaruru Harbour, New Zealand(2);Whangarei, New Zealand;174,35;-35,3667;0:0;-12;0,82;0;23;0,82;0;03:59;2,17;16:21;2,26;10:21;0,87;22:56;0,78
Whitehaven Harbour, Nova Scotia;Halifax, Nova Scotia;-61,2;45,2333;0:0;10;1;-0,1;2;1;0;03:48;1,51;16:26;1,34;10:31;0,46;22:32;0,57
Whitianga, New Zealand;Tauranga, New Zealand;175,7;-36,8333;0:0;-2;1;0;2;1;0;03:35;1,56;15:56;1,62;09:38;0,45;22:12;0,37
Wild Cove, Newfoundland;Halifax, Nova Scotia;-56,1667;50,7;0:0;-79;1;-0,2;-91;1;-0,1;02:19;1,41;14:57;1,24;08:58;0,36;20:59;0,47
Williams Harbour, Labrador;Saint John, New Brunswick;-64,3167;60;0:0;-217;0,31;0;-237;0,3;0;03:56;2,23;16:24;2,15;21:21;0,52;09:54;0,50
Wilson's Beach, Campobello Island, New Brunswick (2);Saint John, New Brunswick;-66,9333;44,9333;0:0;0;1;-0,3;1;1;0;07:33;6,88;20:01;6,65;01:19;1,73;13:52;1,67
Winter Island, Foxe Basin, Nunavut;Saint John, New Brunswick;-83,1667;66,1833;0:0;122;1;-1,2;130;1;0;09:35;5,98;22:03;5,75;03:28;1,73;16:01;1,67
Woody Island, Newfoundland (2);Argentia, Newfoundland;-54,1667;47,7833;0:0;9;1;0;9;1;0;04:19;1,86;16:43;1,73;10:41;0,83;22:28;0,88
Yarmouth, Nova Scotia (2);Saint John, New Brunswick;-66,1333;43,8;0:0;-67;0,52;0;-75;0,41;0;06:26;3,73;18:54;3,61;00:03;0,71;12:36;0,68
Île Haute, Nova Scotia (2);Saint John, New Brunswick;-65;45,25;0:0;2;1;0,7;2;1;0;07:35;7,88;20:03;7,65;01:20;1,73;13:53;1,67
Fecamp;Dover, England - READ flaterco.com/pol.html;0,3667;49,7667;1:0;15;1;4;-27;1;1,5;06:44;9,60;19:23;9,46;00:43;3,79;13:17;3,52
St. Valery-en-Caux;Dover, England - READ flaterco.com/pol.html;0,7;49,8667;1:0;22;1;6,5;1;1;1,2;06:51;12,10;19:30;11,96;01:11;3,49;13:45;3,22
Dieppe;Dover, England - READ flaterco.com/pol.html;1,0833;49,9333;1:0;39;1;7,3;11;1;1;07:08;12,90;19:47;12,76;01:21;3,29;13:55;3,02
Le Treport;Dover, England - READ flaterco.com/pol.html;1,3667;50,0667;1:0;41;1;10,2;19;1;3,2;07:10;15,80;19:49;15,66;01:29;5,49;14:03;5,22
Le Hourdel, Somme Rvr;Dover, England - READ flaterco.com/pol.html;1,5667;50,2167;1:0;63;1;9,4;1111;1;111,1;07:32;15,00;20:11;14,86;19:41;113,39;08:15;113,12
Le Touquet;Dover, England - READ flaterco.com/pol.html;1,5833;50,5167;1:0;51;1;6,7;1111;1;1,8;07:20;12,30;19:59;12,16;19:41;4,09;08:15;3,82
Boulogne;Dover, England - READ flaterco.com/pol.html;1,5833;50,7333;1:0;58;1;6,8;53;1;1,4;07:27;12,40;20:06;12,26;02:03;3,69;14:37;3,42
Calais;Dover, England - READ flaterco.com/pol.html;1,85;50,9667;1:0;80;1;0,9;65;1;-0,3;07:49;6,50;20:28;6,36;02:15;1,99;14:49;1,72
Gravelines;Dover, England - READ flaterco.com/pol.html;2,1;51,0167;1:0;98;1;-1,8;84;1;-0,9;08:07;3,80;20:46;3,66;02:34;1,39;15:08;1,12
Dunkerque;Dover, England - READ flaterco.com/pol.html;2,3667;51,05;1:0;108;1;-2,6;84;1;-1,1;08:17;3,00;20:56;2,86;02:34;1,19;15:08;0,92
Duncansby Head;Leith, Scotland - READ flaterco.com/pol.html;-3,05;58,65;0:0;-275;0,54;0;-263;1;111,1;05:45;2,42;18:13;2,50;23:40;112,88;11:41;113,35
Wick;Leith, Scotland - READ flaterco.com/pol.html;-3,0833;58,4333;0:0;-203;0,6;0;-198;0,67;0;06:57;2,69;19:25;2,78;00:45;1,19;12:46;1,51
Golspie;Leith, Scotland - READ flaterco.com/pol.html;-3,9833;57,9667;0:0;-187;0,71;0;-165;0,72;0;07:13;3,19;19:41;3,29;01:18;1,28;13:19;1,62
Portmahomack;Leith, Scotland - READ flaterco.com/pol.html;-3,8333;57,8333;0:0;-180;0,69;0;-148;0,65;0;07:20;3,10;19:48;3,19;01:35;1,16;13:36;1,46
Invergordon;Leith, Scotland - READ flaterco.com/pol.html;-4,1667;57,6833;0:0;-160;0,75;0;-83;0,65;0;07:40;3,37;20:08;3,47;02:40;1,16;14:41;1,46
Inverness;Leith, Scotland - READ flaterco.com/pol.html;-4,25;57,5;0:0;-155;1;-2,5;-155;1;-0,8;07:45;1,99;20:13;2,13;01:28;0,98;13:29;1,45
Lossiemouth;Leith, Scotland - READ flaterco.com/pol.html;-3,3;57,7167;0:0;-177;0,65;0;-151;0,48;0;07:23;2,92;19:51;3,01;01:32;0,85;13:33;1,08
Banff;Leith, Scotland - READ flaterco.com/pol.html;-2,5167;57,6667;0:0;-160;0,67;-1,7;-143;0,67;-1,7;07:40;1,31;20:08;1,40;01:40;-0,51;13:41;-0,19
Peterhead;Leith, Scotland - READ flaterco.com/pol.html;-1,7667;57,5;0:0;-115;0,69;0;-101;0,7;0;08:25;3,10;20:53;3,19;02:22;1,25;14:23;1,57
Aberdeen;Leith, Scotland - READ flaterco.com/pol.html;-2,0833;57,15;0:0;-115;1;-4;-63;1;-1;08:25;0,49;20:53;0,63;03:00;0,78;15:01;1,25
Stonehaven;Leith, Scotland - READ flaterco.com/pol.html;-2,2;56,9667;0:0;-65;1;-3,2;-52;1;-0,9;09:15;1,29;21:43;1,43;03:11;0,88;15:12;1,35
Montrose;Leith, Scotland - READ flaterco.com/pol.html;-2,45;56,7;0:0;-15;1;-2,2;-28;1;-0,5;10:05;2,29;22:33;2,43;03:35;1,28;15:36;1,75
Arbroath;Leith, Scotland - READ flaterco.com/pol.html;-2,5833;56,55;0:0;-29;1;-1,7;-19;1;-0,7;09:51;2,79;22:19;2,93;03:44;1,08;15:45;1,55
Tay River Bay;Leith, Scotland - READ flaterco.com/pol.html;-2,6333;56,45;0:0;-17;1;-1,1;2;1;-0,5;10:03;3,39;22:31;3,53;04:05;1,28;16:06;1,75
Dundee, Tay Rvr;Leith, Scotland - READ flaterco.com/pol.html;-2,9667;56,45;0:0;15;1;-0,9;35;1;-0,5;10:35;3,59;23:03;3,73;04:38;1,28;16:39;1,75
Anstruther Easter;Leith, Scotland - READ flaterco.com/pol.html;-2,7;56,2167;0:0;-22;1;-0,3;-20;1;-0,3;09:58;4,19;22:26;4,33;03:43;1,48;15:44;1,95
Burntisland, Firth of Forth;Leith, Scotland - READ flaterco.com/pol.html;-3,2333;56,05;0:0;0;1;0;-3;1;0;10:20;4,49;22:48;4,63;04:00;1,78;16:01;2,25
Rosyth, Forth Rvr;Leith, Scotland - READ flaterco.com/pol.html;-3,45;56,0167;0:0;9;1;0,7;-3;1;0,2;10:29;5,19;22:57;5,33;04:00;1,98;16:01;2,45
Grangemouth, Forth Rvr;Leith, Scotland - READ flaterco.com/pol.html;-3,65;56,0333;0:0;27;1;0,2;-37;1;-0,8;10:47;4,69;23:15;4,83;03:26;0,98;15:27;1,45
Fidra Island;Leith, Scotland - READ flaterco.com/pol.html;-2,7833;56,0667;0:0;-5;1;-0,8;-10;1;-0,3;10:15;3,69;22:43;3,83;03:53;1,48;15:54;1,95
Dunbar;Leith, Scotland - READ flaterco.com/pol.html;-2,5167;56;0:0;-8;1;-1;14;1;-0,3;10:12;3,49;22:40;3,63;04:17;1,48;16:18;1,95
Eyemouth;Leith, Scotland - READ flaterco.com/pol.html;-2,0833;55,8667;0:0;-20;1;111,1;-9;1;111,1;10:00;115,59;22:28;115,73;03:54;112,88;15:55;113,35
Berwick-upon-Tweed;Leith, Scotland - READ flaterco.com/pol.html;-2;55,7833;0:0;2;1;-2,7;16;1;-1,6;10:22;1,79;22:50;1,93;04:19;0,18;16:20;0,65
Blyth;Leith, Scotland - READ flaterco.com/pol.html;-1,4833;55,1167;0:0;54;1;-2;89;1;-0,7;11:14;2,49;23:42;2,63;05:32;1,08;17:33;1,55
