fingerprint,file,name,lat,lon,n_identical
fbfc80e54e21f9406714284267535ba0,harmonics/noaa/harmonics_noaa_currents.txt,"Robson Bight (off), Canada Current",50.5,-126.5833,2
fbfc80e54e21f9406714284267535ba0,harmonics/noaa/harmonics_noaa_currents.txt,"Ripple Bluff, Knight Inlet, Canada Current",50.6333,-126.5167,2
0bef7bb77e0ab86e74e55a8cd42672bc,harmonics/noaa/harmonics_noaa_eutt.txt,"Ría de Orio, Spain",43.2838,-2.1285,2
0bef7bb77e0ab86e74e55a8cd42672bc,harmonics/noaa/harmonics_noaa_eutt.txt,"Donostia (San Sebastián), Spain",43.3223,-1.9903,2
0f7aab525eaa04deb8ae35945a4f2430,harmonics/noaa/harmonics_noaa_eutt.txt,"Le Légué entrance, France",48.5333,-2.7167,1
2531434956a725f735d4b620a8a3d086,harmonics/noaa/harmonics_noaa_eutt.txt,"Deba, Spain",43.3016,-2.3541,2
2531434956a725f735d4b620a8a3d086,harmonics/noaa/harmonics_noaa_eutt.txt,"Getaria, Spain",43.3039,-2.1993,2
335032c7c5b9aefee353e71f6e8b943f,harmonics/noaa/harmonics_noaa_eutt.txt,"Malaya Korabelnaya Bay, Russia",69.5833,32.75,2
335032c7c5b9aefee353e71f6e8b943f,harmonics/noaa/harmonics_noaa_eutt.txt,"Zyelyenyets Bay, Russia",69.3,33.75,2
3957c6a2087dc9de9401f506ac558092,harmonics/noaa/harmonics_noaa_eutt.txt,"Bazisnyy Point, Russia",69.0167,33.0667,2
3957c6a2087dc9de9401f506ac558092,harmonics/noaa/harmonics_noaa_eutt.txt,"Murmansk, Russia",68.9833,33.0667,2
5b8dd0dbb936daa1e3b2c5b22eabf643,harmonics/noaa/harmonics_noaa_eutt.txt,"Zapadnaya Bay, Russia",69.4833,32.5,2
5b8dd0dbb936daa1e3b2c5b22eabf643,harmonics/noaa/harmonics_noaa_eutt.txt,"Nasha Bay, Ura Bay, Russia",69.3833,32.9167,2
684745fc738572022e6dfc206bb5b378,harmonics/noaa/harmonics_noaa_eutt.txt,"Santa Uxía de Ribeíra (Ría de Arousa), Spain",42.55,-8.9833,2
684745fc738572022e6dfc206bb5b378,harmonics/noaa/harmonics_noaa_eutt.txt,"Cabo Corrubedo, Spain",42.5784,-9.0912,2
9d43187ac7619cb75ba4268af92594bf,harmonics/noaa/harmonics_noaa_eutt.txt,"Titovka Bay, Russia",69.5833,32.0667,3
9d43187ac7619cb75ba4268af92594bf,harmonics/noaa/harmonics_noaa_eutt.txt,"Port Vladimirski, Russia",69.4167,33.15,3
9d43187ac7619cb75ba4268af92594bf,harmonics/noaa/harmonics_noaa_eutt.txt,"Dolgaya Bay, Russia",69.2833,33.8667,3
a3ef759c11fdada0d5126e12d099d69d,harmonics/noaa/harmonics_noaa_eutt.txt,"Tema, Ghana",5.6393,0.017,1
aaa85710d6129aec568a3243a8648b85,harmonics/noaa/harmonics_noaa_eutt.txt,"Bolshaya Korabelnaya Bay, Russia",69.6833,33.1,2
aaa85710d6129aec568a3243a8648b85,harmonics/noaa/harmonics_noaa_eutt.txt,"Ara Bay, Russia",69.4333,32.85,2
af7cd49bdc707dd75f142eb77c9e230b,harmonics/noaa/harmonics_noaa_eutt.txt,"Lopransfjørður, Suðuroy Island, Faroe Islands",61.45,-6.7667,2
af7cd49bdc707dd75f142eb77c9e230b,harmonics/noaa/harmonics_noaa_eutt.txt,"Suðuroyarfjørður, Faroe Islands",61.65,-6.8167,2
b8b92090668b3cb929c9f0fe283110e7,harmonics/noaa/harmonics_noaa_eutt.txt,"Eyna Bay, Russia",69.6333,32.4167,3
b8b92090668b3cb929c9f0fe283110e7,harmonics/noaa/harmonics_noaa_eutt.txt,"Bolshaya Volokovaya Bay, Russia",69.2667,33.6,3
b8b92090668b3cb929c9f0fe283110e7,harmonics/noaa/harmonics_noaa_eutt.txt,"Veliki Point, Russia",69.0833,33.2833,3
00fe5e1cfe938917bec59737a45f249b,harmonics/utide/harmonics_utide_tidetables.txt,"Hestan Islet, Scotland, United Kingdom",54.8323,-3.8071,1
01326b0accc40abaa026af16e8c645c3,harmonics/utide/harmonics_utide_tidetables.txt,"Blackpool, England, United Kingdom",53.8192,-3.0624,1
0147d314480e8d6c121adcbbfbab298d,harmonics/utide/harmonics_utide_tidetables.txt,"Greenock, Scotland, United Kingdom",55.9575,-4.7652,1
01ada13214b79e3a7729111f9dfeb7fb,harmonics/utide/harmonics_utide_tidetables.txt,"Stranraer, Scotland, United Kingdom",54.9062,-5.0298,1
01f2669375fcf8188a05ea9959380423,harmonics/utide/harmonics_utide_tidetables.txt,"Ayr, Scotland, United Kingdom",55.4684,-4.6404,1
020a2b3b84abae8cd91bfe0f9411cf45,harmonics/utide/harmonics_utide_tidetables.txt,"Tarbert Island (River Shannon), Ireland",52.5871,-9.3595,1
0329cb893597c96bcf6a33d7ce957828,harmonics/utide/harmonics_utide_tidetables.txt,"Ramsgate, England, United Kingdom",51.33,1.4195,1
03c6d30240d429252b95a8f9030135cc,harmonics/utide/harmonics_utide_tidetables.txt,"Lulworth Cove, England, United Kingdom",50.617,-2.247,2
03c6d30240d429252b95a8f9030135cc,harmonics/utide/harmonics_utide_tidetables.txt,"Mupe Bay, England, United Kingdom",50.616667,-2.216667,2
04a68d19f61c7d6ec12874c6d3864e30,harmonics/utide/harmonics_utide_tidetables.txt,"Winterton-On-Sea, England, United Kingdom",52.7179,1.7001,1
04b13554100fb31195f9ec8c71c4b80c,harmonics/utide/harmonics_utide_tidetables.txt,"Salen (Sound Of Mull), Scotland, United Kingdom",56.5253,-5.9391,1
04db9afbbae77de990eb77f89de7cabf,harmonics/utide/harmonics_utide_tidetables.txt,"Ramsey Sound, Wales, United Kingdom",51.883333,-5.316667,1
04e0eab9d6c4d5349479cddbdb3c6a84,harmonics/utide/harmonics_utide_tidetables.txt,"Clovelly, England, United Kingdom",51.0008,-4.3969,1
04e3bf39ab65099e1bd6010fbddfbc78,harmonics/utide/harmonics_utide_tidetables.txt,"Minsmere Sluice, England, United Kingdom",52.2375,1.6288,1
051777eed916d7f0094975f19a839c28,harmonics/utide/harmonics_utide_tidetables.txt,"Outer Westmark Knock, England, United Kingdom",52.883333,0.216667,1
0552bc372804c9436a793ba49378f7c9,harmonics/utide/harmonics_utide_tidetables.txt,"Seil Sound (Balvicar), Scotland, United Kingdom",56.2966,-5.5951,1
058039a66504698c657f6cac0b87703b,harmonics/utide/harmonics_utide_tidetables.txt,"Christchurch (Quay), England, United Kingdom",50.7304,-1.7751,1
05d89de40a9a8be1c1567150b447fe1c,harmonics/utide/harmonics_utide_tidetables.txt,"Lochgoilhead, Scotland, United Kingdom",56.1686,-4.9015,1
06ddc8f88d743891441dbfd82b95ba35,harmonics/utide/harmonics_utide_tidetables.txt,"Port Talbot, Wales, United Kingdom",51.5841,-3.7989,1
079c3a8b78fc482ce0a5d67df69aaf20,harmonics/utide/harmonics_utide_tidetables.txt,"Red Bay, Northern Ireland, United Kingdom",55.0657,-6.0531,1
08fd6e48d2e5eb295e157087932d2035,harmonics/utide/harmonics_utide_tidetables.txt,"Bur Wick, Scotland, United Kingdom",58.7391,-2.972,1
0b1364cefd8691c4bdb3537b241fba79,harmonics/utide/harmonics_utide_tidetables.txt,"Salcombe, England, United Kingdom",50.2355,-3.7676,1
0ba6c9d7c8e472faf023d64ebe256479,harmonics/utide/harmonics_utide_tidetables.txt,"Christchurch (Entrance), England, United Kingdom",50.7236,-1.7421,1
0bfd1ce7d76de892bb0644d4c1749a98,harmonics/utide/harmonics_utide_tidetables.txt,"Dartmouth, England, United Kingdom",50.3511,-3.5772,1
0c6f4111ca1e23f540ae5d293010ab9a,harmonics/utide/harmonics_utide_tidetables.txt,"Fiddler's Ferry, England, United Kingdom",53.3731,-2.6611,1
0cee6579f5cafea2dfab8044ef8caca5,harmonics/utide/harmonics_utide_tidetables.txt,"Cheekpoint, Ireland",52.2727,-6.996,1
0daf17a93ac91d0454c12bf5d25fb14f,harmonics/utide/harmonics_utide_tidetables.txt,"River Tees (Teesmouth), England, United Kingdom",54.6333,-1.1667,1
0dea9ef36968938b54b700ea244a8f0c,harmonics/utide/harmonics_utide_tidetables.txt,"Hammersmith Bridge, England, United Kingdom",51.4876,-0.2309,1
0e7973df2255ad36a876edcf59884382,harmonics/utide/harmonics_utide_tidetables.txt,"Blacktoft, England, United Kingdom",53.707,-0.7253,1
0efb58fdc06a7b5ea05d450151515f0a,harmonics/utide/harmonics_utide_tidetables.txt,"Lizard Point, England, United Kingdom",49.9576,-5.2064,1
0f131ea60a03f648a9b29f96b1fd3d90,harmonics/utide/harmonics_utide_tidetables.txt,"Aberporth, Wales, United Kingdom",52.1353,-4.5459,1
0f390aa83146dfdc2dfe086cc338b960,harmonics/utide/harmonics_utide_tidetables.txt,"Brough, England, United Kingdom",53.7271,-0.5858,1
0faef2a7d574053dd2b6a868e192a509,harmonics/utide/harmonics_utide_tidetables.txt,"Greenore (Carlingford Lough), Ireland",54.033333,-6.133333,1
0fb1def33354c9890321d73194ff2a02,harmonics/utide/harmonics_utide_tidetables.txt,"North Sunderland (Northumberland), England, United Kingdom",55.5836,-1.6491,1
1081a7dd232b294210d0d2559db86e15,harmonics/utide/harmonics_utide_tidetables.txt,"Morecambe, England, United Kingdom",54.0754,-2.88,1
10974cc0159eb2794dae5411189878f5,harmonics/utide/harmonics_utide_tidetables.txt,"Selsey Bill, England, United Kingdom",50.7227,-0.7851,1
1097a1c5048777ea466b18a730ba41ee,harmonics/utide/harmonics_utide_tidetables.txt,"Porth Trecastell, Wales, United Kingdom",53.2064,-4.5009,1
10d2d8e1f95c502a5eccfcad5b77adec,harmonics/utide/harmonics_utide_tidetables.txt,"Neyland, Wales, United Kingdom",51.7045,-4.9499,1
112f033f49c6bc1e17a23018892c04a1,harmonics/utide/harmonics_utide_tidetables.txt,"Bowling, Scotland, United Kingdom",55.9305,-4.4862,1
11be730f385f77323070ead44d013752,harmonics/utide/harmonics_utide_tidetables.txt,"Rubha A' Bhodaich (Bute), Scotland, United Kingdom",55.921,-5.1589,1
134e4992d1d00714c506a28a8a2d3dfd,harmonics/utide/harmonics_utide_tidetables.txt,"New Quay, Wales, United Kingdom",52.2156,-4.3555,1
134fbd820e0221b4f4a97db1116c346b,harmonics/utide/harmonics_utide_tidetables.txt,"Castletownshend, Ireland",51.5289,-9.1723,1
13be6d1225e4100ae4597e0bee22538c,harmonics/utide/harmonics_utide_tidetables.txt,"Rothesay (Bute), Scotland, United Kingdom",55.8388,-5.0525,1
13c8b7c9e42cd9030e2e81c834c1b965,harmonics/utide/harmonics_utide_tidetables.txt,"Unahi Jetty, New Zealand",-35.0033,173.2545,2
13c8b7c9e42cd9030e2e81c834c1b965,harmonics/utide/harmonics_utide_tidetables.txt,"Ben Gunn Wharf, New Zealand",-35.0063,173.2597,2
13d18510c72285ebcbcc05fa48eeb930,harmonics/utide/harmonics_utide_tidetables.txt,"Invergordon, Scotland, United Kingdom",57.6858,-4.1621,1
1461b621d7e27b8d503c053ad592ae28,harmonics/utide/harmonics_utide_tidetables.txt,"Port Glasgow, Scotland, United Kingdom",55.9358,-4.6837,1
14de19d4a3c3483bacf33e8657360b35,harmonics/utide/harmonics_utide_tidetables.txt,"Rhu Marina, Scotland, United Kingdom",56.0123,-4.7741,1
156ab1d5970a4494338b99b6c8cd2486,harmonics/utide/harmonics_utide_tidetables.txt,"Beaumaris, Wales, United Kingdom",53.2611,-4.09,1
15d36377b0f5126fad73339bbcd96304,harmonics/utide/harmonics_utide_tidetables.txt,"Loch Creran Head, Scotland, United Kingdom",56.55,-5.266667,1
1663687756ed93784fbf256822a502d1,harmonics/utide/harmonics_utide_tidetables.txt,"Aberystwyth, Wales, United Kingdom",52.4115,-4.0863,1
17839549c7b7c93e675e513afc0ca079,harmonics/utide/harmonics_utide_tidetables.txt,"Watchet, England, United Kingdom",51.1837,-3.3283,1
1786c2b53b15f7fc842e5a6a01dfaa2f,harmonics/utide/harmonics_utide_tidetables.txt,"Galmisdale Pier (Eigg), Scotland, United Kingdom",56.8797,-6.1261,1
1898249377705a88f462b8bd0311a10f,harmonics/utide/harmonics_utide_tidetables.txt,"Chesil Beach, England, United Kingdom",50.616667,-2.55,1
18ab24d5ed1597118232379ee784c02c,harmonics/utide/harmonics_utide_tidetables.txt,"Bruichladdich (Islay), Scotland, United Kingdom",55.7639,-6.3597,1
19396179ee288dd4f4d8e0a130cbdf4e,harmonics/utide/harmonics_utide_tidetables.txt,"Tarn Point, England, United Kingdom",54.285,-3.4234,1
19527a9d528b6b0f3b36e5e169a505e2,harmonics/utide/harmonics_utide_tidetables.txt,"Lossiemouth, Scotland, United Kingdom",57.7239,-3.279,1
1a194bab115cb8996612d3e31badca00,harmonics/utide/harmonics_utide_tidetables.txt,"Glengarrisdale Bay (Jura), Scotland, United Kingdom",56.1129,-5.787,1
1a9c9bbef6557508809e801201ab5423,harmonics/utide/harmonics_utide_tidetables.txt,"Donaghadee, Northern Ireland, United Kingdom",54.645,-5.531,1
1b7c13d28f605f5ef51695cb16615e78,harmonics/utide/harmonics_utide_tidetables.txt,"Portavogie, Northern Ireland, United Kingdom",54.457,-5.4359,1
1b9aaee473fc49c84f4f94ff16801716,harmonics/utide/harmonics_utide_tidetables.txt,"Calshot Castle, England, United Kingdom",50.816667,-1.3,1
1bc0a42653918ce758e09c9223cdca87,harmonics/utide/harmonics_utide_tidetables.txt,"Orford Haven Bar, England, United Kingdom",52.0349,1.4607,1
1bd258488eaee4790a88c2f7e77a34d8,harmonics/utide/harmonics_utide_tidetables.txt,"Bardsey Island, Wales, United Kingdom",52.766667,-4.783333,1
1bd63eb772f89b1814dbdabe17d69f4d,harmonics/utide/harmonics_utide_tidetables.txt,"Drummore, Scotland, United Kingdom",54.6925,-4.8915,1
1c2c2ecdff8af6f7326ce42504091a60,harmonics/utide/harmonics_utide_tidetables.txt,"St. Tudwal's Roads, Wales, United Kingdom",52.816667,-4.483333,1
1ca003a535a7f2029e4dab93c918d154,harmonics/utide/harmonics_utide_tidetables.txt,"Carloway (Lewis), Scotland, United Kingdom",58.2812,-6.7746,1
1cbeb105aa960056d9fa4816f39765bb,harmonics/utide/harmonics_utide_tidetables.txt,"Kilkeel, Northern Ireland, United Kingdom",54.0577,-5.9886,1
1d0521dcb2260a5e52ce6599292d33b8,harmonics/utide/harmonics_utide_tidetables.txt,"Tees (Newport) Bridge, England, United Kingdom",54.566667,-1.266667,1
1d76789f334e5aac9c75f10a7b72b33a,harmonics/utide/harmonics_utide_tidetables.txt,"Mallaig, Scotland, United Kingdom",57.0077,-5.8252,1
1d7bcd687e0f77f34b2383ef2433adbf,harmonics/utide/harmonics_utide_tidetables.txt,"Bursledon, England, United Kingdom",50.8829,-1.3011,1
1da532615fe41d13d625c52ba6b63b09,harmonics/utide/harmonics_utide_tidetables.txt,"Saltash, England, United Kingdom",50.4061,-4.2065,1
1dce1e1f57e1b92ad535d975dbd63a81,harmonics/utide/harmonics_utide_tidetables.txt,"Limerick Dock, Ireland",52.6649,-8.6301,1
1df4550f53b1cf861455545f66ee6262,harmonics/utide/harmonics_utide_tidetables.txt,"Kilmokea Point, Ireland",52.2964,-7.0158,1
1e60fabfc504e8a419ef48b5d825c294,harmonics/utide/harmonics_utide_tidetables.txt,"Erith, England, United Kingdom",51.4834,0.1822,1
1e63ac6be2789a1bd92cc1c1e80ed3d7,harmonics/utide/harmonics_utide_tidetables.txt,"Porth Ysgaden, Wales, United Kingdom",52.9042,-4.65,1
1e765be6b9cec3b624b2c1df7811a175,harmonics/utide/harmonics_utide_tidetables.txt,"Buckie, Scotland, United Kingdom",57.6808,-2.9541,1
1f8b159c2ea8da99805171a2625c14b4,harmonics/utide/harmonics_utide_tidetables.txt,"Berwick, England, United Kingdom",55.7671,-2.0051,1
20b5d9053c859a61a31a61850a91d1f8,harmonics/utide/harmonics_utide_tidetables.txt,"West Stones, England, United Kingdom",52.8302,0.3571,1
231e7b68f1bcef88cfffffc620287792,harmonics/utide/harmonics_utide_tidetables.txt,"Great Yarmouth (Gorleston-On-Sea), England, United Kingdom",52.5719,1.7384,1
237883cfffae519cbb41449947febca3,harmonics/utide/harmonics_utide_tidetables.txt,"Girvan, Scotland, United Kingdom",55.244,-4.8597,1
2423c4c189ea52ff24de0f2631c4615b,harmonics/utide/harmonics_utide_tidetables.txt,"Iken Cliffs, England, United Kingdom",52.1512,1.5106,1
250d6716f4c11e689828694e7d82105f,harmonics/utide/harmonics_utide_tidetables.txt,"Port Dinorwic, Wales, United Kingdom",53.1864,-4.2104,1
25582bc5f20809e3d2c999d60c03f863,harmonics/utide/harmonics_utide_tidetables.txt,"Gott Bay (Tiree), Scotland, United Kingdom",56.5101,-6.7982,1
256a02cc55d3b39b01464eed07c19838,harmonics/utide/harmonics_utide_tidetables.txt,"Inner Dowsing Light, England, United Kingdom",53.316667,0.583333,1
271fbb1bcba45c27129e835eab40fad4,harmonics/utide/harmonics_utide_tidetables.txt,"Sound Of Ulva, Scotland, United Kingdom",56.4815,-6.1511,1
280bfdea3b9a6419b8db187cbdbc797c,harmonics/utide/harmonics_utide_tidetables.txt,"Sunderland, England, United Kingdom",54.9187,-1.3601,1
28ba58368d3cdc4356a4f01b0b9161cb,harmonics/utide/harmonics_utide_tidetables.txt,"Londonderry, Northern Ireland, United Kingdom",55.0021,-7.3208,1
294f4527881387c28090c9133bdf3811,harmonics/utide/harmonics_utide_tidetables.txt,"Braye, Alderney, Channel Islands",49.7232,-2.1982,1
2a71ccd2495c2ea14d68610803c85ebf,harmonics/utide/harmonics_utide_tidetables.txt,"Corpach, Scotland, United Kingdom",56.8418,-5.1238,1
2aa8fa1136b150ab5f1505b68451ec64,harmonics/utide/harmonics_utide_tidetables.txt,"Carradale (Kintyre), Scotland, United Kingdom",55.5929,-5.4632,1
2b0f7dced526b98f0260c4abcc7b2b47,harmonics/utide/harmonics_utide_tidetables.txt,"Halfway Shoal, England, United Kingdom",54.016667,-3.2,1
2b5d0fd50da822ea28d4f115600ed964,harmonics/utide/harmonics_utide_tidetables.txt,"Baginbun Head, Ireland",52.1728,-6.8283,1
2b729e7191ad22269ac1a2baa0a9b436,harmonics/utide/harmonics_utide_tidetables.txt,"Ardglass, Northern Ireland, United Kingdom",54.2609,-5.6027,1
2c21a9d79dd8afe718150d062e79572f,harmonics/utide/harmonics_utide_tidetables.txt,"Dundee, Scotland, United Kingdom",56.4624,-2.9509,1
2d2cb23b045d79855cd4b0b0cf572d79,harmonics/utide/harmonics_utide_tidetables.txt,"Out Skerries (Shetlands), Scotland, United Kingdom",60.4227,-0.7517,1
2d42a761d63cd7e3a5ce33ee8b08e23e,harmonics/utide/harmonics_utide_tidetables.txt,"Wicklow, Ireland",52.9833,-6.0345,1
2d4bf41cc100403273c101598fd2e4b9,harmonics/utide/harmonics_utide_tidetables.txt,"Rapness (Westray), Scotland, United Kingdom",59.2488,-2.8583,1
2ea0d96413147619d54a13535c947c4f,harmonics/utide/harmonics_utide_tidetables.txt,"Perranporth, England, United Kingdom",50.348,-5.158,1
2f6c12d6435fcf1f6294f37bb5660153,harmonics/utide/harmonics_utide_tidetables.txt,"Broadford Bay (Skye), Scotland, United Kingdom",57.2474,-5.9058,1
2fcbf50ce749151c948427d8073de929,harmonics/utide/harmonics_utide_tidetables.txt,"Warrenpoint (Carlingford Lough), Northern Ireland, United Kingdom",54.0965,-6.2541,1
2fd86d4956701ce94858d06fdf1d2137,harmonics/utide/harmonics_utide_tidetables.txt,"Inverness, Scotland, United Kingdom",57.4954,-4.2376,1
3017be933ba7c6d4ddcf8b2fc8d937d8,harmonics/utide/harmonics_utide_tidetables.txt,"Gweedore Harbour (Bunbeg), Ireland",55.0586,-8.317,1
3050b7762d82981a8d1dc2b8f9a3fb1c,harmonics/utide/harmonics_utide_tidetables.txt,"Hull (Alexandra Dock), England, United Kingdom",53.7425,-0.2968,1
30d16303f6601f455d2387f0f0ea55e8,harmonics/utide/harmonics_utide_tidetables.txt,"Orford Quay, England, United Kingdom",52.0907,1.5395,1
315ecdb7b5035c24b61ac904c84e0511,harmonics/utide/harmonics_utide_tidetables.txt,"Preston, England, United Kingdom",53.7581,-2.7508,1
31771abd92903d5af1bafb0400aaa661,harmonics/utide/harmonics_utide_tidetables.txt,"Isle Of Whithorn, Scotland, United Kingdom",54.6984,-4.364,1
318ae4f09861d1e68f2055e8b532815f,harmonics/utide/harmonics_utide_tidetables.txt,"Orford Ness, England, United Kingdom",52.083333,1.583333,1
333474526c7eac6f740aee787cdeda83,harmonics/utide/harmonics_utide_tidetables.txt,"Sharpness Dock, England, United Kingdom",51.7174,-2.4828,1
3372eb36b8b05372e28d0e9e95adb6e5,harmonics/utide/harmonics_utide_tidetables.txt,"Tingwall, Scotland, United Kingdom",59.0897,-3.0425,1
33d22ab61b7e627cfd2cde830b535e9a,harmonics/utide/harmonics_utide_tidetables.txt,"Kilkieran Cove, Ireland",53.322,-9.7311,1
33f1f12afb5c100c64b86b82477113be,harmonics/utide/harmonics_utide_tidetables.txt,"Inverie Bay, Scotland, United Kingdom",57.0376,-5.6866,1
3400bc2c28511324523ef24b436db784,harmonics/utide/harmonics_utide_tidetables.txt,"Hirta (Bagh A' Bhaile), Scotland, United Kingdom",57.8106,-8.5666,1
34ea3d75837048a9ce3213b8958a65f6,harmonics/utide/harmonics_utide_tidetables.txt,"Larne, Northern Ireland, United Kingdom",54.848,-5.7968,1
3502b9a5ad9aff4b664a6f2b23884aaf,harmonics/utide/harmonics_utide_tidetables.txt,"South Rock, Northern Ireland, United Kingdom",54.4,-5.416667,1
35a5b82c5aef8003275b07a3c15aa79b,harmonics/utide/harmonics_utide_tidetables.txt,"Carsaig Bay (Mull), Scotland, United Kingdom",56.3203,-5.9729,1
35ff61542057d3a88008a96442c59d3f,harmonics/utide/harmonics_utide_tidetables.txt,"Haws Point, England, United Kingdom",54.05,-3.166667,1
36101c4e433b6353824b941d52f39123,harmonics/utide/harmonics_utide_tidetables.txt,"Bradwell Waterside, England, United Kingdom",51.7351,0.8854,1
365ba09eb2c59ecd030e5e992bc02efc,harmonics/utide/harmonics_utide_tidetables.txt,"Pagham, England, United Kingdom",50.766667,-0.716667,1
36622dcf88a23738050445b1f7fc224c,harmonics/utide/harmonics_utide_tidetables.txt,"Hilbre Island, England, United Kingdom",53.3834,-3.229,1
37d9e7c87c0b7a1ebd6c498291dcae53,harmonics/utide/harmonics_utide_tidetables.txt,"Boscastle, England, United Kingdom",50.6898,-4.6929,1
3808ba7896bc1e2c7f0f511f13ca0363,harmonics/utide/harmonics_utide_tidetables.txt,"Scolpaig (North Uist), Scotland, United Kingdom",57.6506,-7.4876,1
38754f02310704ae2c242b7a5d715a78,harmonics/utide/harmonics_utide_tidetables.txt,"Holliwell Point, England, United Kingdom",51.6361,0.9425,1
389ce5dab64795515104c3583c61b2a5,harmonics/utide/harmonics_utide_tidetables.txt,"Sunk Dredged Channel, England, United Kingdom",53.616667,-0.033333,1
38e9869b500f771ee9a69ae21bde1441,harmonics/utide/harmonics_utide_tidetables.txt,"Arrochar, Scotland, United Kingdom",56.1982,-4.7487,1
38fb5d1c14d4883b22683c7111d0f57e,harmonics/utide/harmonics_utide_tidetables.txt,"Deer Sound, Scotland, United Kingdom",58.9656,-2.8164,1
397ba07044aabdef6ffdd139855cd13b,harmonics/utide/harmonics_utide_tidetables.txt,"Ventnor, England, United Kingdom",50.6,-1.2,1
399897d70483c01f470c68449c491411,harmonics/utide/harmonics_utide_tidetables.txt,"Bembridge Harbour, England, United Kingdom",50.7,-1.116667,1
3bb7a8ac1c819427846bf26bf7c17c7f,harmonics/utide/harmonics_utide_tidetables.txt,"Ardminish (Sound of Gigha), Scotland, United Kingdom",55.675,-5.7332,1
3c676025cddc3a5869e2eeb5de267b7f,harmonics/utide/harmonics_utide_tidetables.txt,"Loch Beag, Scotland, United Kingdom",56.1468,-5.5993,1
3cc0223e124feefa2b8c1b2ef9419a62,harmonics/utide/harmonics_utide_tidetables.txt,"White House, England, United Kingdom",51.6702,-2.5546,1
3ce6fcaa512447efa2239aa6acb86181,harmonics/utide/harmonics_utide_tidetables.txt,"Caernarfon, Wales, United Kingdom",53.1453,-4.2758,1
3db7b84e0ceee1fd6a8a8e2da33a22e8,harmonics/utide/harmonics_utide_tidetables.txt,"Calf Sound, Isle of Man",54.0621,-4.8006,1
3eb3c87d31886a9c345e7bbc9bf704d7,harmonics/utide/harmonics_utide_tidetables.txt,"Roberts Cove, Ireland",51.7444,-8.3116,1
3ece6bca16fcaa55252e57824852be79,harmonics/utide/harmonics_utide_tidetables.txt,"Faslane (Gare Loch), Scotland, United Kingdom",56.0614,-4.8224,1
3f54abfbf2606edc06a950f8a1eb2ca5,harmonics/utide/harmonics_utide_tidetables.txt,"Beachley (Aust), England, United Kingdom",51.6002,-2.6347,1
3f9cead59f3f52eae8ec658a617ca041,harmonics/utide/harmonics_utide_tidetables.txt,"Totland Bay, England, United Kingdom",50.6835,-1.546,1
403ee2e9ea2c9e28c1fbb9102e325412,harmonics/utide/harmonics_utide_tidetables.txt,"Bridlington, England, United Kingdom",54.0798,-0.1879,1
40b1b8fc70d0833aa9301625be19dff6,harmonics/utide/harmonics_utide_tidetables.txt,"Grimsby, England, United Kingdom",53.5836,-0.0662,1
40efd7c8843aad7ba7d1d9443bdbb6da,harmonics/utide/harmonics_utide_tidetables.txt,"Whitehills, Scotland, United Kingdom",57.68,-2.5805,1
418a14f70723993bae08b2b557ff8e73,harmonics/utide/harmonics_utide_tidetables.txt,"Dun Laoghaire, Ireland",53.2978,-6.131,1
42a1e45463dfb3a8e6860ed2fd80939a,harmonics/utide/harmonics_utide_tidetables.txt,"Skegness, England, United Kingdom",53.1446,0.3495,1
4307e145d3468bc57145261f69d81ca5,harmonics/utide/harmonics_utide_tidetables.txt,"Amble, England, United Kingdom",55.3388,-1.5721,1
4333ab727086dd6ee860aff9b7d58d70,harmonics/utide/harmonics_utide_tidetables.txt,"Aberdaron, Wales, United Kingdom",52.8025,-4.714,1
442318f19655a2684c660095b59146d6,harmonics/utide/harmonics_utide_tidetables.txt,"Nab Tower, England, United Kingdom",50.666667,-0.95,1
443761015bd7ea36e6ce9cc3973db9ba,harmonics/utide/harmonics_utide_tidetables.txt,"Craighouse (Jura), Scotland, United Kingdom",55.834,-5.9494,1
4457bcf6c2739b9ba584094865c29304,harmonics/utide/harmonics_utide_tidetables.txt,"Jupiter Point, England, United Kingdom",50.3905,-4.2294,1
44680ac2fc967319e83f5b404893ebc7,harmonics/utide/harmonics_utide_tidetables.txt,"Mellon Charles (Loch Ewe), Scotland, United Kingdom",57.8568,-5.6352,1
44a880c9478d969a95e896026a834a5d,harmonics/utide/harmonics_utide_tidetables.txt,"Kilbaha Bay, Ireland",52.5687,-9.8614,1
45036ff00a47de20e5bb5602d2c34688,harmonics/utide/harmonics_utide_tidetables.txt,"West Cove, Ireland",51.7699,-10.0561,1
4551491f94ac27831e2406f69f83dc8e,harmonics/utide/harmonics_utide_tidetables.txt,"Little Haven, Wales, United Kingdom",51.7739,-5.1082,1
4589dd02439fa38c9688b6bf11778a25,harmonics/utide/harmonics_utide_tidetables.txt,"Iona (Baile Mòr), Scotland, United Kingdom",56.3304,-6.3913,1
45b7e74c73e022a9443fc4a27c11a834,harmonics/utide/harmonics_utide_tidetables.txt,"Southwold, England, United Kingdom",52.3158,1.6701,1
45d05feb799f60c838f3b0d362ab30ca,harmonics/utide/harmonics_utide_tidetables.txt,"Dale Roads, Wales, United Kingdom",51.7074,-5.1672,1
476e5f7ab66d4529af0e7830e77aa1b5,harmonics/utide/harmonics_utide_tidetables.txt,"West Mersea, England, United Kingdom",51.7798,0.8969,1
