datei,name,fehler_prozent,begruendung
harmonics/ticon/harmonics_ticon4_worldwide.txt,"Venezia, Italy",0.0,"HANDENTSCHEIDUNG: TICON-4 Venezia stand auf der Lido-Position (45.418/12.427), lag aber gegen die dortige CMEMS-Messreihe RMN-Venice bei M2/S2/K1/O1 +48/+51/+48/+49 min -- dieselbe Verspaetung wie der Stadtpegel Venezia (Centro Maree, Lavergne, +52/+58). Vermutlich die Reihe Punta della Salute mit falscher Position, kein Zeitfehler; am Stadtpegel bleibt der Lavergne-Satz. An der Lido-Position ersetzt durch 'Venezia (Lido), Italy' (harmonics_utide_observations, Eigenmessung 0 min). Freigabe Oliver 15.09.2026 (Begruendung berichtigt 15.09.2026)."
