abstand_km,kennung_art,kennung,station,lat,lon,katalog_name,katalog_lat,katalog_lon,befund,datei,n_kennungen
8.2,psmsl_id,494,"St. Helier, Jersey, Channel Islands",49.1833,-2.1167,ROZEL (JERSEY),49.2333,-2.0333,Position pruefen (Name passt),harmonics/ticon/harmonics_ticon4_worldwide.txt,4
8.2,ioc_code,espr,"Esperanza (Hope Bay, Antarctica), Antártida Argentina, Argentina",-63.395,-56.995,Bahia_Esperanza_AR,-63.3300,-56.9166,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,7
8.2,ptwc_code,espr,"Esperanza (Hope Bay, Antarctica), Antártida Argentina, Argentina",-63.395,-56.995,Bahia_Esperanza_AR,-63.3300,-56.9166,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,7
8.2,psmsl_id,494,"St. Helier, Jersey, Channel Islands",49.18333,-2.11667,ROZEL (JERSEY),49.2333,-2.0333,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,4
8.1,psmsl_id,1891,"Hong Kong (Quarry Bay), China",22.291,114.2133,TAI MIU WAN,22.2697,114.2886,Nachbarpegel -- Kennung pruefen,harmonics/ticon/harmonics_ticon4_worldwide.txt,9
8.1,ioc_code,puyt,"Puysegur Point, New Zealand",-46.156,166.609,Puysegur Welcome Bay,-46.0848,166.5894,Position pruefen (Name passt),harmonics/ticon/harmonics_ticon4_worldwide.txt,2
8.1,ptwc_code,puyt,"Puysegur Point, New Zealand",-46.156,166.609,Puysegur Welcome Bay,-46.0848,166.5894,Position pruefen (Name passt),harmonics/ticon/harmonics_ticon4_worldwide.txt,2
8.1,psmsl_id,1891,"Quarry Bay, Hong Kong, China",22.2911,114.2133,TAI MIU WAN,22.2697,114.2886,Nachbarpegel -- Kennung pruefen,harmonics/utide/harmonics_utide_tidetables.txt,9
8.0,psmsl_id,141,"Nagasaki (Mizunoura), Nagasaki, Japan",32.7445,129.8609,FUKABORI,32.6833,129.8167,Nachbarpegel -- Kennung pruefen,harmonics/classic/harmonics-2004-06-14_mod.txt,7
7.9,psmsl_id,1616,"Alotau, Papua New Guinea",-10.3175,150.4536,ALOTAU II,-10.3333,150.3833,Position pruefen (Name passt),harmonics/ticon/harmonics_ticon4_worldwide.txt,5
7.9,psmsl_id,1616,"Alotau (Milne Bay), Papua New Guinea",-10.3175,150.4536,ALOTAU II,-10.3333,150.3833,Position pruefen (Name passt),harmonics/utide/harmonics_utide_tidetables.txt,5
7.8,psmsl_id,334,"Sheerness, England, United Kingdom",51.4456,0.7434,SOUTHEND,51.5144,0.7238,Nachbarpegel -- Kennung pruefen,harmonics/ticon/harmonics_ticon4_worldwide.txt,4
7.8,psmsl_id,1616,"Alotau, Papua New Guinea",-10.317,150.453,ALOTAU II,-10.3333,150.3833,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,5
7.8,psmsl_id,334,"Sheerness, England, United Kingdom",51.4456,0.7434,SOUTHEND,51.5144,0.7238,Nachbarpegel -- Kennung pruefen,harmonics/utide/harmonics_utide_observations.txt,4
7.6,ssc_id,ptco,"Puerto Cortés, Honduras",15.839,-87.9408,Puerto Cortes,15.8350,-87.8700,Position pruefen (Name passt),harmonics/ticon/harmonics_ticon4_worldwide.txt,5
7.6,uhslc_id,780,"Puerto Cortés, Honduras",15.839,-87.9408,Puerto Cortes,15.8350,-87.8700,Position pruefen (Name passt),harmonics/ticon/harmonics_ticon4_worldwide.txt,5
7.5,psmsl_id,698,"Tampico Puerto (Madero), Tamaulipas, Mexico",22.2616,-97.7957,TAMPICO (MUELLE FISCAL),22.2167,-97.8500,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,4
7.4,ioc_code,cnme,"Cutler (Farris Wharf), Little River, Maine",44.6567,-67.21,CutlerNavalBase_ME,44.6400,-67.3000,Nachbarpegel -- Kennung pruefen,harmonics/classic/harmonics-dwf-20251228-free.txt,6
7.4,psmsl_id,141,"Nagasaki (Matsugae), Nagasaki, Japan",32.735,129.8661,FUKABORI,32.6833,129.8167,Nachbarpegel -- Kennung pruefen,harmonics/ticon/harmonics_ticon4_worldwide.txt,7
7.4,psmsl_id,168,"Venezia, Italy",45.4188,12.4257,VENEZIA (PUNTA DELLA SALUTE),45.4333,12.3333,Position pruefen (Name passt),harmonics/ticon/harmonics_ticon4_worldwide.txt,6
7.4,psmsl_id,141,"Nagasaki (Matsugae), Nagasaki, Japan",32.735,129.8661,FUKABORI,32.6833,129.8167,Nachbarpegel -- Kennung pruefen,harmonics/utide/harmonics_utide_observations.txt,7
7.3,psmsl_id,969,"Fos-sur-Mer, France",43.404935,4.892935,PORT DE BOUC,43.4000,4.9833,Nachbarpegel -- Kennung pruefen,harmonics/ticon/harmonics_ticon4_worldwide.txt,4
7.2,chs_id,04980,"Port Nelson, Manitoba, Canada",57.0396,-92.5945,Port Nelson,57.0000,-92.5000,Position pruefen (Name passt),harmonics/classic/harmonics-2004-06-14_mod.txt,1
7.2,psmsl_id,2209,"Isabel Segunda, Vieques, Puerto Rico",18.1525,-65.4438,"ESPERANZA, VIEQUES",18.0933,-65.4717,Position pruefen (Name passt),harmonics/classic/harmonics-dwf-20251228-free.txt,6
7.2,psmsl_id,121,"Fukaura, Aomori, Japan",40.647217,139.926383,IWASAKI,40.5833,139.9167,Nachbarpegel -- Kennung pruefen,harmonics/ticon/harmonics_ticon4_worldwide.txt,4
7.2,psmsl_id,39,"Venezia, Italy",45.4188,12.4257,VENEZIA (S.STEFANO),45.4167,12.3333,Position pruefen (Name passt),harmonics/ticon/harmonics_ticon4_worldwide.txt,6
7.2,psmsl_id,1427,"Saldanha Bay, South Africa",-33.017,17.95,SALAMANDER,-33.0667,18.0000,Nachbarpegel -- Kennung pruefen,harmonics/utide/harmonics_utide_observations.txt,4
7.2,chs_id,04980,"Port Nelson, Manitoba, Canada",57.0396,-92.5945,Port Nelson,57.0000,-92.5000,Position pruefen (Name passt),harmonics/utide/harmonics_utide_tidetables.txt,1
7.1,psmsl_id,1524,"Cutler (Farris Wharf), Little River, Maine",44.6567,-67.21,CUTLER II,44.6417,-67.2967,Position pruefen (Name passt),harmonics/classic/harmonics-dwf-20251228-free.txt,6
7.1,uhslc_id,733,"Isabel Segunda, Vieques, Puerto Rico",18.1525,-65.4438,Esperanza,18.0933,-65.4700,Nachbarpegel -- Kennung pruefen,harmonics/classic/harmonics-dwf-20251228-free.txt,6
7.1,psmsl_id,121,"Fukaura, Aomori, Japan",40.6472,139.9264,IWASAKI,40.5833,139.9167,Nachbarpegel -- Kennung pruefen,harmonics/utide/harmonics_utide_observations.txt,4
7.0,chs_id,06290,"Kugluktuk (Coppermine), Nunavut, Canada",67.8251,-115.135,Kugluktuk,67.8794,-115.2179,Position pruefen (Name passt),harmonics/classic/harmonics-2004-06-14_mod.txt,1
7.0,psmsl_id,1422,"George Town, Grand Cayman, Cayman Islands",19.295,-81.383,NORTH SOUND,19.3000,-81.3167,Nachbarpegel -- Kennung pruefen,harmonics/utide/harmonics_utide_observations.txt,6
7.0,chs_id,06290,"Kugluktuk, Nunavut, Canada",67.8251,-115.135,Kugluktuk,67.8794,-115.2179,Position pruefen (Name passt),harmonics/utide/harmonics_utide_tidetables.txt,1
6.8,gloss_id,68,"Ambon, Maluku, Indonesia",-3.7,128.2,Ambon,-3.6390,128.2004,Position pruefen (Name passt),harmonics/ticon/harmonics_ticon4_worldwide.txt,5
6.8,uhslc_id,133,"Ambon, Maluku, Indonesia",-3.7,128.2,Ambon,-3.6390,128.2004,Position pruefen (Name passt),harmonics/ticon/harmonics_ticon4_worldwide.txt,5
6.8,uhslc_id,630,"Daliang, China",38.867,121.683,Dalian,38.9250,121.6583,Nachbarpegel -- Kennung pruefen,harmonics/ticon/harmonics_ticon4_worldwide.txt,6
6.8,gloss_id,68,"Ambon, Maluku, Indonesia",-3.7,128.2,Ambon,-3.6390,128.2004,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,5
6.8,uhslc_id,133,"Ambon, Maluku, Indonesia",-3.7,128.2,Ambon,-3.6390,128.2004,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,5
6.7,psmsl_id,1741,"Fanning, Kiribati",3.907,-159.387,FANNING-C,3.8500,-159.3667,Position pruefen (Name passt),harmonics/ticon/harmonics_ticon4_worldwide.txt,5
6.7,psmsl_id,1198,"Numbo Nouméa, New Caledonia",-22.241966,166.416218,NOUMEA II,-22.3000,166.4333,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,7
6.7,psmsl_id,852,"Numbo Nouméa, New Caledonia",-22.241966,166.416218,NOUMEA-CHALEIX,-22.3000,166.4333,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,7
6.7,ioc_code,subi,"Subic Bay, Philippines",14.765,120.252,Subic_Bay,14.8167,120.2833,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,5
6.7,ptwc_code,subi,"Subic Bay, Philippines",14.765,120.252,Subic_Bay,14.8167,120.2833,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,5
6.5,psmsl_id,1507,"Brouwershaven Brouwhvn, Netherlands",51.738429,3.903034,BROUWERSHAVENSE GAT,51.7508,3.8114,Nachbarpegel -- Kennung pruefen,harmonics/ticon/harmonics_ticon4_worldwide.txt,2
6.5,psmsl_id,74,"Göteborg Torshamnen, Sweden",57.6847,11.7906,GOTEBORG - KLIPPAN,57.6833,11.9000,Position pruefen (Name passt),harmonics/ticon/harmonics_ticon4_worldwide.txt,6
6.4,psmsl_id,919,"Port Isabel, Laguna Madre, Texas",26.0612,-97.2155,PADRE ISLAND,26.0683,-97.1517,Nachbarpegel -- Kennung pruefen,harmonics/classic/harmonics-dwf-20251228-free.txt,6
6.4,psmsl_id,2053,"Puerto exterior de Prioriño-Ferrol 1, Spain",43.46311,-8.32541,FERROL 2,43.4762,-8.2485,Position pruefen (Name passt),harmonics/classic/harmonics_puertos_spain.txt,4
6.4,psmsl_id,2053,"Puerto exterior de Prioriño-Ferrol 1, Spain",43.4631,-8.3254,FERROL 2,43.4762,-8.2485,Position pruefen (Name passt),harmonics/ticon/harmonics_ticon4_worldwide.txt,4
6.3,psmsl_id,1884,"Bay Waveland Yacht Club, Bay St. Louis, Mississippi",30.3263,-89.3258,"WAVELAND, GULF OF MEX., MS",30.2817,-89.3667,Position pruefen (Name passt),harmonics/classic/harmonics-dwf-20251228-free.txt,6
6.3,ioc_code,sab2,"Sabang (Pulau Weh), Indonesia",5.8879,95.3169,Sabang2,5.8333,95.3333,Nachbarpegel -- Kennung pruefen,harmonics/utide/harmonics_utide_observations.txt,8
6.3,ioc_code,saba,"Sabang (Pulau Weh), Indonesia",5.8879,95.3169,Sabang,5.8333,95.3333,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,8
6.3,ptwc_code,sab2,"Sabang (Pulau Weh), Indonesia",5.8879,95.3169,Sabang2,5.8333,95.3333,Nachbarpegel -- Kennung pruefen,harmonics/utide/harmonics_utide_observations.txt,8
6.3,ptwc_code,saba,"Sabang (Pulau Weh), Indonesia",5.8879,95.3169,Sabang,5.8333,95.3333,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,8
6.2,uhslc_id,590,"Papeete (Fare 'Ute), Tahiti, French Polynesia",-17.5332,-149.5727,Matavai,-17.5167,-149.5167,Nachbarpegel -- Kennung pruefen,harmonics/classic/harmonics-2004-06-14_mod.txt,9
6.2,ioc_code,lcla,"Lake Charles, Calcasieu River, Louisiana",30.2236,-93.2217,Lake Charles,30.2016,-93.2806,Position pruefen (Name passt),harmonics/classic/harmonics-dwf-20251228-free.txt,2
6.2,ptwc_code,lcla,"Lake Charles, Calcasieu River, Louisiana",30.2236,-93.2217,Lake Charles,30.2016,-93.2806,Position pruefen (Name passt),harmonics/classic/harmonics-dwf-20251228-free.txt,2
6.2,uhslc_id,590,"Papeete (Fare 'Ute), Tahiti, French Polynesia",-17.5332,-149.5727,Matavai,-17.5167,-149.5167,Nachbarpegel -- Kennung pruefen,harmonics/utide/harmonics_utide_observations.txt,9
6.2,uhslc_id,590,"Papeete (Fare 'Ute), Tahiti, French Polynesia",-17.5333,-149.5723,Matavai,-17.5167,-149.5167,Nachbarpegel -- Kennung pruefen,harmonics/utide/harmonics_utide_tidetables.txt,9
6.1,ssc_id,fann,"Fanning, Kiribati",3.907,-159.387,Fanning,3.8567,-159.3650,Position pruefen (Name passt),harmonics/ticon/harmonics_ticon4_worldwide.txt,5
6.1,uhslc_id,12,"Fanning, Kiribati",3.907,-159.387,Fanning,3.8567,-159.3650,Position pruefen (Name passt),harmonics/ticon/harmonics_ticon4_worldwide.txt,5
6.1,gloss_id,267,"Acapulco, Guerrero, Mexico",16.8406,-99.909,Acapulco,16.8417,-99.8517,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,9
6.1,ssc_id,acap,"Acapulco, Guerrero, Mexico",16.8406,-99.909,Acapulco,16.8417,-99.8517,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,9
6.1,uhslc_id,316,"Acapulco, Guerrero, Mexico",16.8406,-99.909,Acapulco,16.8417,-99.8517,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,9
5.9,psmsl_id,103,"Taranto, Italy",40.475603,17.223764,TARANTO,40.4333,17.2667,Position pruefen (Name passt),harmonics/ticon/harmonics_ticon4_worldwide.txt,4
5.9,psmsl_id,87,"Venezia, Italy",45.4188,12.4257,VENEZIA (ARSENALE),45.4167,12.3500,Position pruefen (Name passt),harmonics/ticon/harmonics_ticon4_worldwide.txt,6
5.9,psmsl_id,573,"Borkum (Fischerbalje), Germany",53.5574,6.7479,BORKUM (SUEDSTRAND),53.5789,6.6664,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,3
5.8,psmsl_id,476,"Dakar, Senegal",14.677,-17.42,DAKAR,14.6333,-17.4500,Position pruefen (Name passt),harmonics/ticon/harmonics_ticon4_worldwide.txt,11
5.8,psmsl_id,1173,"Fort Dension, New South Wales, Australia",-33.8547,151.2258,CAMP COVE II,-33.8333,151.2833,Nachbarpegel -- Kennung pruefen,harmonics/ticon/harmonics_ticon4_worldwide.txt,8
5.8,psmsl_id,549,"Fort Dension, New South Wales, Australia",-33.8547,151.2258,CAMP COVE,-33.8333,151.2833,Nachbarpegel -- Kennung pruefen,harmonics/ticon/harmonics_ticon4_worldwide.txt,8
5.8,psmsl_id,1173,"Fort Denison, New South Wales, Australia",-33.8547,151.2258,CAMP COVE II,-33.8333,151.2833,Nachbarpegel -- Kennung pruefen,harmonics/utide/harmonics_utide_observations.txt,8
5.8,psmsl_id,549,"Fort Denison, New South Wales, Australia",-33.8547,151.2258,CAMP COVE,-33.8333,151.2833,Nachbarpegel -- Kennung pruefen,harmonics/utide/harmonics_utide_observations.txt,8
5.8,ioc_code,pada,"Padang, Sumatra, Indonesia",-1.0019,100.3685,Padang,-0.9500,100.3667,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,10
5.8,ptwc_code,pada,"Padang, Sumatra, Indonesia",-1.0019,100.3685,Padang,-0.9500,100.3667,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,10
5.8,ioc_code,padn,"Padang, Sumatra, Indonesia",-1.0019,100.3685,Padang2,-0.9500,100.3667,Nachbarpegel -- Kennung pruefen,harmonics/utide/harmonics_utide_observations.txt,10
5.8,psmsl_id,1686,"Padang, Sumatra, Indonesia",-1.0019,100.3685,PADANG II (TELUK BAYUR),-0.9500,100.3667,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,10
5.8,ptwc_code,padn,"Padang, Sumatra, Indonesia",-1.0019,100.3685,Padang2,-0.9500,100.3667,Nachbarpegel -- Kennung pruefen,harmonics/utide/harmonics_utide_observations.txt,10
5.8,psmsl_id,283,"Jakarta, Java, Indonesia",-6.117,106.85,TANJUNG PRIOK,-6.1000,106.9000,Nachbarpegel -- Kennung pruefen,harmonics/utide/harmonics_utide_observations.txt,8
5.8,ioc_code,sumt,"Lyttelton, Canterbury, New Zealand",-43.6056,172.7219,Christchurch,-43.5696,172.7732,Nachbarpegel -- Kennung pruefen,harmonics/utide/harmonics_utide_observations.txt,6
5.8,ptwc_code,sumt,"Lyttelton, Canterbury, New Zealand",-43.6056,172.7219,Christchurch,-43.5696,172.7732,Nachbarpegel -- Kennung pruefen,harmonics/utide/harmonics_utide_observations.txt,6
5.8,psmsl_id,476,"Dakar, Senegal",14.677,-17.42,DAKAR,14.6333,-17.4500,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,11
5.7,psmsl_id,15,"Liverpool (Gladstone Dock), England, United Kingdom",53.4497,-3.018,LIVERPOOL GEORGES AND PRINCES PIERS,53.4000,-3.0000,Position pruefen (Name passt),harmonics/classic/harmonics-dwf-20100529-nonfree_mod.txt,5
5.7,psmsl_id,719,"Duke Marine Lab, Beaufort, North Carolina",34.7173,-76.6707,MOREHEAD CITY,34.7167,-76.7333,Nachbarpegel -- Kennung pruefen,harmonics/classic/harmonics-dwf-20251228-free.txt,5
5.7,psmsl_id,15,"Liverpool (Gladstone Dock), England, United Kingdom",53.4497,-3.018,LIVERPOOL GEORGES AND PRINCES PIERS,53.4000,-3.0000,Position pruefen (Name passt),harmonics/ticon/harmonics_ticon4_worldwide.txt,5
5.7,psmsl_id,15,"Liverpool, Gladstone Dock, England, United Kingdom",53.44969,-3.018,LIVERPOOL GEORGES AND PRINCES PIERS,53.4000,-3.0000,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,5
5.7,psmsl_id,15,"Liverpool (Gladstone Dock), England, United Kingdom",53.4497,-3.0181,LIVERPOOL GEORGES AND PRINCES PIERS,53.4000,-3.0000,Position pruefen (Name passt),harmonics/utide/harmonics_utide_tidetables.txt,5
5.5,psmsl_id,765,"Liverpool (Gladstone Dock), England, United Kingdom",53.4497,-3.018,BIRKENHEAD (ALFRED DOCK),53.4000,-3.0167,Position pruefen (Name passt),harmonics/classic/harmonics-dwf-20100529-nonfree_mod.txt,5
5.5,psmsl_id,1045,"Los Angeles (outer harbor), California",33.72,-118.272,LONG BEACH,33.7517,-118.2267,Nachbarpegel -- Kennung pruefen,harmonics/classic/harmonics-dwf-20251228-free.txt,7
5.5,psmsl_id,765,"Liverpool (Gladstone Dock), England, United Kingdom",53.4497,-3.018,BIRKENHEAD (ALFRED DOCK),53.4000,-3.0167,Position pruefen (Name passt),harmonics/ticon/harmonics_ticon4_worldwide.txt,5
5.5,ssc_id,sumt,"Sumner Head, New Zealand",-43.571,172.7714,Lyttelton,-43.6000,172.7167,Nachbarpegel -- Kennung pruefen,harmonics/ticon/harmonics_ticon4_worldwide.txt,6
5.5,uhslc_id,667,"Sumner Head, New Zealand",-43.571,172.7714,Lyttelton,-43.6000,172.7167,Nachbarpegel -- Kennung pruefen,harmonics/ticon/harmonics_ticon4_worldwide.txt,6
5.5,psmsl_id,247,"Sumner Head, New Zealand",-43.571,172.7714,PORT LYTTELTON,-43.6056,172.7219,Nachbarpegel -- Kennung pruefen,harmonics/ticon/harmonics_ticon4_worldwide.txt,6
5.5,psmsl_id,259,"Sumner Head, New Zealand",-43.571,172.7714,LYTTELTON II,-43.6056,172.7219,Nachbarpegel -- Kennung pruefen,harmonics/ticon/harmonics_ticon4_worldwide.txt,6
5.5,psmsl_id,1984,"Dallmann, Antártida Argentina, Argentina",-62.233,-58.683,KING SEJONG,-62.2167,-58.7833,Nachbarpegel -- Kennung pruefen,harmonics/utide/harmonics_utide_observations.txt,3
5.5,psmsl_id,274,"Padang, Sumatra, Indonesia",-1.0019,100.3685,PADANG I (TELUK BAYUR),-0.9667,100.3333,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,10
5.5,psmsl_id,765,"Liverpool, Gladstone Dock, England, United Kingdom",53.44969,-3.018,BIRKENHEAD (ALFRED DOCK),53.4000,-3.0167,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,5
5.5,psmsl_id,765,"Liverpool (Gladstone Dock), England, United Kingdom",53.4497,-3.0181,BIRKENHEAD (ALFRED DOCK),53.4000,-3.0167,Position pruefen (Name passt),harmonics/utide/harmonics_utide_tidetables.txt,5
5.4,psmsl_id,1504,"Llandudno, Wales, United Kingdom",53.331667,-3.825222,CONWY,53.2833,-3.8333,Nachbarpegel -- Kennung pruefen,harmonics/ticon/harmonics_ticon4_worldwide.txt,3
5.4,psmsl_id,106,"Civitavecchia, Italy",42.094002,11.7897,CIVITAVECCHIA,42.0500,11.8167,Position pruefen (Name passt),harmonics/ticon/harmonics_ticon4_worldwide.txt,4
5.4,psmsl_id,1983,"Puerto San José, Guatemala",13.917,-90.833,PUERTO QUETZAL,13.9167,-90.7833,Position pruefen (Name passt),harmonics/ticon/harmonics_ticon4_worldwide.txt,4
5.4,psmsl_id,1504,"Llandudno, England, United Kingdom",53.33167,-3.82522,CONWY,53.2833,-3.8333,Nachbarpegel -- Kennung pruefen,harmonics/utide/harmonics_utide_observations.txt,3
5.3,psmsl_id,157,"Buenos Aires (Muelle de Pescadores), Buenos Aires, Argentina",-34.561,-58.399,BUENOS AIRES,-34.6000,-58.3667,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,4
5.3,gloss_id,195,"Ilha Fiscal, Rio de Janeiro, Brazil",-22.8966,-43.166,Rio de Janeiro,-22.9333,-43.1333,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,6
5.3,ssc_id,rioj,"Ilha Fiscal, Rio de Janeiro, Brazil",-22.8966,-43.166,Rio de Janeiro,-22.9333,-43.1333,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,6
5.3,uhslc_id,709,"Ilha Fiscal, Rio de Janeiro, Brazil",-22.8966,-43.166,Rio de Janeiro,-22.9333,-43.1333,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,6
5.3,psmsl_id,579,"Ilha Fiscal, Rio de Janeiro, Brazil",-22.8966,-43.166,RIO DE JANEIRO,-22.9333,-43.1333,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,6
5.3,gloss_id,195,"Ilha Fiscal, Rio de Janeiro, Brazil",-22.8966,-43.166,Rio de Janeiro,-22.9333,-43.1333,Position pruefen (Name passt),harmonics/utide/harmonics_utide_tidetables.txt,6
5.3,ssc_id,rioj,"Ilha Fiscal, Rio de Janeiro, Brazil",-22.8966,-43.166,Rio de Janeiro,-22.9333,-43.1333,Position pruefen (Name passt),harmonics/utide/harmonics_utide_tidetables.txt,6
5.3,uhslc_id,709,"Ilha Fiscal, Rio de Janeiro, Brazil",-22.8966,-43.166,Rio de Janeiro,-22.9333,-43.1333,Position pruefen (Name passt),harmonics/utide/harmonics_utide_tidetables.txt,6
5.3,psmsl_id,579,"Ilha Fiscal, Rio de Janeiro, Brazil",-22.8966,-43.166,RIO DE JANEIRO,-22.9333,-43.1333,Position pruefen (Name passt),harmonics/utide/harmonics_utide_tidetables.txt,6
5.3,chs_id,00260,"Five Islands, Nova Scotia, Canada",45.389,-64.063,Five Islands,45.3794,-64.1299,Position pruefen (Name passt),harmonics/utide/harmonics_utide_tidetables.txt,1
5.2,ssc_id,sanq,"San Quintin (Campo La Chorera), Mexico",30.4364,-115.987,San Quintin,30.4833,-115.9833,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,3
5.2,uhslc_id,308,"San Quintin (Campo La Chorera), Mexico",30.4364,-115.987,San Quintin,30.4833,-115.9833,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,3
5.2,psmsl_id,1457,"San Quintin (Campo La Chorera), Mexico",30.4364,-115.987,BAHIA SAN QUINTIN,30.4833,-115.9833,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,3
5.1,psmsl_id,363,"Virginia Key, Bear Cut, Biscayne Bay, Florida",25.7314,-80.1618,MIAMI BEACH,25.7683,-80.1317,Nachbarpegel -- Kennung pruefen,harmonics/classic/harmonics-dwf-20251228-free.txt,4
5.1,psmsl_id,1597,"Pointe-au-Père, Québec, Canada",48.5192,-68.4732,RIMOUSKI,48.4833,-68.5167,Nachbarpegel -- Kennung pruefen,harmonics/ticon/harmonics_ticon4_worldwide.txt,2
5.1,ioc_code,ushu,"Ushuaia, Tierra del Fuego, Argentina",-54.8062,-68.2948,Ushuaia,-54.8170,-68.2170,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,7
5.1,ptwc_code,ushu,"Ushuaia, Tierra del Fuego, Argentina",-54.8062,-68.2948,Ushuaia,-54.8170,-68.2170,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,7
5.1,psmsl_id,1271,"Ushuaia, Tierra del Fuego, Argentina",-54.8062,-68.2948,USHUAIA II,-54.8167,-68.2167,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,7
5.1,psmsl_id,1850,"Ushuaia, Tierra del Fuego, Argentina",-54.8062,-68.2948,USHUAIA III,-54.8167,-68.2167,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,7
5.1,psmsl_id,874,"Ushuaia, Tierra del Fuego, Argentina",-54.8062,-68.2948,USHUAIA I,-54.8167,-68.2167,Position pruefen (Name passt),harmonics/utide/harmonics_utide_observations.txt,7
5.1,psmsl_id,1597,"Pointe-au-Père, Québec, Canada",48.519167,-68.473167,RIMOUSKI,48.4833,-68.5167,Nachbarpegel -- Kennung pruefen,harmonics/utide/harmonics_utide_tidetables.txt,3
