tafel,name,lat,lon,scheitel,neu_rms_cm,neu_dt_min,bestand,bestand_datei,bestand_rms_cm,bestand_dt_min,saetze
Mellon_Point.json,Mellon Point,52.6666667,-8.8333333,3676,4.1,9.0,"Mellon Point (River Shannon), Ireland",harmonics_utide_tidetables.txt,43.8,7.7,1
Cape_Cornwall.json,Cape Cornwall,50.1333333,-5.7,1774,4.0,6.9,"Cape Cornwall, England, United Kingdom",harmonics_utide_tidetables.txt,27.4,5.0,1
Darnett_Ness.json,Darnett Ness,51.4,0.6,3718,4.0,11.3,"Darnett Ness, England, United Kingdom",harmonics_utide_tidetables.txt,27.9,4.4,1
Granton.json,Granton,55.9833,-3.2167,3725,4.0,11.3,"Granton, Scotland, United Kingdom",harmonics_utide_tidetables.txt,20.2,5.1,1
Isle_Of_Whithorn.json,Isle Of Whithorn,54.7,-4.3666667,1769,4.0,5.9,"Isle Of Whithorn, Scotland, United Kingdom",harmonics_utide_tidetables.txt,30.5,5.1,2
Rochester_(Strood_Pier).json,Rochester (Strood Pier),51.4,0.5,3698,4.0,12.7,"Rochester (Strood Pier), England, United Kingdom",harmonics_utide_tidetables.txt,36.7,5.7,1
Glasgow.json,Glasgow,55.85,-4.2666667,3719,3.9,7.0,"Glasgow (Broomielaw), Scotland, United Kingdom",harmonics_utide_tidetables.txt,21.3,4.9,2
Heysham.json,Heysham,54.0333333,-2.9166667,1777,3.9,6.6,"Heysham, England, United Kingdom",harmonics-dwf-20100529-nonfree_mod.txt,10.3,2.8,2
Kings_Lynn.json,King's Lynn,52.75,0.4,3725,3.9,4.4,"King's Lynn, England, United Kingdom",harmonics_utide_tidetables.txt,21.4,11.3,1
Southport.json,Southport,53.65,-3.0166667,1863,3.9,8.5,"Southport, England, United Kingdom",harmonics_utide_tidetables.txt,22.0,3.1,1
West_Mersea.json,West Mersea,51.7833333,0.9,3721,3.9,11.7,"West Mersea, England, United Kingdom",harmonics_utide_tidetables.txt,23.3,5.2,1
Wisbech.json,Wisbech,52.6666667,0.15,1860,3.9,4.7,"Wisbech, England, United Kingdom",harmonics_utide_tidetables.txt,22.1,6.5,1
Bee_Ness.json,Bee Ness,51.4166667,0.65,3721,3.8,11.8,"Bee Ness, England, United Kingdom",harmonics_utide_tidetables.txt,27.3,4.4,1
Birkenhead_(Alfred_Dock).json,Birkenhead (Alfred Dock),53.3917,-3.0208,1762,3.8,5.7,"Birkenhead (Alfred Dock), England, United Kingdom",harmonics_utide_tidetables.txt,40.4,6.4,1
"Boston,_England.json","Boston, England",52.9666667,-0.0166667,1762,3.8,3.9,"Boston, England, England, United Kingdom",harmonics_utide_tidetables.txt,21.5,11.4,2
Fidra.json,Fidra,56.0666667,-2.7833333,1767,3.8,13.4,"Fidra (North Berwick), Scotland, United Kingdom",harmonics_utide_tidetables.txt,19.1,5.0,2
Fleetwood.json,Fleetwood,53.9333333,-3.0,1773,3.8,8.2,"Fleetwood, River Wyre, England, United Kingdom",harmonics_noaa_eutt.txt,39.2,16.1,2
Kirkcaldy.json,Kirkcaldy,56.15,-3.15,1763,3.8,13.5,,,,,0
Leith.json,Leith,55.9833333,-3.1833333,1779,3.8,13.5,"Leith, England, United Kingdom",harmonics_ticon4_worldwide.txt,9.3,6.4,3
Liverpool_(Gladstone_Dock).json,Liverpool (Gladstone Dock),53.45,-3.0166667,1777,3.8,5.8,"Liverpool (Gladstone Dock), England, United Kingdom",harmonics-dwf-20100529-nonfree_mod.txt,9.3,3.7,1
North_Fambridge.json,North Fambridge,51.6333333,0.6833333,3698,3.8,13.9,"North Fambridge, England, United Kingdom",harmonics_utide_tidetables.txt,31.7,5.8,1
Portnancon.json,Portnancon,58.5,-4.7,3726,3.8,6.8,"Portnancon, Scotland, United Kingdom",harmonics_utide_tidetables.txt,17.4,3.7,1
Alloa.json,Alloa,56.1,-3.8,2482,3.7,13.4,"Alloa, Scotland, United Kingdom",harmonics_utide_tidetables.txt,96.6,22.9,1
Anstruther_Easter.json,Anstruther Easter,56.2166667,-2.7,1767,3.7,12.4,"Anstruther Easter, Scotland, United Kingdom",harmonics_utide_tidetables.txt,19.1,4.8,2
Burntisland.json,Burntisland,56.05,-3.2333333,1767,3.7,14.2,"Burntisland, Scotland, United Kingdom",harmonics_utide_tidetables.txt,6.9,4.3,1
Connahs_Quay.json,Connah's Quay,53.2166667,-3.05,1863,3.7,8.5,"Connah's Quay, Wales, United Kingdom",harmonics_utide_tidetables.txt,36.3,4.4,1
Greenway_Quay.json,Greenway Quay,50.3833333,-3.5833333,3718,3.7,6.9,"Greenway Quay, England, United Kingdom",harmonics_utide_tidetables.txt,20.7,5.3,1
Grovehurst_Jetty.json,Grovehurst Jetty,51.3666667,0.7666667,3718,3.7,10.1,"Grovehurst Jetty, England, United Kingdom",harmonics_utide_tidetables.txt,27.0,5.3,1
Lopwell.json,Lopwell,50.4666667,-4.15,402,3.7,0.6,,,,,0
Ramsey.json,Ramsey,54.3166667,-4.3666667,1773,3.7,6.9,"Ramsey, Isle of Man",harmonics_noaa_eutt.txt,29.5,19.7,2
Skegness.json,Skegness,53.15,0.35,1762,3.7,6.9,"Skegness, England, United Kingdom",harmonics_utide_tidetables.txt,25.5,4.1,2
Hastings.json,Hastings,50.85,0.6,1773,3.6,7.8,,,,,0
Hilbre_Island.json,Hilbre Island,53.3833333,-3.2333333,1773,3.6,7.0,"Hilbre Island (Dee River), England, United Kingdom",harmonics_noaa_eutt.txt,37.0,15.5,2
Immingham.json,Immingham,53.6333333,-0.1833333,1774,3.6,6.6,"Immingham (Humberside), England, United Kingdom",harmonics-dwf-20100529-nonfree_mod.txt,10.6,3.6,3
Methil.json,Methil,56.1833333,-3.0,1765,3.6,10.4,"Methil, Scotland, United Kingdom",harmonics_utide_tidetables.txt,6.8,3.1,1
Osea_Island.json,Osea Island,51.7166667,0.7666667,1758,3.6,17.1,"Osea Island (Blackwater River), England, United Kingdom",harmonics_utide_tidetables.txt,26.1,5.1,2
Port_St._Mary.json,Port St. Mary,54.0666667,-4.7333333,3722,3.6,8.2,"Port Saint Mary, Isle of Man",harmonics_utide_tidetables.txt,26.3,3.9,1
Porthmadog.json,Porthmadog,52.9166667,-4.1333333,887,3.6,4.2,"Porthmadog, Wales, United Kingdom",harmonics_utide_tidetables.txt,16.6,5.9,1
Sunk_Dredged_Channel.json,Sunk Dredged Channel,53.6166667,-0.0333333,3722,3.6,5.5,"Sunk Dredged Channel, England, United Kingdom",harmonics_utide_tidetables.txt,28.4,3.8,1
Dunbar.json,Dunbar,56.006,-2.517,1762,3.5,10.3,"Dunbar, Scotland, United Kingdom",harmonics_noaa_eutt.txt,18.8,12.9,2
Folkestone.json,Folkestone,51.0833333,1.2,1762,3.5,9.8,"Folkestone, England, United Kingdom",harmonics_noaa_eutt.txt,27.9,14.6,2
Mostyn_Docks.json,Mostyn Docks,53.3166667,-3.2666667,1773,3.5,5.6,"Mostyn Docks, Wales, United Kingdom",harmonics_utide_tidetables.txt,12.4,6.3,1
Northney.json,Northney,50.8333333,-0.9666667,3673,3.5,7.5,"Northney, England, United Kingdom",harmonics_utide_tidetables.txt,28.0,8.8,1
Southend.json,Southend,51.5145,0.7238,1763,3.5,12.7,"Southend-on-Sea (Pier), England, United Kingdom",harmonics_utide_tidetables.txt,13.3,6.5,1
Wouldham.json,Wouldham,51.35,0.45,3725,3.5,17.1,"Wouldham, England, United Kingdom",harmonics_utide_tidetables.txt,31.7,7.6,1
Bull_Sand_Fort.json,Bull Sand Fort,53.5666667,0.0666667,1763,3.4,5.4,,,,,0
Cromane_Point.json,Cromane Point,52.1333333,-9.9,3730,3.4,7.3,"Cromane Point, Ireland",harmonics_utide_tidetables.txt,18.7,5.1,1
Douglas.json,Douglas,54.15,-4.467,1758,3.4,6.7,"Douglas, Isle of Man",harmonics_utide_tidetables.txt,29.4,5.0,2
Eastbourne.json,Eastbourne,50.7666667,0.3,1762,3.4,5.7,"Eastbourne, England, United Kingdom",harmonics_utide_tidetables.txt,32.6,6.6,2
Fanad_Head.json,Fanad Head,55.2833333,-7.6333333,3710,3.4,5.6,"Fanad Head, Ireland",harmonics_utide_tidetables.txt,21.6,4.9,1
Holliwell_Point.json,Holliwell Point,51.6333333,0.9333333,3716,3.4,10.2,"Holliwell Point, England, United Kingdom",harmonics_utide_tidetables.txt,24.7,5.2,1
Plockton.json,Plockton,57.35,-5.65,3721,3.4,5.9,"Plockton, Scotland, United Kingdom",harmonics_utide_tidetables.txt,20.3,4.4,1
Burnham-On-Crouch.json,Burnham-On-Crouch,51.6166667,0.8,1708,3.3,7.1,,,,,0
Cargreen.json,Cargreen,50.45,-4.2,3722,3.3,7.5,"Cargreen, England, United Kingdom",harmonics_utide_tidetables.txt,21.8,4.3,1
Clydebank_(Rothesay_Dock).json,Clydebank (Rothesay Dock),55.9,-4.4,3721,3.3,6.8,"Clydebank (Rothesay Dock), Scotland, United Kingdom",harmonics_utide_tidetables.txt,19.5,4.7,1
Eyemouth.json,Eyemouth,55.8666667,-2.0833333,1766,3.3,13.5,"Eyemouth, Scotland, United Kingdom",harmonics_utide_observations.txt,7.0,5.5,2
Fenit_Pier.json,Fenit Pier,52.2667,-9.8667,1781,3.3,10.3,"Fenit (Tralee), Ireland",harmonics_ticon4_worldwide.txt,16.5,15.0,2
Hullbridge.json,Hullbridge,51.6333333,0.6333333,1753,3.3,13.9,"Hullbridge, England, United Kingdom",harmonics_utide_tidetables.txt,30.2,5.7,1
Jupiter_Point.json,Jupiter Point,50.3833333,-4.2333333,3721,3.3,6.0,"Jupiter Point, England, United Kingdom",harmonics_utide_tidetables.txt,22.5,4.7,1
Newcastle_(N.Ireland).json,Newcastle (N.Ireland),54.2,-5.8833333,1774,3.3,8.5,"Newcastle, Northern Ireland, United Kingdom",harmonics_utide_tidetables.txt,21.9,5.0,2
Rona.json,Rona,59.1333333,-5.8166667,3638,3.3,4.9,"Rona, Scotland, United Kingdom",harmonics_utide_tidetables.txt,27.1,9.6,1
Turnchapel.json,Turnchapel,50.3666667,-4.1166667,3722,3.3,6.7,"Turnchapel, England, United Kingdom",harmonics_utide_tidetables.txt,21.8,4.4,1
Brightlingsea.json,Brightlingsea,51.8,1.0,1758,3.2,13.3,,,,,0
Cotehele_Quay.json,Cotehele Quay,50.4833333,-4.2166667,3711,3.2,8.2,"Cotehele Quay, England, United Kingdom",harmonics_utide_tidetables.txt,20.4,5.7,1
Deal.json,Deal,51.2167,1.4167,1773,3.2,9.0,"Deal, England, United Kingdom",harmonics_literature.txt,10.7,6.9,3
Inner_Dowsing_Light.json,Inner Dowsing Light,53.3166667,0.5833333,3721,3.2,5.0,"Inner Dowsing Light, England, United Kingdom",harmonics_utide_tidetables.txt,24.0,3.6,1
Kyle_Of_Lochalsh.json,Kyle Of Lochalsh,57.2833333,-5.7166667,1770,3.2,5.1,"Kyle Of Lochalsh, Scotland, United Kingdom",harmonics_utide_tidetables.txt,19.3,3.7,2
Lawyers_Creek.json,Lawyer's Creek,52.8833333,0.0833333,1860,3.2,3.9,"Lawyer's Creek, England, United Kingdom",harmonics_utide_tidetables.txt,19.2,10.5,1
Loch_A_Bhraige.json,Loch A' Bhraige,57.5833333,-5.9666667,3715,3.2,5.4,"Loch A' Bhraige (Rona), Scotland, United Kingdom",harmonics_utide_tidetables.txt,20.5,3.8,1
Loch_Snizort_(Uig_Bay).json,Loch Snizort (Uig Bay),57.5833333,-6.3666667,3725,3.2,5.8,"Loch Snizort (Uig Bay), Scotland, United Kingdom",harmonics_utide_tidetables.txt,17.9,5.0,1
Pwllheli.json,Pwllheli,52.8833333,-4.4,1774,3.2,7.7,"Pwllheli, Wales, United Kingdom",harmonics_utide_tidetables.txt,16.5,8.2,1
River_Yealm_Entrance.json,River Yealm Entrance,50.3166667,-4.0666667,3719,3.2,6.1,"River Yealm Entrance, England, United Kingdom",harmonics_utide_tidetables.txt,22.4,4.4,1
Saltash.json,Saltash,50.4,-4.2,3722,3.2,6.4,"Saltash, England, United Kingdom",harmonics_utide_tidetables.txt,22.1,4.5,1
Shieldaig.json,Shieldaig,57.5166667,-5.65,3725,3.2,5.5,"Shieldaig, Scotland, United Kingdom",harmonics_utide_tidetables.txt,20.4,3.8,1
Spurn_Head.json,Spurn Head,53.5833333,0.1166667,3722,3.2,4.7,"Spurn Head, England, United Kingdom",harmonics_utide_tidetables.txt,26.9,3.6,1
Whitstable_Approaches.json,Whitstable Approaches,51.3666667,1.0333333,3721,3.2,11.8,"Whitstable Approaches, England, United Kingdom",harmonics_utide_tidetables.txt,25.0,4.8,1
Broadford_Bay.json,Broadford Bay,57.25,-5.9,3725,3.1,5.4,"Broadford Bay (Skye), Scotland, United Kingdom",harmonics_utide_tidetables.txt,19.2,3.8,1
Criccieth.json,Criccieth,52.9166667,-4.2333333,3714,3.1,6.6,"Criccieth, Wales, United Kingdom",harmonics_utide_tidetables.txt,17.9,9.0,1
East_Loch_Tarbert.json,East Loch Tarbert,55.8666667,-5.4,1747,3.1,5.4,"East Loch Tarbert, Scotland, United Kingdom",harmonics_utide_observations.txt,22.8,5.0,2
Grimsby.json,Grimsby,53.5833333,-0.0666667,1763,3.1,5.2,"Grimsby, England, United Kingdom",harmonics_utide_tidetables.txt,27.1,3.5,2
Inverie_Bay.json,Inverie Bay,57.0333333,-5.6833333,1770,3.1,6.8,"Inverie Bay, Scotland, United Kingdom",harmonics_utide_tidetables.txt,19.1,5.4,2
Itchenor.json,Itchenor,50.8,-0.8666667,3711,3.1,7.9,"Itchenor, England, United Kingdom",harmonics_utide_tidetables.txt,20.6,7.8,1
Limerick_Dock.json,Limerick Dock,52.6666667,-8.6333333,3726,3.1,9.0,"Limerick Dock, Ireland",harmonics_utide_tidetables.txt,29.1,4.8,1
Loch_Moidart.json,Loch Moidart,56.7833333,-5.8833333,3720,3.1,8.1,"Loch Moidart, Scotland, United Kingdom",harmonics_utide_tidetables.txt,20.5,6.4,1
Mallaig.json,Mallaig,57.0,-5.8333333,3725,3.1,5.6,"Mallaig, Scotland, United Kingdom",harmonics_utide_tidetables.txt,18.0,5.3,1
Sovereign_Harbour.json,Sovereign Harbour,50.783333,0.316666,1781,3.1,5.4,"Sovereign Harbour, England, United Kingdom",harmonics_utide_tidetables.txt,32.7,6.3,1
Start_Point.json,Start Point,50.2166667,-3.65,3721,3.1,7.4,"Start Point, England, United Kingdom",harmonics_utide_tidetables.txt,21.3,5.1,1
Stoke_Gabriel_(Duncannon).json,Stoke Gabriel (Duncannon),50.4,-3.6333333,3697,3.1,6.7,"Stoke Gabriel (Duncannon), England, United Kingdom",harmonics_utide_tidetables.txt,24.8,5.6,1
Sule_Skerry.json,Sule Skerry,59.0833333,-4.4,3726,3.1,6.4,"Sule Skerry, Scotland, United Kingdom",harmonics_utide_tidetables.txt,13.7,3.4,1
Torquay.json,Torquay,50.4666667,-3.5333333,3721,3.1,5.9,"Torquay, England, United Kingdom",harmonics_utide_tidetables.txt,19.4,6.0,2
Troon.json,Troon,55.55,-4.6833333,3676,3.1,5.6,"Troon, Scotland, United Kingdom",harmonics_utide_tidetables.txt,22.0,7.4,1
Aberporth.json,Aberporth,52.1333333,-4.55,3726,3.0,6.4,"Aberporth, Wales, United Kingdom",harmonics_utide_tidetables.txt,15.9,5.7,1
Bovisand_Pier.json,Bovisand Pier,50.3333333,-4.1333333,3722,3.0,6.4,"Bovisand Pier, England, United Kingdom",harmonics_utide_tidetables.txt,21.1,4.4,1
Brighton_Marina.json,Brighton Marina,50.8167,-0.1,1773,3.0,5.9,"Brighton, England, United Kingdom",harmonics_utide_observations.txt,10.2,3.9,3
Burnham_(Overy_Staithe).json,Burnham (Overy Staithe),52.9666667,0.75,1862,3.0,4.5,"Burnham (Overy Staithe), England, United Kingdom",harmonics_utide_tidetables.txt,39.6,10.2,1
Dartmouth.json,Dartmouth,50.35,-3.5833333,1762,3.0,6.5,"Dartmouth, England, United Kingdom",harmonics_utide_tidetables.txt,20.9,5.9,2
Dornie_Bridge.json,Dornie Bridge,57.2833333,-5.5166667,3725,3.0,4.6,"Dornie (Loch Long Bridge), Scotland, United Kingdom",harmonics_utide_tidetables.txt,17.6,7.2,1
Fishguard.json,Fishguard,52.0166667,-4.9833333,1778,3.0,6.3,"Fishguard, Wales, United Kingdom",harmonics-dwf-20100529-nonfree_mod.txt,6.0,1.7,1
Irvine.json,Irvine,55.6,-4.7,3691,3.0,6.2,"Irvine, Scotland, United Kingdom",harmonics_utide_tidetables.txt,19.2,6.7,1
Loch_Dunvegan.json,Loch Dunvegan,57.45,-6.6333333,1770,3.0,6.3,"Loch Dunvegan, Scotland, United Kingdom",harmonics_utide_tidetables.txt,18.8,5.3,1
Looe.json,Looe,50.35,-4.45,1762,3.0,6.4,"Looe, England, United Kingdom",harmonics_utide_tidetables.txt,23.0,4.3,2
Lyme_Regis.json,Lyme Regis,50.7166667,-2.9333333,3721,3.0,8.2,"Lyme Regis, England, United Kingdom",harmonics_utide_tidetables.txt,16.8,7.9,2
New_Ross.json,New Ross,52.4,-6.95,3729,3.0,10.2,"New Ross, Ireland",harmonics_utide_tidetables.txt,17.0,6.6,1
Poole_Harbour.json,Poole Harbour,50.7166667,-1.9833333,3721,3.0,8.6,"Poole Harbour, England, United Kingdom",harmonics_utide_tidetables.txt,30.8,118.1,1
Shivering_Sand.json,Shivering Sand,51.5,1.0833333,1762,3.0,9.6,"Shivering Sand, England, United Kingdom",harmonics_utide_tidetables.txt,11.7,5.0,1
St._Germans.json,St. Germans,50.3833333,-4.3,3722,3.0,7.9,"St. Germans, England, United Kingdom",harmonics_utide_tidetables.txt,19.7,4.6,1
Waterford.json,Waterford,52.2666667,-7.1,3729,3.0,6.4,"Waterford, Ireland",harmonics_utide_tidetables.txt,19.3,4.1,1
Worthing.json,Worthing,50.8,-0.3666667,3722,3.0,5.2,"Worthing, England, United Kingdom",harmonics_utide_tidetables.txt,26.2,4.1,1
Aberdovey.json,Aberdovey,52.55,-4.05,3726,2.9,9.6,"Aberdovey, Wales, United Kingdom",harmonics_utide_tidetables.txt,15.7,6.6,2
Aberystwyth.json,Aberystwyth,52.4,-4.0833333,1779,2.9,7.0,"Aberystwyth, Wales, United Kingdom",harmonics-1997-05-25_mod.txt,11.2,5.6,2
Arbroath.json,Arbroath,56.55,-2.5833333,1767,2.9,7.6,"Arbroath, Scotland, United Kingdom",harmonics_utide_observations.txt,7.6,7.3,2
Ardrossan.json,Ardrossan,55.6333333,-4.8166667,1760,2.9,5.3,"Ardrossan, Scotland, United Kingdom",harmonics_utide_tidetables.txt,17.2,6.0,2
Bay_Of_Laig.json,Bay Of Laig,56.9166667,-6.1666667,3720,2.9,8.6,"Bay Of Laig (Eigg), Scotland, United Kingdom",harmonics_utide_tidetables.txt,20.5,5.7,1
Blakeney.json,Blakeney,52.95,1.0166667,1862,2.9,5.0,"Blakeney, England, United Kingdom",harmonics_utide_tidetables.txt,30.1,6.5,1
Carradale.json,Carradale,55.6,-5.4666667,3700,2.9,5.5,"Carradale (Kintyre), Scotland, United Kingdom",harmonics_utide_tidetables.txt,16.4,5.6,1
Clacton-On-Sea.json,Clacton-On-Sea,51.7833333,1.1666667,3722,2.9,9.1,"Clacton-On-Sea, England, United Kingdom",harmonics_utide_tidetables.txt,20.3,4.6,1
Dunkerron_Harbour.json,Dunkerron Harbour,51.8666667,-9.65,1777,2.9,10.3,"Dunkerron (Kenmare), Ireland",harmonics_utide_tidetables.txt,16.1,5.7,1
Fowey.json,Fowey,50.3333333,-4.6333333,1763,2.9,6.8,"Fowey, England, United Kingdom",harmonics_utide_tidetables.txt,22.5,4.2,2
Glengarrisdale_Bay.json,Glengarrisdale Bay,56.1166667,-5.7833333,3712,2.9,6.8,"Glengarrisdale Bay (Jura), Scotland, United Kingdom",harmonics_utide_tidetables.txt,17.6,5.9,1
Helford_River_(Entrance).json,Helford River (Entrance),50.0833333,-5.0833333,3719,2.9,7.0,"Helford River (Entrance), England, United Kingdom",harmonics_utide_tidetables.txt,22.6,4.7,1
Inverness.json,Inverness,57.5,-4.2333333,1774,2.9,14.0,"Inverness, Scotland, United Kingdom",harmonics-1997-05-25_mod.txt,18.0,13.8,2
Loch_Carnan.json,Loch Carnan,57.3666667,-7.2666667,3721,2.9,5.8,"Loch Carnan (South Uist), Scotland, United Kingdom",harmonics_utide_tidetables.txt,16.9,4.2,1
Loch_Harport.json,Loch Harport,57.3333333,-6.4166667,3725,2.9,7.0,"Loch Harport (Portnalong), Scotland, United Kingdom",harmonics_utide_tidetables.txt,18.0,5.8,1
Loch_Skiport.json,Loch Skiport,57.3333333,-7.2666667,3718,2.9,5.8,"Loch Skiport (South Uist), Scotland, United Kingdom",harmonics_utide_tidetables.txt,18.6,4.6,1
Mevagissey.json,Mevagissey,50.2666667,-4.7833333,3722,2.9,6.5,"Mevagissey, England, United Kingdom",harmonics_utide_tidetables.txt,22.2,4.4,1
River_Tay_Bar.json,River Tay Bar,56.4666667,-2.6333333,3722,2.9,8.1,"Tay River Bar, Scotland, United Kingdom",harmonics_noaa_eutt.txt,18.3,14.5,2
Rubha_A_Bhodaich.json,Rubha A' Bhodaich,55.9166667,-5.15,3715,2.9,5.6,"Rubha A' Bhodaich (Bute), Scotland, United Kingdom",harmonics_utide_tidetables.txt,14.2,5.1,1
Whitaker_Beacon.json,Whitaker Beacon,51.6666667,1.1,3720,2.9,9.2,"Whitaker Beacon, England, United Kingdom",harmonics_utide_tidetables.txt,21.8,4.7,1
Woodbridge.json,Woodbridge,52.0833333,1.3166667,3725,2.9,10.7,"Woodbridge, England, United Kingdom",harmonics_utide_tidetables.txt,18.9,7.2,1
Applecross.json,Applecross,57.4333333,-5.8166667,3725,2.8,5.3,"Applecross, Scotland, United Kingdom",harmonics_utide_tidetables.txt,18.0,3.7,1
Beaumaris.json,Beaumaris,53.2666667,-4.0833333,3724,2.8,4.9,"Beaumaris, Wales, United Kingdom",harmonics_utide_tidetables.txt,31.9,5.4,1
Brodick_Bay.json,Brodick Bay,55.5833333,-5.1333333,3712,2.8,5.9,"Brodick (Arran), Scotland, United Kingdom",harmonics_utide_tidetables.txt,16.0,5.9,1
Chesil_Cove.json,Chesil Cove,50.5667,-2.4667,3721,2.8,6.3,"Chesil Cove, England, United Kingdom",harmonics_utide_tidetables.txt,15.6,7.9,1
Chichester_Harbour_(Entrance).json,Chichester Harbour (Entrance),50.7833333,-0.9333333,3722,2.8,7.6,"Chichester Harbour (Entrance), England, United Kingdom",harmonics_utide_tidetables.txt,19.2,7.5,1
Conwy.json,Conwy,53.2833333,-3.8333333,3726,2.8,5.1,"Conwy, Wales, United Kingdom",harmonics_utide_tidetables.txt,32.7,7.5,1
Coverack.json,Coverack,50.0166667,-5.1,3722,2.8,6.9,"Coverack, England, United Kingdom",harmonics_utide_tidetables.txt,22.5,4.4,1
Dundee.json,Dundee,56.45,-2.9666667,1774,2.8,8.2,,,,,0
E._Loch_Tarbert.json,E. Loch Tarbert,57.9,-6.8,1770,2.8,5.4,"Tarbert (Harris), Scotland, United Kingdom",harmonics_utide_tidetables.txt,17.7,3.9,2
Falmouth.json,Falmouth,50.15,-5.05,1774,2.8,7.4,"Falmouth, England, United Kingdom",harmonics-1997-05-25_mod.txt,17.1,8.8,2
Greenore.json,Greenore,54.0333333,-6.1333333,3701,2.8,6.2,"Greenore (Carlingford Lough), Ireland",harmonics_utide_tidetables.txt,25.2,6.3,1
Herne_Bay.json,Herne Bay,51.3833,1.1167,1774,2.8,9.9,"Herne Bay, England, United Kingdom",harmonics_utide_observations.txt,11.5,6.8,3
Ipswich.json,Ipswich,52.05,1.1666667,1756,2.8,8.0,"Ipswich, England, United Kingdom",harmonics_utide_tidetables.txt,7.5,5.5,1
Langstone_Harbour.json,Langstone Harbour,50.8,-1.0166667,3722,2.8,5.8,"Langstone Harbour, England, United Kingdom",harmonics_utide_tidetables.txt,19.5,8.5,1
Loch_Laxford.json,Loch Laxford,58.4,-5.0833333,3725,2.8,5.0,"Loch Laxford, Scotland, United Kingdom",harmonics_utide_tidetables.txt,16.9,3.3,1
Loch_Ranza.json,Loch Ranza,55.7166667,-5.3,3691,2.8,5.9,"Loch Ranza (Arran), Scotland, United Kingdom",harmonics_utide_tidetables.txt,18.8,6.7,1
Loch_Scresort.json,Loch Scresort,57.0166667,-6.2666667,3725,2.8,6.7,"Loch Scresort (Rùm), Scotland, United Kingdom",harmonics_utide_tidetables.txt,17.6,5.1,1
Meikle_Ferry.json,Meikle Ferry,57.85,-4.1333333,3725,2.8,5.9,"Meikle Ferry, Scotland, United Kingdom",harmonics_utide_tidetables.txt,17.2,3.9,1
Nato_Jetty.json,Nato Jetty,57.8333333,-5.5833333,3725,2.8,5.5,"Aultbea (Nato Jetty), Scotland, United Kingdom",harmonics_utide_tidetables.txt,18.0,3.6,1
Par.json,Par,50.35,-4.7,3720,2.8,6.1,"Par, England, United Kingdom",harmonics_utide_tidetables.txt,21.5,4.3,1
Peel.json,Peel,54.2333333,-4.7,1762,2.8,7.1,"Peel, Isle of Man",harmonics_noaa_eutt.txt,21.9,22.9,2
Poole_(Entrance).json,Poole (Entrance),50.6833333,-1.95,3721,2.8,10.9,"Poole (Entrance), England, United Kingdom",harmonics_utide_tidetables.txt,8.3,12.9,1
Portree.json,Portree,57.4,-6.1833333,1770,2.8,5.3,"Portree (Skye), Scotland, United Kingdom",harmonics_utide_tidetables.txt,19.0,3.6,2
Ramsgate.json,Ramsgate,51.3333333,1.4166667,1760,2.8,6.4,"Ramsgate, England, United Kingdom",harmonics_noaa_eutt.txt,23.1,15.3,2
Tanera_Mor.json,Tanera Mor,58.0166667,-5.4,3725,2.8,5.8,"Tanera Mòr, Scotland, United Kingdom",harmonics_utide_tidetables.txt,18.3,3.6,1
Topsham.json,Topsham,50.6833333,-3.4666667,1860,2.8,4.3,"Topsham, England, United Kingdom",harmonics_utide_tidetables.txt,6.2,17.5,1
Wells.json,Wells,52.9666667,0.85,2804,2.8,3.0,"Wells, England, United Kingdom",harmonics_utide_tidetables.txt,50.6,26.7,1
Ayr.json,Ayr,55.4666667,-4.65,1760,2.7,5.6,"Ayr, Scotland, United Kingdom",harmonics_utide_tidetables.txt,15.9,6.1,2
Ballinskelligs_Bay_Castle.json,Ballinskelligs Bay Castle,51.8166667,-10.2666667,3730,2.7,8.9,"Ballinskelligs Bay Castle, Ireland",harmonics_utide_tidetables.txt,14.9,5.3,1
Bays_Loch.json,Bays Loch,57.7166667,-7.1666667,1770,2.7,5.8,"Bays Loch (Berneray), Scotland, United Kingdom",harmonics_utide_observations.txt,10.3,5.3,2
Bowling.json,Bowling,55.9333333,-4.4833333,1757,2.7,5.3,"Bowling, Clyde River, Scotland, United Kingdom",harmonics_noaa_eutt.txt,21.8,26.7,2
Bridlington.json,Bridlington,54.0833333,-0.1833333,3722,2.7,6.3,"Bridlington, England, United Kingdom",harmonics_utide_tidetables.txt,23.2,4.3,1
Carnsore_Point.json,Carnsore Point,52.1666667,-6.3666667,1865,2.7,5.3,"Carnsore Point, Ireland",harmonics_utide_tidetables.txt,13.2,5.9,1
Exmouth_Dock.json,Exmouth Dock,50.6167,-3.4167,1774,2.7,9.1,"Exmouth, England, United Kingdom",harmonics_utide_observations.txt,7.8,4.3,2
Galmisdale_Pier.json,Galmisdale Pier,56.8833333,-6.1333333,3725,2.7,8.2,"Galmisdale Pier (Eigg), Scotland, United Kingdom",harmonics_utide_tidetables.txt,17.5,5.4,1
Girvan.json,Girvan,55.25,-4.8666667,1758,2.7,5.8,"Girvan, Scotland, United Kingdom",harmonics_utide_tidetables.txt,18.0,5.8,2
Kilrush.json,Kilrush,52.6333,-9.5,1781,2.7,6.7,"Kilrush Lough, Ireland",harmonics_utide_observations.txt,18.0,12.6,2
