tafel,name,lat,lon,scheitel,neu_rms_cm,neu_dt_min,bestand,bestand_datei,bestand_rms_cm,bestand_dt_min,saetze
Lamlash.json,Lamlash,55.5333333,-5.1166667,1863,2.7,7.9,"Lamlash (Arran), Scotland, United Kingdom",harmonics_utide_tidetables.txt,11.2,5.6,1
Littlehampton.json,Littlehampton,50.8,-0.55,1761,2.7,5.1,"Littlehampton, England, United Kingdom",harmonics_literature.txt,13.7,4.4,1
Loch_Creran_Head.json,Loch Creran Head,56.55,-5.2666667,3714,2.7,6.6,"Loch Creran Head, Scotland, United Kingdom",harmonics_utide_tidetables.txt,16.0,8.6,1
Loch_Inver.json,Loch Inver,58.15,-5.3,1770,2.7,5.7,,,,,0
Loch_Maddy.json,Loch Maddy,57.6,-7.15,3725,2.7,5.7,"Loch Maddy (North Uist), Scotland, United Kingdom",harmonics_utide_tidetables.txt,17.5,4.0,1
Loch_Nedd.json,Loch Nedd,58.2333333,-5.1666667,3725,2.7,5.5,"Loch Nedd, Scotland, United Kingdom",harmonics_utide_tidetables.txt,17.2,3.6,1
Lossiemouth.json,Lossiemouth,57.7166667,-3.3,1766,2.7,5.7,"Lossiemouth, Scotland, United Kingdom",harmonics_utide_tidetables.txt,15.8,3.8,2
Mellon_Charles.json,Mellon Charles,57.85,-5.6333333,3725,2.7,5.4,"Mellon Charles (Loch Ewe), Scotland, United Kingdom",harmonics_utide_tidetables.txt,17.5,3.7,1
Moelfre.json,Moelfre,53.3333333,-4.2333333,1773,2.7,5.6,,,,,0
Mullaghmore.json,Mullaghmore,54.4666667,-8.45,3664,2.7,6.9,"Mullaghmore, Ireland",harmonics_utide_tidetables.txt,30.1,8.4,1
Pagham.json,Pagham,50.7666667,-0.7166667,3722,2.7,5.5,"Pagham, England, United Kingdom",harmonics_utide_tidetables.txt,23.8,4.4,1
Porthleven.json,Porthleven,50.0833333,-5.3166667,3722,2.7,6.2,"Porthleven, England, United Kingdom",harmonics_utide_tidetables.txt,22.7,4.5,1
Rye_(Approaches).json,Rye (Approaches),50.9166667,0.7833333,1861,2.7,6.9,"Rye (Approaches), England, United Kingdom",harmonics_utide_tidetables.txt,39.7,22.4,1
Rye_(Harbour).json,Rye (Harbour),50.9333333,0.7666667,1861,2.7,6.9,"Rye (Harbour), England, United Kingdom",harmonics_utide_tidetables.txt,40.7,22.4,1
Salcombe.json,Salcombe,50.2166667,-3.7833333,1762,2.7,7.3,"Salcombe, Salcombe River, England, United Kingdom",harmonics_noaa_eutt.txt,26.3,22.2,1
Tarbert_Island.json,Tarbert Island,52.5833333,-9.35,1781,2.7,6.9,"Tarbert Island (River Shannon), Ireland",harmonics-1997-05-25_mod.txt,11.1,6.9,2
Tighnabruaich.json,Tighnabruaich,55.9166667,-5.2166667,3726,2.7,6.0,"Tighnabruaich, Scotland, United Kingdom",harmonics_utide_tidetables.txt,13.3,7.5,1
Trwyn_Dinmor.json,Trwyn Dinmor,53.3166667,-4.05,3726,2.7,5.0,"Trwyn Du (Menai Strait), Wales, United Kingdom",harmonics_noaa_eutt.txt,29.8,26.8,2
Whitsand_Bay.json,Whitsand Bay,50.3333333,-4.25,3722,2.7,7.1,"Whitsand Bay, England, United Kingdom",harmonics_utide_tidetables.txt,21.4,4.4,1
Winterton-On-Sea.json,Winterton-On-Sea,52.7166667,1.7,3725,2.7,8.6,"Winterton-On-Sea, England, United Kingdom",harmonics_utide_tidetables.txt,11.4,6.3,1
Aberdaron.json,Aberdaron,52.8,-4.7166667,3724,2.6,6.8,"Aberdaron, Wales, United Kingdom",harmonics_utide_tidetables.txt,15.6,7.2,1
Bardsey_Island.json,Bardsey Island,52.7666667,-4.7833333,1775,2.6,7.4,"Bardsey Island, Wales, United Kingdom",harmonics_utide_tidetables.txt,15.1,6.1,2
Bognor_Regis.json,Bognor Regis,50.7833333,-0.6666667,3722,2.6,5.4,"Bognor Regis, England, United Kingdom",harmonics_utide_tidetables.txt,24.5,4.1,1
Broadstairs.json,Broadstairs,51.3666667,1.45,3721,2.6,7.2,"Broadstairs, England, United Kingdom",harmonics_utide_tidetables.txt,20.4,6.3,1
Buckie.json,Buckie,57.6833333,-2.95,1766,2.6,6.2,"Buckie, Scotland, United Kingdom",harmonics_utide_observations.txt,5.9,5.2,2
Bunessan.json,Bunessan,56.3166667,-6.2333333,3723,2.6,5.1,"Bunessan (Mull), Scotland, United Kingdom",harmonics_utide_tidetables.txt,17.2,5.0,1
Burghead.json,Burghead,57.7,-3.5,3720,2.6,4.9,"Burghead, Scotland, United Kingdom",harmonics_utide_tidetables.txt,15.4,3.5,1
Carrigaholt.json,Carrigaholt,52.6,-9.7,3730,2.6,6.8,"Carrigaholt, Ireland",harmonics_utide_tidetables.txt,19.9,4.4,1
Carsaig_Bay_(Mull).json,Carsaig Bay (Mull),56.3166667,-5.9666667,3723,2.6,7.1,"Carsaig Bay (Mull), Scotland, United Kingdom",harmonics_utide_tidetables.txt,16.8,5.3,1
Castle_Bay.json,Castle Bay,56.95,-7.4833333,3725,2.6,5.7,"Castle Bay (Barra), Scotland, United Kingdom",harmonics_utide_tidetables.txt,16.5,4.4,1
Cemaes_Bay.json,Cemaes Bay,53.4166667,-4.45,3726,2.6,5.4,"Cemaes Bay, Wales, United Kingdom",harmonics_utide_tidetables.txt,26.9,4.7,1
Cheekpoint.json,Cheekpoint,52.2666667,-7.0,3730,2.6,6.2,"Cheekpoint, Ireland",harmonics_utide_tidetables.txt,19.3,3.7,1
Inishgort.json,Inishgort,53.8333333,-9.6666667,3729,2.6,5.7,"Inishgort, Ireland",harmonics_utide_tidetables.txt,17.3,4.2,1
Kilkieran_Cove.json,Kilkieran Cove,53.3166667,-9.7333333,3707,2.6,6.0,"Kilkieran Cove, Ireland",harmonics_utide_tidetables.txt,27.3,6.0,1
Leverburgh.json,Leverburgh,57.7666667,-7.0333333,1770,2.6,6.0,"Leverburgh, Scotland, United Kingdom",harmonics_noaa_eutt.txt,15.9,14.0,2
Loch_Hourn.json,Loch Hourn,57.1,-5.5666667,3725,2.6,6.8,"Loch Hourn, Scotland, United Kingdom",harmonics_utide_tidetables.txt,18.2,5.3,1
Loch_Shell.json,Loch Shell,58.0,-6.4166667,1770,2.6,5.6,,,,,0
Lochgoilhead.json,Lochgoilhead,56.1666667,-4.9,3412,2.6,6.6,"Lochgoilhead, Scotland, United Kingdom",harmonics_utide_tidetables.txt,42.5,13.7,1
Montrose.json,Montrose,56.7,-2.45,1767,2.6,6.8,,,,,0
Nab_Tower.json,Nab Tower,50.6666667,-0.95,3720,2.6,6.4,"Nab Tower, England, United Kingdom",harmonics_utide_tidetables.txt,18.9,7.8,1
Newburgh.json,Newburgh,56.35,-3.2333333,3674,2.6,11.0,"Newburgh (Tay River), Scotland, United Kingdom",harmonics_utide_tidetables.txt,30.7,9.6,1
Portavogie.json,Portavogie,54.45,-5.4333333,3726,2.6,6.7,"Portavogie, Northern Ireland, United Kingdom",harmonics_utide_tidetables.txt,20.1,4.5,1
Salen.json,Salen,56.7166667,-5.7833333,3725,2.6,4.4,"Salen, Scotland, United Kingdom",harmonics_utide_tidetables.txt,17.4,4.7,1
Shoreham.json,Shoreham,50.8333333,-0.25,1773,2.6,4.6,"Shoreham (River Adur), England, United Kingdom",harmonics-1997-05-25_mod.txt,15.6,5.9,3
Stornoway.json,Stornoway,58.2,-6.3833333,1770,2.6,5.6,"Stornoway (Isle of Lewis), Scotland, United Kingdom",harmonics_utide_observations.txt,6.4,1.5,3
West_Cove.json,West Cove,51.7666667,-10.05,3730,2.6,8.6,"West Cove, Ireland",harmonics_utide_tidetables.txt,14.6,5.2,1
Ballycrovane_Harbour.json,Ballycrovane Harbour,51.7166667,-9.95,3730,2.5,8.9,"Ballycrovane Pier, Ireland",harmonics_utide_tidetables.txt,14.5,5.2,1
Barra_(North_Bay).json,Barra (North Bay),57.0,-7.4,1770,2.5,5.8,"Barra (North Bay), Scotland, United Kingdom",harmonics_utide_tidetables.txt,16.2,4.2,2
Black_Ball_Harbour.json,Black Ball Harbour,51.6,-10.0333333,3730,2.5,9.3,"Black Ball Harbour, Ireland",harmonics_utide_tidetables.txt,13.6,5.2,1
Blyth.json,Blyth,55.1166667,-1.4833333,1766,2.5,7.6,"Blyth, England, United Kingdom",harmonics_utide_tidetables.txt,7.5,2.9,1
Bradwell_Waterside.json,Bradwell Waterside,51.75,0.9,1762,2.5,6.5,,,,,0
Bramble_Creek.json,Bramble Creek,51.8833333,1.2333333,3722,2.5,8.5,"Bramble Creek, England, United Kingdom",harmonics_utide_tidetables.txt,19.6,4.2,1
Bridport_(West_Bay).json,Bridport (West Bay),50.7167,-2.7667,1774,2.5,8.4,"West Bay (Bridport), England, United Kingdom",harmonics_literature.txt,10.3,6.3,2
Corpach.json,Corpach,56.85,-5.1166667,1769,2.5,6.8,"Corpach, Scotland, United Kingdom",harmonics_utide_observations.txt,10.0,8.9,2
Craignure.json,Craignure,56.4666667,-5.7,3724,2.5,6.0,"Craignure (Mull), Scotland, United Kingdom",harmonics_utide_tidetables.txt,15.5,4.9,1
Dell_Quay.json,Dell Quay,50.8166667,-0.8166667,1861,2.5,11.8,"Dell Quay, England, United Kingdom",harmonics_utide_tidetables.txt,9.5,6.7,1
Downies_Bay.json,Downies Bay,55.1833333,-7.8333333,1864,2.5,2.6,"Downings Harbour, Ireland",harmonics_utide_tidetables.txt,14.9,6.4,1
Faslane.json,Faslane,56.0666667,-4.8166667,3638,2.5,5.9,"Faslane (Gare Loch), Scotland, United Kingdom",harmonics_utide_tidetables.txt,28.9,9.2,1
Holy_Island.json,Holy Island,55.6666667,-1.8,3725,2.5,8.2,"Holy Island, England, United Kingdom",harmonics_utide_tidetables.txt,18.3,3.6,1
Invergordon.json,Invergordon,57.6833333,-4.1666667,1770,2.5,11.6,"Invergordon, Scotland, United Kingdom",harmonics_utide_tidetables.txt,17.5,7.2,2
Lizard_Point.json,Lizard Point,49.9666667,-5.2,1762,2.5,7.1,"Lizard Point, England, United Kingdom",harmonics_utide_tidetables.txt,21.8,3.8,1
Loch_Boisdale.json,Loch Boisdale,57.15,-7.2666667,1768,2.5,6.0,"Loch Boisdale, Scotland, United Kingdom",harmonics_noaa_eutt.txt,23.3,16.1,1
Malahide.json,Malahide,53.45,-6.15,3719,2.5,8.1,"Malahide, Ireland",harmonics_utide_tidetables.txt,17.9,4.5,1
Menai_Bridge.json,Menai Bridge,53.2166667,-4.1666667,1772,2.5,5.3,"Menai Bridge, Menai Strait, Wales, United Kingdom",harmonics_noaa_eutt.txt,24.9,14.6,2
Middlesbrough_(Dock_Entrance).json,Middlesbrough (Dock Entrance),54.5833333,-1.2166667,3712,2.5,6.7,"Middlesbrough (Dock Entrance), England, United Kingdom",harmonics_utide_tidetables.txt,25.3,4.8,1
Mulroy_Bay_Bar.json,Mulroy Bay Bar,55.25,-7.7666667,1864,2.5,2.7,"Mulroy Bay Bar, Ireland",harmonics_utide_tidetables.txt,14.6,6.4,1
Nairn.json,Nairn,57.6,-3.8666667,1766,2.5,11.3,"Nairn, Scotland, United Kingdom",harmonics_utide_tidetables.txt,17.6,7.6,1
North_Sunderland_(Northumberland).json,North Sunderland (Northumberland),55.5833333,-1.65,3725,2.5,7.7,"North Sunderland (Northumberland), England, United Kingdom",harmonics_utide_tidetables.txt,18.6,3.4,1
Port_Glasgow.json,Port Glasgow,55.9333333,-4.6833333,3677,2.5,5.9,"Port Glasgow, Scotland, United Kingdom",harmonics_utide_tidetables.txt,24.9,7.0,1
Porth_Dinllaen.json,Porth Dinllaen,52.95,-4.5666667,3716,2.5,5.7,"Porth Dinllaen, Wales, United Kingdom",harmonics_utide_tidetables.txt,18.6,6.6,1
Richborough.json,Richborough,51.3,1.35,3011,2.5,5.3,"Richborough, England, United Kingdom",harmonics_utide_tidetables.txt,57.1,24.2,1
Rochford.json,Rochford,51.5833333,0.7166667,1861,2.5,6.5,"Rochford, England, United Kingdom",harmonics_utide_tidetables.txt,21.4,5.0,1
Scrabster.json,Scrabster,58.6166667,-3.55,1777,2.5,5.2,"Scrabster (Thurso), Scotland, United Kingdom",harmonics-1997-05-25_mod.txt,12.8,13.8,2
Seaham.json,Seaham,54.8333333,-1.3166667,1759,2.5,7.9,"Seaham, England, United Kingdom",harmonics_noaa_eutt.txt,21.3,14.0,2
Smerwick_Harbour.json,Smerwick Harbour,52.2,-10.4,889,2.5,6.5,,,,,0
Sound_Of_Ulva.json,Sound Of Ulva,56.4833333,-6.1333333,1769,2.5,5.3,"Sound Of Ulva, Scotland, United Kingdom",harmonics_utide_tidetables.txt,18.1,5.4,1
St._Tudwals_Roads.json,St. Tudwal's Roads,52.8166667,-4.4833333,3725,2.5,6.4,"St. Tudwal's Roads, Wales, United Kingdom",harmonics_utide_tidetables.txt,16.2,7.4,1
Tobermory.json,Tobermory,56.6166667,-6.0666667,1770,2.5,5.4,"Tobermory (Island of Mull), Scotland, United Kingdom",harmonics_ticon4_worldwide.txt,6.2,3.7,2
Amble.json,Amble,55.3333333,-1.5666667,3726,2.4,6.3,"Amble, England, United Kingdom",harmonics_utide_tidetables.txt,18.7,3.7,1
Balivanich.json,Balivanich,57.4833333,-7.3833333,3724,2.4,6.0,"Balivanich (Benbecula), Scotland, United Kingdom",harmonics_utide_tidetables.txt,16.2,4.0,1
Bantry.json,Bantry,51.6833333,-9.4666667,3730,2.4,7.8,"Bantry, Ireland",harmonics_utide_tidetables.txt,13.8,4.8,1
Barcaldine_Pier.json,Barcaldine Pier,56.5333333,-5.3166667,3725,2.4,5.9,"Barcaldine Pier, Scotland, United Kingdom",harmonics_utide_tidetables.txt,14.0,5.8,1
Bartlett_Creek.json,Bartlett Creek,51.3833333,0.6333333,881,2.4,10.1,"Bartlett Creek, England, United Kingdom",harmonics_utide_tidetables.txt,24.0,3.6,1
Bosham.json,Bosham,50.8333333,-0.8666667,1861,2.4,11.9,"Bosham, England, United Kingdom",harmonics_utide_tidetables.txt,9.5,6.7,1
Campbeltown.json,Campbeltown,55.4166667,-5.6,1770,2.4,5.8,"Campbeltown (Kintyre), Scotland, United Kingdom",harmonics_utide_tidetables.txt,12.4,4.5,2
Carloway.json,Carloway,58.2833333,-6.7833333,3725,2.4,5.3,"Carloway (Lewis), Scotland, United Kingdom",harmonics_utide_tidetables.txt,14.9,5.2,1
Chesil_Beach.json,Chesil Beach,50.6166667,-2.55,3721,2.4,6.4,"Chesil Beach, England, United Kingdom",harmonics_utide_tidetables.txt,16.3,7.9,1
Clare_Island.json,Clare Island,53.8,-9.95,3729,2.4,6.1,"Clare Island (Ferry), Ireland",harmonics_utide_tidetables.txt,18.2,4.6,1
Colchester.json,Colchester,51.8833333,0.9333333,881,2.4,7.2,"Colchester, England, United Kingdom",harmonics_utide_tidetables.txt,16.2,5.0,1
Cork_City.json,Cork City,51.9,-8.45,1782,2.4,6.7,"Cork City, Ireland",harmonics-pierre-lavergne-v10_mod.txt,18.6,11.6,2
Coulport.json,Coulport,56.05,-4.8833333,3686,2.4,5.9,"Coulport, Scotland, United Kingdom",harmonics_utide_tidetables.txt,22.5,7.5,1
Cromarty.json,Cromarty,57.7,-4.05,1770,2.4,10.1,,,,,0
Dingle_Harbour.json,Dingle Harbour,52.1167,-10.25,1781,2.4,10.2,,,,,0
Dunbeacon_Harbour.json,Dunbeacon Harbour,51.6166667,-9.55,1776,2.4,10.0,"Dunbeacon (Durrus), Ireland",harmonics_utide_tidetables.txt,14.3,4.8,1
Dunmanus_Harbour.json,Dunmanus Harbour,51.5333333,-9.6666667,3730,2.4,8.8,"Dunmanus Harbour, Ireland",harmonics_utide_tidetables.txt,14.2,5.1,1
Dunstaffnage_Bay.json,Dunstaffnage Bay,56.45,-5.4333333,3725,2.4,5.4,"Dunstaffnage Bay, Scotland, United Kingdom",harmonics_utide_tidetables.txt,14.7,4.8,1
Filey_Bay.json,Filey Bay,54.2166667,-0.2666667,1762,2.4,8.5,"Filey Bay, England, United Kingdom",harmonics_utide_tidetables.txt,23.9,3.9,1
Gairloch.json,Gairloch,57.7166667,-5.6833333,1770,2.4,4.9,"Gairloch, Scotland, United Kingdom",harmonics_utide_tidetables.txt,19.0,3.3,1
Garelochhead.json,Garelochhead,56.0833333,-4.8333333,3600,2.4,5.6,"Garelochhead, Scotland, United Kingdom",harmonics_utide_tidetables.txt,32.9,10.0,1
Glenelg_Bay.json,Glenelg Bay,57.2166667,-5.6333333,3725,2.4,7.9,"Glenelg Bay, Scotland, United Kingdom",harmonics_utide_tidetables.txt,19.4,5.0,1
Gott_Bay.json,Gott Bay,56.5166667,-6.8,3725,2.4,5.9,"Gott Bay (Tiree), Scotland, United Kingdom",harmonics_utide_tidetables.txt,14.9,4.8,1
Gweedore_Harbour.json,Gweedore Harbour,55.0666667,-8.3166667,3712,2.4,6.1,"Gweedore Harbour (Bunbeg), Ireland",harmonics_utide_tidetables.txt,20.5,6.0,1
Inishbofin_Bay.json,Inishbofin Bay,55.1666667,-8.1666667,1864,2.4,2.8,"Inishbofin Bay, Ireland",harmonics_utide_tidetables.txt,16.2,6.1,1
Little_Bernera.json,Little Bernera,58.2666667,-6.8666667,1769,2.4,5.2,"Little Bernera, Scotland, United Kingdom",harmonics_utide_tidetables.txt,16.2,3.8,2
Margate.json,Margate,51.3833333,1.3833333,1774,2.4,8.2,"Margate, England, United Kingdom",harmonics_utide_tidetables.txt,8.8,5.2,1
Porth_Ysgaden.json,Porth Ysgaden,52.9,-4.65,3722,2.4,5.3,"Porth Ysgaden, Wales, United Kingdom",harmonics_utide_tidetables.txt,15.7,6.2,1
Rhu_Marina.json,Rhu Marina,56.0166667,-4.7666667,3530,2.4,6.0,"Rhu Marina, Scotland, United Kingdom",harmonics_utide_tidetables.txt,36.5,11.2,1
Rosneath.json,Rosneath,56.0,-4.7833333,3530,2.4,5.8,"Rhu Marina, Scotland, United Kingdom",harmonics_utide_tidetables.txt,36.5,11.3,2
S.E._Long_Sand.json,S.E. Long Sand,51.5333333,1.35,1763,2.4,8.5,"S.E. Long Sand, England, United Kingdom",harmonics_utide_tidetables.txt,21.2,4.3,1
Salen_(Sound_Of_Mull).json,Salen (Sound Of Mull),56.5166667,-5.95,1770,2.4,6.4,"Salen (Sound Of Mull), Scotland, United Kingdom",harmonics_utide_tidetables.txt,15.8,5.1,1
Sligo_Harbour_(Oyster_Island).json,Sligo Harbour (Oyster Island),54.3,-8.5666667,3712,2.4,6.2,"Sligo Harbour (Oyster Island), Ireland",harmonics_utide_tidetables.txt,22.0,6.4,1
Southend_(Kintyre).json,Southend (Kintyre),55.3167,-5.6333,1906,2.4,7.2,"Southend (Kintyre), Scotland, United Kingdom",harmonics_utide_tidetables.txt,22.8,9.5,1
Stonehaven.json,Stonehaven,56.9666667,-2.2,1766,2.4,5.9,"Stonehaven, Scotland, United Kingdom",harmonics_utide_tidetables.txt,16.2,2.9,2
Sunk_Head.json,Sunk Head,51.7833333,1.5,3708,2.4,8.1,"Sunk Head, England, United Kingdom",harmonics_utide_tidetables.txt,19.7,4.6,1
Tees_(Newport)_Bridge.json,Tees (Newport) Bridge,54.5666667,-1.2666667,3717,2.4,7.1,"Tees (Newport) Bridge, England, United Kingdom",harmonics_utide_tidetables.txt,24.5,4.4,1
Totnes.json,Totnes,50.4333333,-3.6833333,3700,2.4,6.9,"Totnes, England, United Kingdom",harmonics_utide_tidetables.txt,17.7,6.3,1
Trawbreaga_Bay.json,Trawbreaga Bay,55.3166667,-7.3833333,889,2.4,3.0,,,,,0
Trefor.json,Trefor,53.0,-4.4166667,3725,2.4,5.5,"Trefor, Wales, United Kingdom",harmonics_utide_tidetables.txt,17.3,6.3,1
Warrenpoint.json,Warrenpoint,54.1,-6.25,3702,2.4,6.1,"Warrenpoint (Carlingford Lough), Northern Ireland, United Kingdom",harmonics_utide_tidetables.txt,23.5,6.5,1
Amlwch.json,Amlwch,53.4166667,-4.3333333,1774,2.3,5.6,"Amlwch, Wales, United Kingdom",harmonics_utide_tidetables.txt,29.5,4.3,2
Badcall_Bay.json,Badcall Bay,58.3166667,-5.1333333,3725,2.3,7.5,"Badcall Bay, Scotland, United Kingdom",harmonics_utide_tidetables.txt,15.5,4.0,1
Banff.json,Banff,57.6666667,-2.5166667,1766,2.3,7.2,"Banff, Scotland, United Kingdom",harmonics_noaa_eutt.txt,12.9,21.0,2
Barra_Head.json,Barra Head,56.7833333,-7.6333333,3725,2.3,5.6,"Barra Head, Scotland, United Kingdom",harmonics_utide_tidetables.txt,14.2,4.3,1
Battlesbridge.json,Battlesbridge,51.6166667,0.5666667,1861,2.3,8.2,"Battlesbridge, England, United Kingdom",harmonics_utide_tidetables.txt,23.4,5.0,1
Blacksod_Quay.json,Blacksod Quay,54.1,-10.0666667,3681,2.3,6.1,"Blacksod Quay, Ireland",harmonics_utide_tidetables.txt,28.0,7.1,1
Blakeney_Bar.json,Blakeney Bar,52.9833333,0.9833333,1862,2.3,4.2,"Blakeney Bar, England, United Kingdom",harmonics_utide_tidetables.txt,11.7,7.0,1
Burtonport.json,Burtonport,54.9833333,-8.4333333,3720,2.3,5.8,"Burtonport, Ireland",harmonics_utide_tidetables.txt,18.4,4.6,1
Coney_Island.json,Coney Island,52.7166667,-8.9833333,1864,2.3,4.9,"Coney Island, Ireland",harmonics_utide_tidetables.txt,19.2,4.3,1
Coquet_Island.json,Coquet Island,55.3333333,-1.5333333,3726,2.3,6.6,"Coquet Island, England, United Kingdom",harmonics_utide_tidetables.txt,19.5,3.6,1
Corran.json,Corran,56.7166667,-5.2333333,3725,2.3,6.9,"Corran, Scotland, United Kingdom",harmonics_utide_tidetables.txt,17.2,4.7,1
Dundalk.json,Dundalk,54.0,-6.3833,1782,2.3,7.2,"Dundalk, Ireland",harmonics_ticon4_worldwide.txt,18.9,7.4,2
Galway.json,Galway,53.2667,-9.05,1781,2.3,5.4,"Galway, Ireland",harmonics_utide_observations.txt,7.1,3.8,1
Helensburgh.json,Helensburgh,56.0,-4.7333333,3677,2.3,5.6,"Helensburgh, Scotland, United Kingdom",harmonics_utide_tidetables.txt,23.0,7.5,1
Inishbiggle.json,Inishbiggle,54.0,-9.8833333,3729,2.3,5.6,"Inishbiggle, Ireland",harmonics_utide_tidetables.txt,15.8,4.2,1
Iona.json,Iona,56.3333333,-6.3833333,3723,2.3,6.9,"Iona (Baile Mòr), Scotland, United Kingdom",harmonics_utide_tidetables.txt,16.8,4.9,1
Killary_Harbour.json,Killary Harbour,53.6333333,-9.8833333,1766,2.3,5.7,,,,,0
Kilmokea_Point.json,Kilmokea Point,52.2833333,-7.0,1782,2.3,6.3,"Cheekpoint, Ireland",harmonics_utide_tidetables.txt,16.9,7.1,1
Londonderry.json,Londonderry,55.0,-7.3166667,1782,2.3,7.9,"Londonderry, Northern Ireland, United Kingdom",harmonics-1997-05-25_mod.txt,9.2,14.7,2
Marino_Point.json,Marino Point,51.8833333,-8.3333333,3728,2.3,6.1,"Marino Point, Ireland",harmonics_utide_tidetables.txt,19.3,4.4,1
Oban.json,Oban,56.4166667,-5.4833333,1778,2.3,5.3,"Oban, Scotland, United Kingdom",harmonics_utide_observations.txt,8.6,4.3,2
Port_Appin.json,Port Appin,56.55,-5.4166667,1769,2.3,6.2,"Port Appin, Scotland, United Kingdom",harmonics_utide_tidetables.txt,15.9,5.3,2
Shillay.json,Shillay,57.5333333,-7.7,3720,2.3,5.7,"Shillay (Monach Islands), Scotland, United Kingdom",harmonics_utide_tidetables.txt,18.1,4.4,1
Sunderland.json,Sunderland,54.9166667,-1.3666667,1766,2.3,7.9,"Sunderland, England, United Kingdom",harmonics_noaa_eutt.txt,18.3,15.0,2
Ardglass.json,Ardglass,54.2666667,-5.6,3726,2.2,5.8,"Ardglass, Northern Ireland, United Kingdom",harmonics_utide_tidetables.txt,21.5,4.0,1
Arrochar.json,Arrochar,56.2,-4.75,3613,2.2,5.8,"Arrochar, Scotland, United Kingdom",harmonics_utide_tidetables.txt,31.6,9.6,1
Berwick.json,Berwick,55.7666667,-1.9833333,1766,2.2,11.5,"Berwick-upon-Tweed, England, United Kingdom",harmonics_noaa_eutt.txt,15.9,15.9,2
Bofin_Harbour.json,Bofin Harbour,53.6166667,-10.2,3699,2.2,5.8,"Bofin Harbour, Ireland",harmonics_utide_tidetables.txt,24.8,6.3,1
Culmore_Point.json,Culmore Point,55.05,-7.25,3724,2.2,6.1,"River Foyle (Lisahally), Northern Ireland, United Kingdom",harmonics_utide_tidetables.txt,8.8,5.1,2
Fannys_Bay.json,Fanny's Bay,55.2,-7.8166667,1864,2.2,3.2,"Fanny's Bay, Ireland",harmonics_utide_tidetables.txt,11.0,6.4,1
Fethard-On-Sea.json,Fethard-On-Sea,52.2,-6.8166667,3730,2.2,5.7,"Fethard-On-Sea, Ireland",harmonics_utide_tidetables.txt,16.9,4.5,1
Foreland_(Lifeboat_Slip).json,Foreland (Lifeboat Slip),50.6833333,-1.0666667,3722,2.2,6.5,"Bembridge (Lifeboat Station), England, United Kingdom",harmonics_utide_tidetables.txt,19.0,6.9,1
Golspie.json,Golspie,57.9666667,-3.9833333,1770,2.2,5.7,"Golspie, Scotland, United Kingdom",harmonics_utide_tidetables.txt,15.4,4.0,2
Inveraray.json,Inveraray,56.2333333,-5.0666667,1691,2.2,9.2,"Inverary, Loch Fyne, Scotland, United Kingdom",harmonics_noaa_eutt.txt,21.7,27.7,2
Killard_Point.json,Killard Point,54.3166667,-5.5166667,3726,2.2,6.7,"Killard Point, Northern Ireland, United Kingdom",harmonics_utide_tidetables.txt,19.9,4.6,1
Killybegs.json,Killybegs,54.6333,-8.4333,1782,2.2,5.7,"Killybegs, Ireland",harmonics_utide_observations.txt,17.0,7.8,1
Lee-On-The-Solent.json,Lee-On-The-Solent,50.8,-1.2,3722,2.2,7.2,"Lee-On-The-Solent, England, United Kingdom",harmonics_utide_tidetables.txt,17.0,9.1,1
Llanddwyn_Island.json,Llanddwyn Island,53.1333333,-4.4166667,3726,2.2,6.5,"Llanddwyn Island, Wales, United Kingdom",harmonics_utide_tidetables.txt,17.8,6.0,1
Lulworth_Cove.json,Lulworth Cove,50.6166667,-2.25,3719,2.2,10.2,"Lulworth Cove, England, United Kingdom",harmonics_utide_tidetables.txt,9.9,13.5,1
Mupe_Bay.json,Mupe Bay,50.6166667,-2.2166667,3719,2.2,10.2,"Mupe Bay, England, United Kingdom",harmonics_utide_tidetables.txt,9.9,13.5,1
Porth_Trecastell.json,Porth Trecastell,53.2,-4.5,3726,2.2,5.2,"Porth Trecastell, Wales, United Kingdom",harmonics_utide_tidetables.txt,18.3,5.3,1
Portmahomack.json,Portmahomack,57.8333333,-3.8333333,1770,2.2,5.6,"Portmahomack, Scotland, United Kingdom",harmonics_utide_tidetables.txt,15.1,4.2,2
River_Tees_Entrance.json,River Tees Entrance,54.6333333,-1.15,1778,2.2,8.2,"River Tees (Teesmouth), England, United Kingdom",harmonics-1997-05-25_mod.txt,8.1,4.4,3
Roundstone_Bay.json,Roundstone Bay,53.3833333,-9.9166667,1760,2.2,5.6,"Roundstone Bay, Ireland",harmonics_utide_tidetables.txt,27.7,6.4,1
Selsey_Bill.json,Selsey Bill,50.7333333,-0.7833333,1762,2.2,5.5,"Selsey Bill, England, United Kingdom",harmonics_utide_tidetables.txt,21.7,3.8,2
South_Rock.json,South Rock,54.4,-5.4166667,3726,2.2,6.7,"South Rock, Northern Ireland, United Kingdom",harmonics_utide_tidetables.txt,19.9,4.6,1
Totland_Bay.json,Totland Bay,50.6833333,-1.55,3722,2.2,6.5,"Totland Bay (Isle of Wight), England, United Kingdom",harmonics_utide_tidetables.txt,12.6,15.5,1
