tafel,satz,datei,empfehlung,nachbar_alt_pct,nachbar_neu_pct,lat,lon,tafel_alt_cm,tafel_neu_cm,neu_dt_min,zahm,tiefste,hoechste,tafel_tief,tafel_hoch,reihe,echt_neu_cm,echt_alt_cm,entscheidung
Cleavel_Point.json,"Cleavel Point, England, United Kingdom",harmonics_utide_tidetables.txt,neu fitten,35.7,22.3,50.6667,-2.0000,39.7,2.0,12.4,ja,0.12,2.37,0.11,2.36,,,,
Rye_(Approaches).json,"Rye (Approaches), England, United Kingdom",harmonics_utide_tidetables.txt,lassen (Kurve laeuft aus dem Ruder),4.6,30.9,50.9167,0.7833,39.7,2.7,6.9,nein,-6.43,10.19,5.45,8.42,,,,
Birkenhead_(Alfred_Dock).json,"Birkenhead (Alfred Dock), England, United Kingdom",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),12.7,18.9,53.3917,-3.0208,40.4,3.8,5.7,ja,0.11,10.22,0.06,10.2,,,,
Burnham_(Overy_Staithe).json,"Burnham (Overy Staithe), England, United Kingdom",harmonics_utide_tidetables.txt,lassen (Kurve laeuft aus dem Ruder),47.8,39.4,52.9667,0.7500,39.6,3.0,4.5,nein,-7.68,3.75,0.25,2.95,,,,
Porthcawl.json,"Porthcawl, Wales, United Kingdom",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),1.7,8.2,51.4667,-3.7000,41.8,6.0,5.1,ja,-0.02,10.8,0.04,10.86,,,,
Haws_Point.json,"Haws Point, England, United Kingdom",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),5.2,10.4,54.0500,-3.1667,40.1,4.5,6.0,ja,0.17,10.46,0.12,10.45,,,,
Roa_Island.json,"Roa Island, England, United Kingdom",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),5.5,11.2,54.0667,-3.1667,39.4,4.2,5.4,ja,0.13,10.29,0.09,10.29,,,,
Les_Ecrehou.json,"Les Écréhous, Channel Islands",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),3.2,10.6,49.2833,-1.9333,41.5,6.5,8.8,ja,0.43,11.62,0.46,11.65,,,,
Morecambe.json,"Morecambe, England, United Kingdom",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),8.1,12.2,54.0667,-2.8833,40.7,5.8,6.6,ja,0.21,10.59,0.21,10.49,,,,
Port_Talbot.json,"Port Talbot, Wales, United Kingdom",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),2.7,7.0,51.5833,-3.8167,39.9,5.2,6.0,ja,0.4,10.45,0.35,10.49,,,,
Berkeley.json,"Berkeley, England, United Kingdom",harmonics_utide_tidetables.txt,lassen (Kurve laeuft aus dem Ruder),21.8,40.8,51.7000,-2.5000,50.0,15.8,13.1,nein,-0.57,15.19,0.26,8.03,,,,
Rhu_Marina.json,"Rhu Marina, Scotland, United Kingdom",harmonics_utide_tidetables.txt,offen (Nachbarn unentschieden),8.5,10.1,56.0167,-4.7667,36.5,2.4,6.0,ja,-0.46,3.74,0.0,3.74,,,,
Rosneath.json,"Rhu Marina, Scotland, United Kingdom",harmonics_utide_tidetables.txt,offen (Nachbarn unentschieden),8.9,10.5,56.0000,-4.7833,36.5,2.4,5.8,ja,-0.46,3.74,0.0,3.74,,,,
Formby.json,"Formby, England, United Kingdom",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),4.1,7.7,53.5333,-3.1167,38.0,4.5,6.2,ja,0.03,9.91,0.06,9.77,,,,
Halfway_Shoal.json,"Halfway Shoal, England, United Kingdom",harmonics_utide_tidetables.txt,offen (Nachbarn unentschieden),6.4,6.9,54.0167,-3.2000,37.6,4.1,5.3,ja,0.13,9.92,0.09,9.91,,,,
Blackpool.json,"Blackpool, England, United Kingdom",harmonics_utide_tidetables.txt,offen (Nachbarn unentschieden),5.6,7.6,53.8167,-3.0667,37.9,4.7,6.4,ja,0.08,9.86,0.11,9.76,,,,
Foynes_Island.json,"Foynes Island, Ireland",harmonics_utide_tidetables.txt,neu fitten,10.6,8.6,52.6167,-9.1167,42.4,9.4,8.9,ja,-0.4,5.89,0.0,5.9,,,,
Maryport.json,"Maryport, England, United Kingdom",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),6.5,9.6,54.7167,-3.5000,37.8,4.8,6.7,ja,0.15,9.52,0.1,9.53,,,,
Rochester_(Strood_Pier).json,"Rochester (Strood Pier), England, United Kingdom",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),9.3,16.2,51.4000,0.5000,36.7,4.0,12.7,ja,-0.27,6.57,0.01,6.42,,,,
Connahs_Quay.json,"Connah's Quay, Wales, United Kingdom",harmonics_utide_tidetables.txt,lassen (Kurve laeuft aus dem Ruder),30.4,88.1,53.2167,-3.0500,36.3,3.7,8.5,nein,-54.27,5.72,2.07,5.47,,,,
Duddon_Bar.json,"Duddon Bar, England, United Kingdom",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),4.7,7.2,54.1500,-3.3333,37.0,5.4,6.2,ja,0.06,9.49,0.06,9.39,,,,
St._Catherine_Bay.json,"St. Catherine Bay, Jersey, Channel Islands",harmonics_utide_tidetables.txt,offen (Nachbarn unentschieden),3.6,4.8,49.2167,-2.0167,39.3,7.9,8.1,ja,0.33,12.12,0.24,12.19,,,,
Bouley_Bay.json,"Bouley Bay, Jersey, Channel Islands",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),3.2,5.3,49.2500,-2.0833,38.7,7.4,9.2,ja,0.28,11.57,0.25,11.63,,,,
Newquay.json,"Newquay, England, United Kingdom",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),19.7,23.5,50.4167,-5.0833,37.7,6.6,6.6,ja,-0.36,7.75,0.01,7.77,,,,
Humber_Bridge.json,"Humber Bridge, England, United Kingdom",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),16.8,19.5,53.7167,-0.4500,36.3,5.4,5.9,ja,-0.18,8.03,0.0,7.99,,,,
Hestan_Islet.json,"Hestan Islet, Scotland, United Kingdom",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),6.5,12.4,54.8333,-3.8000,36.7,5.9,13.0,ja,0.13,9.42,0.14,9.24,,,,
Tarn_Point.json,"Tarn Point, England, United Kingdom",harmonics_utide_tidetables.txt,offen (Nachbarn unentschieden),8.9,7.5,54.2833,-3.4167,36.1,5.4,6.5,ja,0.1,9.27,0.1,9.19,,,,
Dale_Roads.json,"Dale Roads, Wales, United Kingdom",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),10.7,13.6,51.7000,-5.1500,35.3,4.6,5.4,ja,-0.23,7.7,0.0,7.72,,,,
Garelochhead.json,"Garelochhead, Scotland, United Kingdom",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),4.9,10.7,56.0833,-4.8333,32.9,2.4,5.6,ja,-0.37,3.84,0.0,3.84,,,,
Rathmullan.json,"Rathmullan, Ireland",harmonics_utide_tidetables.txt,offen (Nachbarn unentschieden),34.6,34.1,55.1000,-7.5333,34.3,4.2,5.8,ja,-0.33,4.94,0.0,4.98,,,,
Lostwithiel.json,"Lostwithiel, England, United Kingdom",harmonics_utide_tidetables.txt,lassen (Kurve laeuft aus dem Ruder),63.7,26.7,50.4000,-4.6667,32.0,2.0,5.1,nein,-7.87,3.02,0.0,1.82,,,,
Conwy.json,"Conwy, Wales, United Kingdom",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),7.5,13.6,53.2833,-3.8333,32.7,2.8,5.1,ja,0.34,8.89,0.32,8.9,,,,
Tenby.json,"Tenby, Wales, United Kingdom",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),10.8,13.6,51.6667,-4.7000,34.9,5.0,5.0,ja,-0.04,9.21,0.03,9.24,,,,
Sovereign_Harbour.json,"Sovereign Harbour, England, United Kingdom",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),2.5,8.6,50.7833,0.3167,32.7,3.1,5.4,ja,0.26,7.93,0.23,7.91,,,,
Arrochar.json,"Arrochar, Scotland, United Kingdom",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),4.7,12.0,56.2000,-4.7500,31.6,2.2,5.8,ja,-0.32,3.84,0.0,3.84,,,,
Preston.json,"Preston, England, United Kingdom",harmonics_utide_tidetables.txt,lassen (Kurve laeuft aus dem Ruder),49.7,37.1,53.7500,-2.7500,42.8,13.5,15.8,nein,-20.35,8.32,0.0,6.21,,,,
Eastbourne.json,"Eastbourne, England, United Kingdom",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),3.8,10.0,50.7667,0.3000,32.6,3.4,5.7,ja,0.28,7.97,0.26,7.96,,,,
Beaumaris.json,"Beaumaris, Wales, United Kingdom",harmonics_utide_tidetables.txt,lassen (Nachbarn widersprechen),6.3,10.3,53.2667,-4.0833,31.9,2.8,4.9,ja,-0.04,8.53,0.03,8.54,,,,
Hale_Head.json,"Hale Head, England, United Kingdom",harmonics_utide_tidetables.txt,lassen (Kurve laeuft aus dem Ruder),20.5,101.4,53.3167,-2.8000,33.0,4.5,6.3,nein,-60.87,8.12,3.82,7.81,,,,
