datei,name,fehler_prozent,begruendung
harmonics/att/harmonics_att_np207.txt,"Areia Branca (Terminal Salineiro), Rio Grande do Norte, Brazil",2.8,"Dublette: 1305 m von ""Areia Branca (Terminal Salineiro), Rio Grande do Norte, Brazil"" (harmonics_utide_tidetables.txt), Kurve 2 % gleich. An der Tafel (1 Vergleich(e)) 10.0 cm RMS gegen 6.0 cm, Zeitversatz +9 gegen +5 min [Spur N, Beleg Name] bei 3.55 m Hub."
harmonics/utide/harmonics_utide_observations.txt,"Avonmouth (Port of Bristol), England, United Kingdom",2.9,"Dublette: 10 m von ""Avonmouth (Port of Bristol), England, United Kingdom"" (harmonics_ticon4_worldwide.txt), Kurve 1 % gleich. An der Tafel (5 Vergleich(e)) 41.9 cm RMS gegen 25.6 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Name (Teilmenge)] bei 14.41 m Hub."
harmonics/utide/harmonics_utide_observations.txt,"Portbury, England, United Kingdom",2.3,"Dublette: 6 m von ""Portbury, England, United Kingdom"" (harmonics_ticon4_worldwide.txt), Kurve 1 % gleich. An der Tafel (5 Vergleich(e)) 32.5 cm RMS gegen 27.9 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Kennung (Teilmenge)] bei 14.31 m Hub."
harmonics/utide/harmonics_utide_tidetables.txt,"Port Of Bristol (Avonmouth), England, United Kingdom",4.2,"Dublette: 1517 m von ""Portbury, England, United Kingdom"" (harmonics_ticon4_worldwide.txt), Kurve 4 % gleich. An der Tafel (5 Vergleich(e)) 59.9 cm RMS gegen 27.9 cm, Zeitversatz +10 gegen +0 min [Spur N, Beleg Kennung (Teilmenge)] bei 14.31 m Hub."
harmonics/classic/harmonics-1997-05-25_mod.txt,"Barrow-in-Furness (Ramsden Dock), England, United Kingdom",1.6,"Dublette: 0 m von ""Barrow-in-Furness (Ramsden Dock), England, United Kingdom"" (harmonics_utide_tidetables.txt), Kurve 1 % gleich. An der Tafel (1 Vergleich(e)) 15.9 cm RMS gegen 8.2 cm, Zeitversatz -10 gegen -10 min [Spur N, Beleg Name (Teilmenge)] bei 10.22 m Hub."
harmonics/utide/harmonics_utide_tidetables.txt,"Base Carlini (Caleta Potter, Isla 25 de Mayo), Antártida Argentina, Argentina",5.7,"Dublette: 845 m von ""Base Carlini (Caleta Potter, Isla 25 de Mayo), Antártida Argentina, Argentina"" (harmonics_utide_observations.txt), Kurve 1 % gleich. An der Tafel (2 Vergleich(e)) 14.3 cm RMS gegen 4.3 cm, Zeitversatz +1 gegen +5 min [Spur N, Beleg Name] bei 2.51 m Hub."
harmonics/noaa/harmonics_noaa_amtt.txt,"Bayóvar, Piura, Peru",4.1,"Dublette: 2384 m von ""Bayóvar, Piura, Peru"" (harmonics_utide_tidetables.txt), Kurve 10 % gleich. An der Tafel (1 Vergleich(e)) 7.6 cm RMS gegen 3.2 cm, Zeitversatz +12 gegen +7 min [Spur G, Beleg Name] bei 1.83 m Hub."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Bergh Cove (Quatsino Sound), British Columbia, Canada",3.8,"Dublette: 0 m von ""Bergh Cove (Quatsino Sound), British Columbia, Canada"" (harmonics_utide_tidetables.txt), Kurve 1 % gleich. An der Tafel (1 Vergleich(e)) 15.9 cm RMS gegen 4.8 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Name] bei 4.13 m Hub."
harmonics/noaa/harmonics_noaa_amtt.txt,"Bergh Cove (Quatsino Sound), British Columbia, Canada",6.2,"Dublette: 660 m von ""Bergh Cove (Quatsino Sound), British Columbia, Canada"" (harmonics_utide_tidetables.txt), Kurve 4 % gleich. An der Tafel (1 Vergleich(e)) 25.6 cm RMS gegen 4.8 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Name] bei 4.13 m Hub."
harmonics/ticon/harmonics_ticon4_worldwide.txt,"Boutiliers Point, Nova Scotia, Canada",4.3,"Dublette: 28 m von ""Boutiliers Point, Nova Scotia, Canada"" (harmonics_utide_tidetables.txt), Kurve 2 % gleich. An der Tafel (2 Vergleich(e)) 9.1 cm RMS gegen 4.8 cm, Zeitversatz +2 gegen +3 min [Spur N, Beleg Name] bei 2.12 m Hub."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Brooksby Point (Uchucklesit Inlet), British Columbia, Canada",2.7,"Dublette: 0 m von ""Brooksby Point (Uchucklesit Inlet), British Columbia, Canada"" (harmonics_utide_tidetables.txt), Kurve 3 % gleich. An der Tafel (2 Vergleich(e)) 9.8 cm RMS gegen 2.4 cm, Zeitversatz +6 gegen +0 min [Spur N, Beleg Name] bei 3.69 m Hub."
harmonics/noaa/harmonics_noaa_eutt.txt,"Bénodet (L'Odet), France",4.0,"Dublette: 264 m von ""Bénodet (L'Odet), France"" (harmonics_utide_tidetables.txt), Kurve 8 % gleich. An der Tafel (1 Vergleich(e)) 18.5 cm RMS gegen 4.0 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Name] bei 4.65 m Hub."
harmonics/att/harmonics_att_np207.txt,"Caleta La Misión, Tierra del Fuego, Argentina",1.6,"Dublette: 1162 m von ""Caleta La Misión, Tierra del Fuego, Argentina"" (harmonics_utide_tidetables.txt), Kurve 3 % gleich. An der Tafel (1 Vergleich(e)) 13.1 cm RMS gegen 1.5 cm, Zeitversatz +3 gegen +1 min [Spur N, Beleg Name] bei 8.14 m Hub."
harmonics/noaa/harmonics_noaa_eutt.txt,"Cap Ferret, France",3.0,"Dublette: 1458 m von ""Cap Ferret, France"" (harmonics_utide_tidetables.txt), Kurve 6 % gleich. An der Tafel (1 Vergleich(e)) 11.4 cm RMS gegen 3.9 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Name] bei 3.76 m Hub."
harmonics/att/harmonics_att_np207.txt,"Captain Arturo Prat Base (Isla Greenwich, South Shetlands), Antarctica",18.5,"Dublette: 1732 m von ""Captain Arturo Prat Base (Isla Greenwich, South Shetlands), Antarctica"" (harmonics_ticon4_worldwide.txt), Kurve 2 % gleich. An der Tafel (2 Vergleich(e)) 40.9 cm RMS gegen 4.0 cm, Zeitversatz +9 gegen +3 min [Spur N, Beleg Name] bei 2.21 m Hub."
harmonics/utide/harmonics_utide_tidetables.txt,"Captain Arturo Prat Base (Isla Greenwich, South Shetlands), Antarctica",17.5,"Dublette: 490 m von ""Captain Arturo Prat Base (Isla Greenwich, South Shetlands), Antarctica"" (harmonics_ticon4_worldwide.txt), Kurve 5 % gleich. An der Tafel (2 Vergleich(e)) 38.6 cm RMS gegen 4.0 cm, Zeitversatz +13 gegen +3 min [Spur N, Beleg Name] bei 2.21 m Hub."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Claxton, British Columbia, Canada",3.3,"Dublette: 0 m von ""Claxton, British Columbia, Canada"" (harmonics_utide_tidetables.txt), Kurve 4 % gleich. An der Tafel (2 Vergleich(e)) 22.3 cm RMS gegen 4.5 cm, Zeitversatz +7 gegen +0 min [Spur N, Beleg Name] bei 6.77 m Hub."
harmonics/noaa/harmonics_noaa_amtt.txt,"Corral, Chile",5.0,"Dublette: 2267 m von ""Corral, Chile"" (harmonics_utide_tidetables.txt), Kurve 7 % gleich. An der Tafel (1 Vergleich(e)) 9.5 cm RMS gegen 4.7 cm, Zeitversatz +18 gegen +9 min [Spur G, Beleg Name] bei 1.88 m Hub."
harmonics/utide/harmonics_utide_tidetables.txt,"Culloden Wharf, Nova Scotia, Canada",1.6,"Dublette: 35 m von ""Culloden Wharf, Nova Scotia, Canada"" (harmonics-2004-06-14_mod.txt), Kurve 1 % gleich. An der Tafel (2 Vergleich(e)) 13.3 cm RMS gegen 8.9 cm, Zeitversatz +1 gegen +2 min [Spur N, Beleg Name] bei 8.37 m Hub."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Dipper Harbour West, New Brunswick, Canada",3.2,"Dublette: 0 m von ""Dipper Harbour West, New Brunswick, Canada"" (harmonics_utide_tidetables.txt), Kurve 3 % gleich. An der Tafel (2 Vergleich(e)) 22.7 cm RMS gegen 6.6 cm, Zeitversatz +4 gegen +0 min [Spur N, Beleg Name] bei 7.17 m Hub."
