datei,name,fehler_prozent,begruendung
harmonics/classic/harmonics-2004-06-14_mod.txt,"Eastport, Passamaquoddy Bay, Maine",2.3,"Dublette: 220 m von ""Eastport, Passamaquoddy Bay, Maine"" (harmonics-dwf-20251228-free.txt), Kurve 1 % gleich. An der Tafel (2 Vergleich(e)) 17.7 cm RMS gegen 14.2 cm, Zeitversatz +3 gegen +4 min [Spur N, Beleg Name] bei 7.54 m Hub."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Eastport, Passamaquoddy Bay, Maine",2.3,"Dublette: 512 m von ""Eastport, Passamaquoddy Bay, Maine"" (harmonics-dwf-20251228-free.txt), Kurve 2 % gleich. An der Tafel (2 Vergleich(e)) 17.7 cm RMS gegen 14.2 cm, Zeitversatz +3 gegen +4 min [Spur N, Beleg Name] bei 7.54 m Hub."
harmonics/noaa/harmonics_noaa_cptt.txt,"Ei (Awaji-shima), Hyogo, Japan",5.9,"Dublette: 413 m von ""Ei (Awaji-shima), Hyogo, Japan"" (harmonics_utide_observations.txt), Kurve 9 % gleich. An der Tafel (2 Vergleich(e)) 9.6 cm RMS gegen 1.3 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Name] bei 1.63 m Hub."
harmonics/noaa/harmonics_noaa_eutt.txt,"Fromentine (La Barre-de-Monts), France",6.1,"Dublette: 2220 m von ""Fromentine (La Barre-de-Monts), France"" (harmonics_utide_observations.txt), Kurve 9 % gleich. An der Tafel (1 Vergleich(e)) 32.7 cm RMS gegen 17.3 cm, Zeitversatz +0 gegen +0 min [Spur G, Beleg Name] bei 5.36 m Hub."
harmonics/ticon/harmonics_ticon4_worldwide.txt,"Galway, Ireland",3.0,"Dublette: 0 m von ""Galway, Ireland"" (harmonics_utide_observations.txt), Kurve 0 % gleich. An der Tafel (2 Vergleich(e)) 16.4 cm RMS gegen 6.6 cm, Zeitversatz +0 gegen -10 min [Spur N, Beleg Name] bei 5.51 m Hub."
harmonics/noaa/harmonics_noaa_eutt.txt,"Grande-Île (Îles Chausey), France",3.7,"Dublette: 0 m von ""Grande-Île (Îles Chausey), France"" (harmonics_utide_tidetables.txt), Kurve 9 % gleich. An der Tafel (1 Vergleich(e)) 45.5 cm RMS gegen 13.8 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Name] bei 12.25 m Hub."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Hantsport, Nova Scotia, Canada",1.5,"Dublette: 467 m von ""Hantsport, Nova Scotia, Canada"" (harmonics_utide_tidetables.txt), Kurve 1 % gleich. An der Tafel (2 Vergleich(e)) 21.3 cm RMS gegen 16.0 cm, Zeitversatz +3 gegen +2 min [Spur N, Beleg Name] bei 14.18 m Hub."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Havre Aubert (Amherst), Québec, Canada",3.9,"Dublette: 90 m von ""Havre Aubert (Amherst), Québec, Canada"" (harmonics_utide_tidetables.txt), Kurve 0 % gleich. An der Tafel (2 Vergleich(e)) 3.8 cm RMS gegen 1.3 cm, Zeitversatz +4 gegen +1 min [Spur N, Beleg Name] bei 0.96 m Hub."
harmonics/noaa/harmonics_noaa_cptt.txt,"Hofu (Mitajiri), Yamaguchi, Japan",5.5,"Dublette: 466 m von ""Hofu (Mitajiri), Yamaguchi, Japan"" (harmonics_utide_observations.txt), Kurve 8 % gleich. An der Tafel (2 Vergleich(e)) 21.1 cm RMS gegen 1.0 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Name] bei 3.82 m Hub."
harmonics/ticon/harmonics_ticon4_worldwide.txt,"Hofu (Mitajiri), Yamaguchi, Japan",1.2,"Dublette: 497 m von ""Hofu (Mitajiri), Yamaguchi, Japan"" (harmonics_utide_observations.txt), Kurve 0 % gleich. An der Tafel (2 Vergleich(e)) 4.7 cm RMS gegen 1.0 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Name] bei 3.82 m Hub."
harmonics/att/harmonics_att_np203_scs.txt,"Hon Dau, Vietnam",7.5,"Dublette: 362 m von ""Hon Dau, Vietnam"" (harmonics_utide_observations.txt), Kurve 3 % gleich. An der Tafel (2 Vergleich(e)) 25.9 cm RMS gegen 11.1 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Name (Teilmenge)] bei 3.46 m Hub."
harmonics/noaa/harmonics_noaa_amtt.txt,"Huacho, Peru",5.9,"Dublette: 647 m von ""Huacho, Peru"" (harmonics_utide_tidetables.txt), Kurve 9 % gleich. An der Tafel (1 Vergleich(e)) 7.1 cm RMS gegen 2.9 cm, Zeitversatz +14 gegen +10 min [Spur N, Beleg Name] bei 1.20 m Hub."
harmonics/noaa/harmonics_noaa_amtt.txt,"Humpback Bay (Porcher Island), British Columbia, Canada",4.6,"Dublette: 525 m von ""Humpback Bay (Porcher Island), British Columbia, Canada"" (harmonics_utide_tidetables.txt), Kurve 7 % gleich. An der Tafel (1 Vergleich(e)) 32.0 cm RMS gegen 4.0 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Name] bei 6.97 m Hub."
harmonics/ticon/harmonics_ticon4_worldwide.txt,"IJGeul 1 (IJmuiden Stroommeetpaal), Netherlands",4.4,"Dublette: 0 m von ""IJGeul 1 (IJmuiden Stroommeetpaal), Netherlands"" (harmonics_utide_observations.txt), Kurve 9 % gleich. An der Tafel (1 Vergleich(e)) 10.2 cm RMS gegen 5.0 cm, Zeitversatz -30 gegen +0 min [Spur N, Beleg Name] bei 2.32 m Hub."
harmonics/noaa/harmonics_noaa_cptt.txt,"Imabari, Ehime, Japan",5.5,"Dublette: 562 m von ""Imabari, Ehime, Japan"" (harmonics_utide_observations.txt), Kurve 7 % gleich. An der Tafel (2 Vergleich(e)) 20.9 cm RMS gegen 1.5 cm, Zeitversatz -10 gegen +0 min [Spur N, Beleg Name] bei 3.81 m Hub."
harmonics/utide/harmonics_utide_tidetables.txt,"Immingham, England, United Kingdom",3.9,"Dublette: 0 m von ""Immingham (Humberside), England, United Kingdom"" (harmonics-dwf-20100529-nonfree_mod.txt), Kurve 3 % gleich. An der Tafel (3 Vergleich(e)) 28.6 cm RMS gegen 9.6 cm, Zeitversatz +10 gegen -10 min [Spur N, Beleg Kennung] bei 7.29 m Hub."
harmonics/att/harmonics_att_np207.txt,"Isla Observatorio (Islas de Año Nuevo), Tierra del Fuego, Argentina",3.1,"Dublette: 312 m von ""Isla Observatorio (Islas de Año Nuevo), Tierra del Fuego, Argentina"" (harmonics_utide_tidetables.txt), Kurve 3 % gleich. An der Tafel (1 Vergleich(e)) 8.9 cm RMS gegen 0.4 cm, Zeitversatz +5 gegen +1 min [Spur N, Beleg Name] bei 2.89 m Hub."
harmonics/noaa/harmonics_noaa_cptt.txt,"Kaminato (Hachijo-jima), Tokyo, Japan",6.5,"Dublette: 4 m von ""Kaminato (Hachijo-jima), Tokyo, Japan"" (harmonics_utide_observations.txt), Kurve 9 % gleich. An der Tafel (2 Vergleich(e)) 9.7 cm RMS gegen 4.6 cm, Zeitversatz -10 gegen +0 min [Spur N, Beleg Name] bei 1.48 m Hub."
harmonics/noaa/harmonics_noaa_cptt.txt,"Kannoura, Kochi, Japan",7.6,"Dublette: 0 m von ""Kannoura, Kochi, Japan"" (harmonics_utide_observations.txt), Kurve 9 % gleich. An der Tafel (2 Vergleich(e)) 15.8 cm RMS gegen 0.5 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Name] bei 2.08 m Hub."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Kishiwada, Osaka, Japan",5.9,"Dublette: 31 m von ""Kishiwada, Osaka, Japan"" (harmonics_utide_observations.txt), Kurve 0 % gleich. An der Tafel (2 Vergleich(e)) 12.8 cm RMS gegen 0.6 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Name] bei 2.18 m Hub."
harmonics/att/harmonics_att_np203_scs.txt,"Kuala Baram, Malaysia",9.3,"Dublette: 748 m von ""Kuala Baram, Malaysia"" (harmonics-1997-05-25_mod.txt), Kurve 0 % gleich. An der Tafel (1 Vergleich(e)) 16.5 cm RMS gegen 12.7 cm, Zeitversatz +10 gegen +0 min [Spur N, Beleg Name] bei 1.77 m Hub."
harmonics/noaa/harmonics_noaa_cptt.txt,"Kuala Baram, Malaysia",9.5,"Dublette: 748 m von ""Kuala Baram, Malaysia"" (harmonics-1997-05-25_mod.txt), Kurve 10 % gleich. An der Tafel (1 Vergleich(e)) 16.8 cm RMS gegen 12.7 cm, Zeitversatz -10 gegen +0 min [Spur N, Beleg Name] bei 1.77 m Hub."
harmonics/noaa/harmonics_noaa_cptt.txt,"Lahad Datu (Darvel Bay), Malaysia",7.8,"Dublette: 0 m von ""Lahad Datu (Darvel Bay), Malaysia"" (harmonics_att_np203_scs.txt), Kurve 8 % gleich. An der Tafel (1 Vergleich(e)) 15.9 cm RMS gegen 8.7 cm, Zeitversatz -10 gegen -10 min [Spur N, Beleg Name] bei 2.03 m Hub."
harmonics/utide/harmonics_utide_observations.txt,"Lerwick (Shetlands), Scotland, United Kingdom",3.4,"Dublette: 0 m von ""Lerwick (Shetlands), Scotland, United Kingdom"" (harmonics_ticon4_worldwide.txt), Kurve 2 % gleich. An der Tafel (4 Vergleich(e)) 7.9 cm RMS gegen 2.5 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Name] bei 2.33 m Hub."
harmonics/utide/harmonics_utide_observations.txt,"Lerwick (Shetlands), Scotland, United Kingdom",3.4,"Dublette: 17 m von ""Lerwick (Shetlands), Scotland, United Kingdom"" (harmonics_ticon4_worldwide.txt), Kurve 0 % gleich. An der Tafel (4 Vergleich(e)) 7.9 cm RMS gegen 2.5 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Name] bei 2.33 m Hub."
harmonics/noaa/harmonics_noaa_eutt.txt,"Les Héaux-de-Bréhat, France",3.1,"Dublette: 959 m von ""Les Héaux-de-Bréhat, France"" (harmonics_utide_tidetables.txt), Kurve 8 % gleich. An der Tafel (1 Vergleich(e)) 30.8 cm RMS gegen 9.9 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Name] bei 9.87 m Hub."
harmonics/ticon/harmonics_ticon4_worldwide.txt,"Liverpool (Gladstone Dock), England, United Kingdom",1.1,"Dublette: 0 m von ""Liverpool (Gladstone Dock), England, United Kingdom"" (harmonics-dwf-20100529-nonfree_mod.txt), Kurve 0 % gleich. An der Tafel (3 Vergleich(e)) 10.9 cm RMS gegen 7.9 cm, Zeitversatz +0 gegen -10 min [Spur N, Beleg Kennung] bei 9.86 m Hub."
harmonics/utide/harmonics_utide_observations.txt,"Liverpool, Gladstone Dock, England, United Kingdom",2.0,"Dublette: 1 m von ""Liverpool (Gladstone Dock), England, United Kingdom"" (harmonics-dwf-20100529-nonfree_mod.txt), Kurve 1 % gleich. An der Tafel (3 Vergleich(e)) 20.2 cm RMS gegen 7.9 cm, Zeitversatz +0 gegen -10 min [Spur N, Beleg Kennung] bei 9.86 m Hub."
harmonics/noaa/harmonics_noaa_amtt.txt,"Lobitos, Peru",3.4,"Dublette: 323 m von ""Lobitos, Peru"" (harmonics_utide_tidetables.txt), Kurve 9 % gleich. An der Tafel (1 Vergleich(e)) 6.9 cm RMS gegen 3.1 cm, Zeitversatz +12 gegen +5 min [Spur N, Beleg Name] bei 2.01 m Hub."
harmonics/ticon/harmonics_ticon4_worldwide.txt,"Maasmond (Stroommeetpaal), Netherlands",4.1,"Dublette: 0 m von ""Maasmond (Stroommeetpaal), Netherlands"" (harmonics_utide_observations.txt), Kurve 10 % gleich. An der Tafel (1 Vergleich(e)) 10.2 cm RMS gegen 5.0 cm, Zeitversatz -30 gegen +0 min [Spur N, Beleg Name] bei 2.50 m Hub."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Makwaziniht Island, British Columbia, Canada",4.5,"Dublette: 132 m von ""Makwaziniht Island, British Columbia, Canada"" (harmonics_utide_tidetables.txt), Kurve 0 % gleich. An der Tafel (2 Vergleich(e)) 18.7 cm RMS gegen 8.8 cm, Zeitversatz +3 gegen +4 min [Spur N, Beleg Name] bei 4.17 m Hub."
harmonics/utide/harmonics_utide_observations.txt,"Malin Head - Portmore Pier, Ireland",8.5,"Dublette: 0 m von ""Malin Head, Ireland"" (harmonics_utide_observations.txt), Kurve 1 % gleich. An der Tafel (3 Vergleich(e)) 35.5 cm RMS gegen 17.3 cm, Zeitversatz -10 gegen +0 min [Spur N, Beleg Kennung] bei 4.19 m Hub."
harmonics/utide/harmonics_utide_tidetables.txt,"Bulbinbeg, Ireland",9.6,"Dublette: 0 m von ""Malin Head, Ireland"" (harmonics_utide_observations.txt), Kurve 4 % gleich. An der Tafel (3 Vergleich(e)) 40.4 cm RMS gegen 17.3 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Kennung] bei 4.19 m Hub."
harmonics/noaa/harmonics_noaa_amtt.txt,"Mar del Plata, Buenos Aires, Argentina",21.0,"Dublette: 0 m von ""Mar del Plata, Buenos Aires, Argentina"" (harmonics_ticon4_worldwide.txt), Kurve 12 % gleich. An der Tafel (2 Vergleich(e)) 37.7 cm RMS gegen 28.9 cm, Zeitversatz -20 gegen +0 min [Spur HN, Beleg nur abgeleitet] bei 1.79 m Hub."
harmonics/noaa/harmonics_noaa_amtt.txt,"Mingan, Québec, Canada",6.9,"Dublette: 0 m von ""Mingan, Québec, Canada"" (harmonics_utide_tidetables.txt), Kurve 15 % gleich. An der Tafel (1 Vergleich(e)) 18.5 cm RMS gegen 1.7 cm, Zeitversatz -20 gegen +0 min [Spur H, Beleg Name] bei 2.68 m Hub."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Point Danger (Snapper Rocks), New South Wales, Australia",0.0,"Dublette: 11 m von ""Point Danger (Snapper Rocks), New South Wales, Australia"" (harmonics_utide_tidetables.txt), Kurve 4 % gleich. An der Tafel (1 Vergleich(e)) 12.8 cm RMS gegen 2.5 cm, Zeitversatz +11 gegen +4 min [Spur N, Beleg Name]."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Point Danger (Snapper Rocks), New South Wales, Australia",0.0,"Dublette: 932 m von ""Point Danger (Snapper Rocks), New South Wales, Australia"" (harmonics_utide_tidetables.txt), Kurve 8 % gleich. An der Tafel (1 Vergleich(e)) 12.8 cm RMS gegen 2.5 cm, Zeitversatz +11 gegen +4 min [Spur N, Beleg Name]."
harmonics/att/harmonics_att_np203_scs.txt,"Port Tilig (Lubang Island), Occidental Mindoro, Philippines",7.6,"Dublette: 0 m von ""Port Tilig (Lubang Island), Occidental Mindoro, Philippines"" (harmonics_noaa_cptt.txt), Kurve 4 % gleich. An der Tafel (1 Vergleich(e)) 13.2 cm RMS gegen 8.3 cm, Zeitversatz -10 gegen +0 min [Spur N, Beleg Name (Teilmenge)] bei 1.74 m Hub."
harmonics/noaa/harmonics_noaa_amtt.txt,"Puerto Huarmey, Peru",6.7,"Dublette: 650 m von ""Puerto Huarmey, Peru"" (harmonics_utide_tidetables.txt), Kurve 10 % gleich. An der Tafel (1 Vergleich(e)) 8.4 cm RMS gegen 2.9 cm, Zeitversatz +13 gegen +10 min [Spur N, Beleg Name] bei 1.26 m Hub."
harmonics/noaa/harmonics_noaa_amtt.txt,"Saavedra Islands (Nootka Sound), British Columbia, Canada",5.7,"Dublette: 590 m von ""Saavedra Islands (Nootka Sound), British Columbia, Canada"" (harmonics_utide_tidetables.txt), Kurve 4 % gleich. An der Tafel (1 Vergleich(e)) 29.2 cm RMS gegen 2.7 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Name] bei 5.11 m Hub."
harmonics/noaa/harmonics_noaa_eutt.txt,"Saint-Malo, France",5.1,"Dublette: 976 m von ""Saint-Malo, France"" (harmonics_utide_observations.txt), Kurve 8 % gleich. An der Tafel (2 Vergleich(e)) 60.6 cm RMS gegen 17.3 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Name] bei 11.97 m Hub."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Seabreeze Point, British Columbia, Canada",2.7,"Dublette: 0 m von ""Seabreeze Point, British Columbia, Canada"" (harmonics_utide_tidetables.txt), Kurve 4 % gleich. An der Tafel (2 Vergleich(e)) 18.8 cm RMS gegen 5.7 cm, Zeitversatz +6 gegen +1 min [Spur N, Beleg Name] bei 6.98 m Hub."
harmonics/noaa/harmonics_noaa_cptt.txt,"Semporna, Malaysia",6.9,"Dublette: 0 m von ""Semporna, Malaysia"" (harmonics_att_np203_scs.txt), Kurve 9 % gleich. An der Tafel (1 Vergleich(e)) 14.1 cm RMS gegen 9.2 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Name] bei 2.03 m Hub."
harmonics/noaa/harmonics_noaa_cptt.txt,"Shimotsu, Wakayama, Japan",5.2,"Dublette: 169 m von ""Shimotsu, Wakayama, Japan"" (harmonics_utide_observations.txt), Kurve 8 % gleich. An der Tafel (2 Vergleich(e)) 11.2 cm RMS gegen 0.5 cm, Zeitversatz -10 gegen +0 min [Spur N, Beleg Name] bei 2.15 m Hub."
harmonics/utide/harmonics_utide_tidetables.txt,"Sonora (St. Marys River), Nova Scotia, Canada",2.1,"Dublette: 13 m von ""Sonora (St. Marys River), Nova Scotia, Canada"" (harmonics-2004-06-14_mod.txt), Kurve 1 % gleich. An der Tafel (2 Vergleich(e)) 4.0 cm RMS gegen 1.9 cm, Zeitversatz +5 gegen +2 min [Spur N, Beleg Name] bei 1.87 m Hub."
harmonics/noaa/harmonics_noaa_eutt.txt,"Southend-on-Sea (Pier), England, United Kingdom",4.8,"Dublette: 1829 m von ""Southend-on-Sea (Pier), England, United Kingdom"" (harmonics_utide_tidetables.txt), Kurve 8 % gleich. An der Tafel (1 Vergleich(e)) 28.0 cm RMS gegen 12.2 cm, Zeitversatz -20 gegen -10 min [Spur N, Beleg Name] bei 5.82 m Hub."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Sprout Narrows (Franklin River), British Columbia, Canada",2.4,"Dublette: 712 m von ""Sprout Narrows (Franklin River), British Columbia, Canada"" (harmonics_utide_tidetables.txt), Kurve 2 % gleich. An der Tafel (2 Vergleich(e)) 9.4 cm RMS gegen 2.6 cm, Zeitversatz +4 gegen +1 min [Spur N, Beleg Name] bei 3.85 m Hub."
harmonics/utide/harmonics_utide_observations.txt,"St. Mary's (Isles of Scilly), England, United Kingdom",1.6,"Dublette: 0 m von ""St. Mary's (Isles of Scilly), England, United Kingdom"" (harmonics_ticon4_worldwide.txt), Kurve 1 % gleich. An der Tafel (3 Vergleich(e)) 9.8 cm RMS gegen 5.6 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Kennung] bei 5.93 m Hub."
harmonics/utide/harmonics_utide_tidetables.txt,"St. Mary's, England, United Kingdom",3.7,"Dublette: 0 m von ""St. Mary's (Isles of Scilly), England, United Kingdom"" (harmonics_ticon4_worldwide.txt), Kurve 3 % gleich. An der Tafel (3 Vergleich(e)) 21.7 cm RMS gegen 5.6 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Kennung] bei 5.93 m Hub."
harmonics/utide/harmonics_utide_observations.txt,"Stornoway (Isle of Lewis), Scotland, United Kingdom (2)",3.5,"Dublette: 10 m von ""Stornoway (Isle of Lewis), Scotland, United Kingdom"" (harmonics_utide_observations.txt), Kurve 1 % gleich. An der Tafel (4 Vergleich(e)) 18.8 cm RMS gegen 5.9 cm, Zeitversatz +0 gegen +0 min [Spur N, Beleg Kennung (Teilmenge)] bei 5.40 m Hub."
