datei,name,lat,lon,land,kurve_pct,hub_m,m2_min,m2_amp,k1_min,o1_min,klasse
harmonics_noaa_cptt.txt,"Kardamum Island, Laccadive Islands, Lakshadweep, India",11.2167,72.7667,India,24.8,1.8,247,0.7,-26,74,FES widerspricht (> 20 %)
harmonics_noaa_cptt.txt,"Cherbaniani Reef, Laccadive Islands, Lakshadweep, India",12.35,71.8833,India,23.0,2.03,206,0.74,-77,26,FES widerspricht (> 20 %)
harmonics_noaa_cptt.txt,"Cape Guardafui (Raas Caseyr), Somalia",11.8347,51.2866,Somalia,23.2,1.81,-87,1.87,-99,-101,FES widerspricht (> 20 %)
harmonics_noaa_cptt.txt,"Barawa (Brava), Somalia",1.1105,44.0344,Somalia,3.0,3.33,-6,0.99,7,9,FES passt (<= 10 %)
harmonics_noaa_cptt.txt,"Giuba River, Somalia",-0.25,42.6333,Somalia,6.0,3.55,20,1.18,31,32,FES passt (<= 10 %)
harmonics_noaa_cptt.txt,"Kismayo, Somalia",-0.386,42.5463,Somalia,2.8,3.56,-8,0.95,2,2,FES passt (<= 10 %)
harmonics_noaa_cptt.txt,"Buur Gaabo, Somalia",-1.2237,41.8429,Somalia,3.2,3.68,-3,1.09,6,6,FES passt (<= 10 %)
harmonics_noaa_cptt.txt,"Inhampura (Rio Limpopo), Mozambique",-25.1873,33.5205,Mozambique,13.8,2.72,55,0.49,11,,FES maessig (10-20 %)
harmonics_noaa_cptt.txt,"Vohemar, Madagascar",-13.3538,50.0063,Madagascar,4.3,1.73,-17,1.05,-99,-96,FES passt (<= 10 %)
harmonics_noaa_cptt.txt,"Maroantsetra, Madagascar",-15.4392,49.739,Madagascar,18.9,1.32,69,1.36,-95,-70,FES maessig (10-20 %)
harmonics_noaa_cptt.txt,"Fort Dauphin, Madagascar",-25.0269,46.9969,Madagascar,16.8,0.56,8,1.97,-278,,FES maessig (10-20 %)
harmonics_noaa_cptt.txt,"Androka, Madagascar",-25.0259,44.063,Madagascar,8.2,2.68,-8,1.21,-369,,FES passt (<= 10 %)
harmonics_noaa_cptt.txt,"Cap Ankarana, Madagascar",-20.4788,44.1157,Madagascar,5.5,4.21,-15,1.07,-205,-15,FES passt (<= 10 %)
harmonics_noaa_cptt.txt,"Nosy Maroantaly, Madagascar",-18.4167,43.9333,Madagascar,4.9,4.49,-11,1.09,-145,-12,FES passt (<= 10 %)
harmonics_noaa_cptt.txt,"Providence Island, Seychelles",-9.2305,51.0297,Seychelles,25.5,2.57,120,1.27,77,79,FES widerspricht (> 20 %)
harmonics_noaa_cptt.txt,"Gauss Station, Wilhelm II Coast, Antarctica",-66.0333,89.6333,Antarctica,16.4,1.86,-103,0.93,-133,-262,FES maessig (10-20 %)
harmonics_noaa_cptt.txt,"Mc Donald Bay, Antarctica",-66.55,93.0167,Antarctica,21.2,2.05,-154,1.11,-167,-289,FES widerspricht (> 20 %)
