klasse,name,datei,versatz_min,zwilling,zwilling_datei,zwilling_km,zwilling_gegen_fes_min,ticon_gegen_fes,je_tide,messung_min
,"Thio, New Caledonia",harmonics_ticon4_worldwide.txt,2,"Thio, New Caledonia",harmonics_utide_tidetables.txt,0.7,-3,M2-1 S2+7 K1-1 O1-12,M2+2 S2+3 K1+3 O1+2,0.0
,"Harumi, Tokyo, Japan",harmonics_ticon4_worldwide.txt,2,"Harumi, Tokyo, Japan",harmonics_utide_observations.txt,0.0,0,M2+1 S2+4 K1+2 O1-1,M2+2 S2+2 K1+3 O1+4,0.0
,"Ushuaia, Tierra del Fuego, Argentina",harmonics_ticon4_worldwide.txt,2,"Ushuaia, Tierra del Fuego, Argentina",harmonics_utide_observations.txt,0.0,-16,M2-9 K1-29 O1-15,M2+2 K1+1 O1+1,2.0
,"Wajima, Ishikawa, Japan",harmonics_ticon4_worldwide.txt,2,"Wajima, Ishikawa, Japan",harmonics_utide_observations.txt,0.01,2,M2+5 K1-3 O1+3,M2+1 K1+3 O1+1,0.0
,"Wakkanai, Hokkaido, Japan",harmonics_ticon4_worldwide.txt,2,"Wakkanai, Hokkaido, Japan",harmonics_utide_observations.txt,0.0,,K1+13 O1+11,K1-0 O1-2,0.0
,"Yaizu, Shizuoka, Japan",harmonics_ticon4_worldwide.txt,2,"Yaizu, Shizuoka, Japan",harmonics_utide_observations.txt,0.01,-4,M2-0 S2+2 K1-6 O1-12,M2+2 S2+1 K1+1 O1+1,0.0
,"Angra do Heroísmo (Terceira), Açores, Portugal",harmonics_ticon4_worldwide.txt,3,"Angra do Heroísmo (Terceira), Açores, Portugal",harmonics_att_np208_secondary.txt,0.0,-4,M2-1 S2-1 K1-10,M2+3 S2+1 K1+24,
,"Fishing Rock, New Zealand",harmonics_ticon4_worldwide.txt,3,"Fishing Rock, New Zealand",harmonics_utide_tidetables.txt,0.0,-4,M2-1 S2-2 K1+2,M2+3 S2+2 K1+30,
,"Gan, Maldives",harmonics_ticon4_worldwide.txt,3,"Addoo Atoll, Maldives",harmonics_att_np203_secondary.txt,0.58,3,M2+4 S2+4 K1-6 O1-11,M2+0 S2+1 K1-7 O1-13,
,"Hachinohe, Aomori, Japan",harmonics_ticon4_worldwide.txt,3,"Hachinohe, Aomori, Japan",harmonics_utide_observations.txt,0.0,1,M2+3 S2+3 K1+4 O1+6,M2+3 S2+2 K1+3 O1+4,0.0
,"Halifax, Nova Scotia, Canada",harmonics_ticon4_worldwide.txt,3,"Halifax, Nova Scotia, Canada",harmonics_utide_tidetables.txt,0.03,1,M2+2 S2+2 K1+3 O1+3,M2+3 S2-1 K1+7 O1-17,6.5
,"Harlingen, Netherlands",harmonics_ticon4_worldwide.txt,3,"Harlingen, Netherlands",harmonics-dwf-20100529-nonfree_mod.txt,0.0,44,M2+47 S2+49 K1+11 O1+67,M2+3 S2+4 K1+6 O1+12,
,"Fare, Huahine, French Polynesia",harmonics_ticon4_worldwide.txt,3,"Mouillage de Fare, French Polynesia",harmonics_utide_tidetables.txt,0.55,,S2-27,S2+2,0.0
,"Katsuura, Chiba, Japan",harmonics_ticon4_worldwide.txt,3,"Katsuura, Chiba, Japan",harmonics_utide_observations.txt,0.01,2,M2+6 S2+5 K1+2 O1+4,M2+3 S2+2 K1+2 O1+2,0.0
,"Pelabuhan Klang, Malaysia",harmonics_ticon4_worldwide.txt,3,"Pelabuhan Klang, Malaysia",harmonics_att_np203_scs.txt,0.0,0,M2-1 S2-1 K1-4 O1+23,M2+0 S2+1 K1-5 O1-10,
,"Kornwerderzand, Netherlands",harmonics_ticon4_worldwide.txt,3,"Kornwerderzand Waddenzee buitenhaven, Netherlands",harmonics_utide_observations.txt,0.54,25,M2+28 S2+29 K1+6 O1+45,M2+4 S2+2 K1-1 O1-0,0.0
,"Kuchinotsu, Nagasaki, Japan",harmonics_ticon4_worldwide.txt,3,"Kuchinotsu, Nagasaki, Japan",harmonics_utide_observations.txt,0.0,17,M2+8 S2+13 K1+25 O1+31,M2+3 S2+3 K1+1 O1+1,0.0
,"Uraga, Kanagawa, Japan",harmonics_ticon4_worldwide.txt,3,"Kurihama, Kanagawa, Japan",harmonics-2004-06-14_mod.txt,0.0,1,M2+6 S2+7 K1-2 O1+0,M2+5 S2-1 K1-3 O1+8,
,"Lianyungang (Port), Jiangsu, China",harmonics_ticon4_worldwide.txt,3,"Lianyungang, Jiangsu, China",harmonics_utide_tidetables.txt,0.11,0,M2+3 S2-4 K1+11 O1+6,M2+3 S2-3 K1+8 O1+7,
,"Maizuru (Higashi Ko), Kyoto, Japan",harmonics_ticon4_worldwide.txt,3,"Maizuru (Higashi Ko), Kyoto, Japan",harmonics_utide_observations.txt,0.01,-4,M2+3 K1-11 O1-2,M2+3 K1+3 O1+2,0.0
,"Mar del Plata, Buenos Aires, Argentina",harmonics_ticon4_worldwide.txt,3,"Puerto Mar del Plata, Buenos Aires, Argentina",harmonics_utide_tidetables.txt,0.01,-4,M2+5 S2+5 K1+7 O1+4,M2+2 S2+15 K1-21 O1+29,3.75
,"North Cape / Otou, New Zealand",harmonics_ticon4_worldwide.txt,3,"North Cape / Otou, New Zealand",harmonics_utide_tidetables.txt,0.0,-7,M2-4 S2-1 K1+1,M2+2 S2+6 K1-21,
,"Nuuk, Greenland",harmonics_ticon4_worldwide.txt,3,"Nuuk, Greenland",harmonics-2004-06-14_mod.txt,0.0,3,M2+1 S2+2 K1+10 O1+9,M2+3 S2+3 K1-6 O1+1,
,"Parkers Cove, Nova Scotia, Canada",harmonics_ticon4_worldwide.txt,3,"Parkers Cove, Nova Scotia, Canada",harmonics_utide_tidetables.txt,0.01,-5,M2-4 S2-1 K1-0 O1-26,M2+3 S2+2 K1+0 O1-2,0.5
,"Ponta Delgada (São Miguel), Açores, Portugal",harmonics_ticon4_worldwide.txt,3,"Ponta Delgada (São Miguel), Açores, Portugal",harmonics_att_np208.txt,0.0,-1,M2+2 S2+3 K1-1,M2+3 S2+2 K1+6,
,"Port Chalmers, Otago, New Zealand",harmonics_ticon4_worldwide.txt,3,"Port Chalmers, Otago, New Zealand",harmonics_utide_observations.txt,0.0,,M2+30 S2+39,M2+3 S2+3,0.0
,"Puerto Princesa, Palawan, Philippines",harmonics_ticon4_worldwide.txt,3,"Puerto Princesa, Philippines",harmonics_att_np203_scs.txt,0.02,-5,M2-2 S2-4 K1+0 O1-6,M2+5 S2+1 K1-2 O1-1,0.0
,"Sakata, Yamagata, Japan",harmonics_ticon4_worldwide.txt,3,"Sakata, Yamagata, Japan",harmonics_utide_observations.txt,0.0,-3,M2+3 K1-3 O1-1,M2+4 K1+1 O1+2,0.0
,"Shibushi, Kagoshima, Japan",harmonics_ticon4_worldwide.txt,3,"Shibushi, Kagoshima, Japan",harmonics-2004-06-14_mod.txt,0.0,-6,M2+1 S2+1 K1-1 O1-2,M2+1 S2+6 K1+6 O1+4,0.0
,"Miho (Shimizu), Shizuoka, Japan",harmonics_ticon4_worldwide.txt,3,"Miho (Shimizu), Shizuoka, Japan",harmonics_utide_observations.txt,0.0,-8,M2+3 S2+5 K1-14 O1-14,M2+3 S2+2 K1+4 O1+3,0.0
,"Tauranga, New Zealand",harmonics_ticon4_worldwide.txt,3,"Tauranga, Bay of Plenty, New Zealand",harmonics_utide_observations.txt,0.0,19,M2+17 S2+23 K1+32,M2+3 S2+4 K1+3,0.0
,"Pituffik Space Base, Greenland",harmonics_ticon4_worldwide.txt,3,"Pituffik Space Base, Greenland",harmonics-2004-06-14_mod.txt,0.0,-3,M2-2 S2-0 K1+1 O1+26,M2-1 S2+6 K1+17 O1+6,
,"Hiroo (Tokachi), Hokkaido, Japan",harmonics_ticon4_worldwide.txt,3,"Hiroo (Tokachi), Hokkaido, Japan",harmonics_utide_observations.txt,0.01,2,M2+4 S2+4 K1-2 O1+25,M2+3 S2+2 K1+4 O1+3,0.0
,"Trieste, Italy",harmonics_ticon4_worldwide.txt,3,"Trieste, Italy",harmonics_utide_observations.txt,0.0,6,M2+5 S2+5 K1+12 O1+11,M2+3 S2+3 K1+3 O1-1,
,"Anewa Bay, North Solomons, Papua New Guinea",harmonics_ticon4_worldwide.txt,4,"Anewa Bay, North Solomons, Papua New Guinea",harmonics-2004-06-14_mod.txt,0.0,-2,M2+1 S2+3 K1+7 O1+4,M2+4 S2+4 K1+4 O1+7,0.0
,"Arun Platform (Littlehampton), England, United Kingdom",harmonics_ticon4_worldwide.txt,4,"Arun Platform (Littlehampton), England, United Kingdom",harmonics_utide_observations.txt,0.0,-5,M2-1 S2-0 K1-6,M2+4 S2+4 K1+2,
,"Avilés, Spain",harmonics_ticon4_worldwide.txt,4,"Avilés, Spain",harmonics_utide_tidetables.txt,0.02,5,M2+8 S2+9 K1+20 O1+13,M2+4 S2+4 K1+5 O1+13,
,"Beihai, Guangxi, China",harmonics_ticon4_worldwide.txt,4,"Beihai, Guangxi, China",harmonics_utide_tidetables.txt,0.0,-9,M2+0 S2-5 K1-11 O1-6,M2+5 S2+4 K1+2 O1+3,
,"Santa Cruz das Flores, Açores, Portugal",harmonics_ticon4_worldwide.txt,4,"Santa Cruz das Flores, Açores, Portugal",harmonics_att_np208_secondary.txt,0.0,6,M2+9 S2+7 K1+25,M2+3 S2+1 K1+134,
,"Fukaura, Aomori, Japan",harmonics_ticon4_worldwide.txt,4,"Fukaura, Aomori, Japan",harmonics_utide_observations.txt,0.0,-7,M2-0 K1-3 O1-2,M2+4 K1+5 O1+5,0.0
,"Ishikari, Hokkaido, Japan",harmonics_ticon4_worldwide.txt,4,"Ishikari, Hokkaido, Japan",harmonics_utide_observations.txt,0.0,1,M2+4 K1+4 O1+10,M2+4 K1+5 O1+6,0.0
,"Teluk Yu (Langkawi), Malaysia",harmonics_ticon4_worldwide.txt,4,"Teluk Ewa (Langkawi), Malaysia",harmonics_att_np203_scs.txt,0.39,-2,M2-1 S2-2 K1+6 O1-7,M2-0 S2+2 K1+0 O1+5,
,"Tanjung Telang (Langkawi), Malaysia",harmonics_ticon4_worldwide.txt,4,"Teluk Ewa (Langkawi), Malaysia",harmonics_att_np203_scs.txt,0.38,-2,M2-1 S2-1 K1+3 O1-8,M2+0 S2+2 K1-3 O1+4,
,"Daliang, Liaoning, China",harmonics_ticon4_worldwide.txt,4,"Dalian (Laohutan), Liaoning, China",harmonics_utide_tidetables.txt,0.04,-6,M2-5 S2-4 K1-5 O1-1,M2+5 S2+5 K1-3 O1-1,
,"Lottin Point, New Zealand",harmonics_ticon4_worldwide.txt,4,"Lottin Point / Wakatiri, New Zealand",harmonics_utide_tidetables.txt,0.04,-3,M2-1 S2+0 K1+26,M2+2 S2+3 K1+61,
,"Nezugaseki, Yamagata, Japan",harmonics_ticon4_worldwide.txt,4,"Nezugaseki, Yamagata, Japan",harmonics_utide_observations.txt,0.0,-1,M2+5 K1+3 O1+5,M2+3 K1+4 O1+5,0.0
,"Ominato, Aomori, Japan",harmonics_ticon4_worldwide.txt,4,"Ominato, Aomori, Japan",harmonics_utide_observations.txt,0.0,64,M2+14 S2+13 K1+120 O1+148,M2+5 S2+5 K1+1 O1-1,0.0
,"Ste-Anne-Des-Monts, Québec, Canada",harmonics_ticon4_worldwide.txt,4,"Sainte-Anne-des-Monts, Québec, Canada",harmonics_utide_tidetables.txt,0.0,-3,M2+3 S2+2 K1-1 O1-0,M2+4 S2+5 K1+3 O1+10,1.0
,"Tajiri, Tottori, Japan",harmonics_ticon4_worldwide.txt,4,"Tajiri, Tottori, Japan",harmonics_utide_observations.txt,0.0,-3,M2+1 K1-9 O1+1,M2+4 K1+4 O1+3,0.0
,"Wellington, Wellington, New Zealand",harmonics_ticon4_worldwide.txt,4,"Wellington, Wellington, New Zealand",harmonics_utide_observations.txt,0.0,,M2-0 O1+28,M2+5 O1+11,0.0
,"Wexford, Ireland",harmonics_ticon4_worldwide.txt,4,"Wexford, Ireland",harmonics_utide_observations.txt,0.0,47,M2+40 S2+58 K1+48 O1+42,M2+3 S2+4 K1-2 O1-2,10.0
,"Pictou, Nova Scotia, Canada",harmonics_ticon4_worldwide.txt,5,"Pictou, Nova Scotia, Canada",harmonics_utide_tidetables.txt,0.01,16,M2+28 S2+25 K1+15 O1+18,M2+5 S2+4 K1+12 O1+6,2.25
,"Port Louis, Mauritius",harmonics_ticon4_worldwide.txt,5,"Port Louis, Mauritius",harmonics_att_np203_secondary.txt,0.02,-28,M2+1 S2-6 K1-44 O1-43,M2+3 S2+4 K1+2 O1+4,
,"Toba, Mie, Japan",harmonics_ticon4_worldwide.txt,5,"Toba, Mie, Japan",harmonics_utide_observations.txt,0.0,-8,M2-2 S2-2 K1-3 O1-9,M2+4 S2+5 K1+7 O1+7,0.0
,"Bluff, Southland, New Zealand",harmonics_ticon4_worldwide.txt,6,"Bluff, Southland, New Zealand",harmonics-2004-06-14_mod.txt,0.0,43,M2+48 S2+51 O1+63,M2+5 S2+10 O1+3,0.0
,"Boat Cove, New Zealand",harmonics_ticon4_worldwide.txt,6,"Boat Cove, New Zealand",harmonics_utide_tidetables.txt,0.0,-4,M2+2 S2+7 K1+31,M2+6 S2+5 K1+38,
,"Jinjidao Island (Kanmen Gang), Zhejiang, China",harmonics_ticon4_worldwide.txt,6,"Kanmen, Zhejiang, China",harmonics_utide_tidetables.txt,1.84,-7,M2-1 S2+1 K1-1 O1-6,M2+7 S2+6 K1+2 O1+2,
,"Port Ellen (Islay), Scotland, United Kingdom",harmonics_ticon4_worldwide.txt,6,"Port Ellen (Islay), Scotland, United Kingdom",harmonics_utide_observations.txt,0.02,-4,M2+7 S2-30 K1+18 O1-5,M2+7 S2+3 K1+12 O1+4,0.0
,"Knysna, South Africa",harmonics_ticon4_worldwide.txt,7,"Knysna, South Africa",harmonics_att_np203_secondary.txt,0.0,3,M2-4 S2+10 K1+15,M2+4 S2+7 K1+6,-20.0
,"Nuku'alofa, Tonga",harmonics_ticon4_worldwide.txt,7,"Nuku'alofa, Tonga",harmonics-1997-05-25_mod.txt,0.0,-29,M2+8 S2-16 K1-24 O1-49,M2+9 S2-9 K1+26 O1+3,
,"Adelaide Inner Harbour, South Australia, Australia",harmonics_ticon4_worldwide.txt,7,"Port Adelaide, South Australia, Australia",harmonics-1997-05-25_mod.txt,1.8,-5,M2-5 S2+3 K1-3 O1+5,M2+9 S2+5 K1+4 O1-0,
,"Fenit (Tralee), Ireland",harmonics_ticon4_worldwide.txt,8,"Fenit (Tralee), Ireland",harmonics_utide_tidetables.txt,0.0,,M2+5 S2+5 K1+6 O1+11,M2+10 S2+4,-10.0
,"Port, South Australia, Australia",harmonics_ticon4_worldwide.txt,8,"Port Alma, Queensland, Australia",harmonics-2004-06-14_mod.txt,0.19,2,M2+9 S2+10 K1+7 O1+1,M2+8 S2+8 K1+3 O1+1,
,"Rotterdam, Netherlands",harmonics_ticon4_worldwide.txt,8,"Rotterdam, Nieuwe Maas, Boerengat, Netherlands",harmonics_utide_observations.txt,0.18,51,M2+48 S2+39 K1+81 O1+70,M2+8 S2+8 K1+5 O1+7,10.0
,"Tanjong Pagar, Singapore",harmonics_ticon4_worldwide.txt,9,"Tanjong Pagar, Singapore",harmonics_att_np203_scs.txt,0.0,1,M2+6 S2+4 K1+35 O1+28,M2+4 S2+5 K1+30 O1+34,
,"Lusi, Jiangsu, China",harmonics_ticon4_worldwide.txt,9,"Lusi, Jiangsu, China",harmonics_utide_tidetables.txt,0.0,0,M2+19 S2+18 K1+3 O1-35,M2+7 S2+12 K1+10 O1+9,
,"Palermo, Italy",harmonics_ticon4_worldwide.txt,9,"Palermo, Sicily, Italy",harmonics_att_np208.txt,0.0,-8,M2-1 S2+0,M2+7 S2+11,
,"Hososhima (Hyuga), Miyazaki, Japan",harmonics_ticon4_worldwide.txt,10,"Hososhima (Hyuga), Miyazaki, Japan",harmonics_utide_observations.txt,0.0,-3,M2+14 S2+13 K1+1 O1+4,M2+10 S2+10 K1+11 O1+13,10.0
,"Tawau, Malaysia",harmonics_ticon4_worldwide.txt,10,"Tawau, Malaysia",harmonics_att_np203_scs.txt,0.0,-18,M2-2 S2-0 K1+5 O1-15,M2+9 S2-5 K1+30 O1+105,
,"Moçâmedes (Namibe), Angola",harmonics_ticon4_worldwide.txt,13,"Moçâmedes (Namibe), Angola",harmonics_att_np208_secondary.txt,0.0,-8,M2+4 S2+6 K1+5,M2+12 S2+8 K1+40,
,"Sibolga, Indonesia",harmonics_ticon4_worldwide.txt,15,"Sibolga, Indonesia",harmonics_att_np203_scs.txt,0.0,-7,M2+2 S2+9 K1+18 O1+13,M2+23 S2+2 K1+77 O1-156,10.0
,"Alexandria (Al Iskandariyah), Egypt",harmonics_ticon4_worldwide.txt,19,"Alexandria (Al Iskandariyah), Egypt",harmonics_utide_observations.txt,0.0,,M2+28 S2+28,M2+20 S2+18,20.0
,"Antalya, Turkey",harmonics_ticon4_worldwide.txt,21,"Antalya, Turkey",harmonics_utide_observations.txt,0.0,,M2-4 S2-14,M2+23 S2+16,
,"Kugluktuk (Coppermine), Nunavut, Canada",harmonics_ticon4_worldwide.txt,22,"Kugluktuk (Coppermine), Nunavut, Canada",harmonics-2004-06-14_mod.txt,0.0,,K1+56,K1+35,
,"Bremervörde UW (Oste), Germany",harmonics_ticon4_worldwide.txt,25,"Bremervörde UW (Oste), Germany",harmonics_utide_observations.txt,0.0,321,M2+348 S2+331 O1+681,M2+27 S2+25 O1+3,30.0
