klasse,name,datei,versatz_min,zwilling,zwilling_datei,zwilling_km,zwilling_gegen_fes_min,ticon_gegen_fes,je_tide,messung_min
,"Aomori, Aomori, Japan",harmonics_ticon4_worldwide.txt,-1,"Aomori, Aomori, Japan",harmonics_utide_observations.txt,0.0,63,M2+10 S2+11 K1+115 O1+146,M2-1 S2-1 K1-0 O1+1,0.0
,"Bedford Institute, Nova Scotia, Canada",harmonics_ticon4_worldwide.txt,-1,"Bedford Institute, Nova Scotia, Canada",harmonics_utide_observations.txt,0.02,5,M2+4 S2+6 K1+2 O1+8,M2-0 S2-1 K1+3 O1+2,0.0
,"Brisbane Bar, Queensland, Australia",harmonics_ticon4_worldwide.txt,-1,"Brisbane Bar, Queensland, Australia",harmonics_utide_observations.txt,0.01,-3,M2-2 S2-3 K1-8 O1-1,M2-1 S2+0 K1-1 O1+1,0.0
,"Caldera, Chile",harmonics_ticon4_worldwide.txt,-1,"Caldera, Chile",harmonics_utide_observations.txt,0.0,3,M2+1 S2+2 K1+2 O1+1,M2-1 S2-1 K1-1 O1-2,0.0
,"Chendering, Malaysia",harmonics_ticon4_worldwide.txt,-1,"Chendering, Malaysia",harmonics_att_np203_scs.txt,0.0,3,M2-0 S2-2 K1+1 O1+2,M2+2 S2-0 K1-8 O1-6,
,"Nouméa, New Caledonia",harmonics_ticon4_worldwide.txt,-1,"Nouméa - Chaleix, New Caledonia",harmonics_utide_tidetables.txt,0.18,6,M2+7 S2+12 K1+5 O1-5,M2-1 S2-1 K1+0 O1+1,0.0
,"Kochi (Willingdon Island), Kerala, India",harmonics_ticon4_worldwide.txt,-1,"Kochi (Willingdon Island), Kerala, India",harmonics_utide_observations.txt,0.0,38,M2+27 S2+22 K1+33 O1+54,M2-0 S2+8 K1-16 O1+0,10.0
,"Deal, England, United Kingdom",harmonics_ticon4_worldwide.txt,-1,"Deal, England, United Kingdom",harmonics_utide_observations.txt,0.0,4,M2-1 S2-0 K1+37 O1-1,M2-0 S2-1 K1-9 O1-9,-10.0
,"Dundalk, Ireland",harmonics_ticon4_worldwide.txt,-1,"Dundalk, Ireland",harmonics_utide_tidetables.txt,0.0,24,M2+14 S2+23 K1+72 O1+65,M2-4 S2+7 K1+42 O1+25,0.0
,"KuGompo City (East London), South Africa",harmonics_ticon4_worldwide.txt,-1,"KuGompo City (East London), South Africa",harmonics_utide_observations.txt,0.0,1,M2-2 S2-0 K1+4,M2-0 S2-1 K1-0,-10.0
,"Hanga Roa, Isla de Pascua (Easter), Chile",harmonics_ticon4_worldwide.txt,-1,"Hanga Roa, Isla de Pascua (Easter), Chile",harmonics-2004-06-14_mod.txt,0.0,-1,M2+2 S2-2 K1+6 O1-12,M2-3 S2+1 K1+3 O1-5,
,"Esashi, Hokkaido, Japan",harmonics_ticon4_worldwide.txt,-1,"Esashi, Hokkaido, Japan",harmonics_utide_observations.txt,0.0,-10,M2-5 S2+2 K1-26 O1-17,M2-1 S2-2 K1-2 O1+0,0.0
,"Shinminato (Horioka), Toyama, Japan",harmonics_ticon4_worldwide.txt,-1,"Shinminato (Horioka), Toyama, Japan",harmonics_utide_observations.txt,0.01,-1,M2-0 K1-14 O1-3,M2+0 K1-2 O1-2,0.0
,"Hammerfest, Norway",harmonics_ticon4_worldwide.txt,-1,"Hammerfest, Norway",harmonics_utide_observations.txt,0.0,8,M2+0 S2+1 K1+18 O1+11,M2-1 S2-2 K1-4 O1-3,0.0
,"Hondoseto, Kumamoto, Japan",harmonics_ticon4_worldwide.txt,-1,"Hondoseto, Kumamoto, Japan",harmonics_utide_observations.txt,0.0,3,M2+7 S2+13 K1-2 O1-9,M2-1 S2-1 K1-0 O1+0,0.0
,"Îles du Salut, French Guiana",harmonics_ticon4_worldwide.txt,-1,"Îles du Salut, French Guiana",harmonics-1997-05-25_mod.txt,0.0,8,M2+1 S2+4 K1+1 O1+4,M2-1 S2+2 K1-13 O1-12,0.0
,"Izuhara, Nagasaki, Japan",harmonics_ticon4_worldwide.txt,-1,"Izuhara, Nagasaki, Japan",harmonics_utide_observations.txt,0.0,3,M2+0 S2+2 K1-0 O1-0,M2-0 S2+0 K1-4 O1-3,0.0
,"Yokohama (Shinko), Kanagawa, Japan",harmonics_ticon4_worldwide.txt,-1,"Yokohama (Shinko), Kanagawa, Japan",harmonics_utide_observations.txt,0.0,0,M2+3 S2+4 K1-5 O1-5,M2-0 S2-1 K1-2 O1-2,0.0
,"Karachi, Pakistan",harmonics_ticon4_worldwide.txt,-1,"Karachi, Pakistan",harmonics_utide_observations.txt,0.0,6,M2+6 S2+6 K1+5 O1+3,M2-1 S2-1 K1-1 O1-1,
,"Kanda, Fukuoka, Japan",harmonics_ticon4_worldwide.txt,-1,"Kanda, Fukuoka, Japan",harmonics_utide_observations.txt,0.0,-1,M2-6 S2-10 K1+2 O1+13,M2-1 S2-1 K1-1 O1-0,0.0
,"Kashiwazaki, Niigata, Japan",harmonics_ticon4_worldwide.txt,-1,"Kashiwazaki, Niigata, Japan",harmonics_utide_observations.txt,0.0,3,M2+3 K1-5 O1+2,M2-1 K1-1 O1-2,0.0
,"Keizersveer (Bergsche Maas), Netherlands",harmonics_ticon4_worldwide.txt,-1,"Hank, Bergsche Maas, Netherlands",harmonics_utide_observations.txt,0.12,,M2+210,M2-1,
,"Kobe, Hyogo, Japan",harmonics_ticon4_worldwide.txt,-1,"Kobe, Hyogo, Japan",harmonics_utide_observations.txt,0.0,8,M2+4 S2+1 K1+10 O1+17,M2-1 S2-0 K1-0 O1-0,0.0
,"Tanjung Gelang (Kuantan Port), Malaysia",harmonics_ticon4_worldwide.txt,-1,"Tanjung Gelang (Kuantan Port), Malaysia",harmonics_att_np203_scs.txt,0.0,5,M2+3 S2+0 K1+4 O1+3,M2+2 S2-1 K1-7 O1-6,
,"Kumamoto, Kumamoto, Japan",harmonics_ticon4_worldwide.txt,-1,"Kumamoto, Kumamoto, Japan",harmonics_utide_observations.txt,0.0,1,M2-7 S2-14 K1+7 O1+18,M2-1 S2-2 K1-1 O1-0,0.0
,"Kushimoto, Wakayama, Japan",harmonics_ticon4_worldwide.txt,-1,"Kushimoto, Wakayama, Japan",harmonics_utide_observations.txt,0.0,-4,M2+3 S2+2 K1-10 O1-10,M2-1 S2+0 K1+0 O1+0,0.0
,"Kutsugata (Rishiri-to), Hokkaido, Japan",harmonics_ticon4_worldwide.txt,-1,"Kutsugata (Rishiri-to), Hokkaido, Japan",harmonics_utide_observations.txt,0.0,1,M2-1 K1-2 O1+3,M2-2 K1+0 O1+0,0.0
,"La Paz (Cuarta Zona Naval), Baja California Sur, Mexico",harmonics_ticon4_worldwide.txt,-1,"La Paz (Cuarta Zona Naval), Baja California Sur, Mexico",harmonics_utide_observations.txt,0.01,31,M2+30 S2+30 K1+27 O1+31,M2-1 S2-1 K1-0 O1-0,-80.0
,"Seeadler Harbor, Manus, Admiralty Islands, Papua New Guinea",harmonics_ticon4_worldwide.txt,-1,"Seeadler Harbor, Manus, Admiralty Islands, Papua New Guinea",harmonics-1997-05-25_mod.txt,0.0,9,M2+5 S2-8 K1+1 O1+6,M2+22 S2-21 K1-4 O1-19,0.0
,"Marsden Point, Northland, New Zealand",harmonics_ticon4_worldwide.txt,-1,"Marsden Point, Northland, New Zealand",harmonics_utide_observations.txt,0.0,13,M2+8 S2+14 K1+13,M2-1 S2+1 K1-2,-5.0
,"Turtle Head, Torres Strait",harmonics_ticon4_worldwide.txt,-1,"Nardana Patches, Queensland, Australia",harmonics_utide_tidetables.txt,0.86,14,M2+4 S2+10 K1+21 O1+20,M2-27 S2-6 K1+10 O1+18,17.0
,"Narvik, Norway",harmonics_ticon4_worldwide.txt,-1,"Narvik, Norway",harmonics_utide_observations.txt,0.0,0,M2-3 S2+1 K1-4 O1+8,M2-0 S2-1 K1+0 O1-6,0.0
,"Nelson, New Zealand",harmonics_ticon4_worldwide.txt,-1,"Nelson, Nelson, New Zealand",harmonics_utide_observations.txt,0.0,6,M2+5 S2+4 K1+12,M2-1 S2-1 K1-1,5.0
,"Odawara, Kanagawa, Japan",harmonics_ticon4_worldwide.txt,-1,"Odawara, Kanagawa, Japan",harmonics_utide_observations.txt,0.0,-3,M2+0 S2+1 K1-11 O1-8,M2-1 S2-0 K1+1 O1-1,0.0
,"Oshoro, Hokkaido, Japan",harmonics_ticon4_worldwide.txt,-1,"Oshoro, Hokkaido, Japan",harmonics_utide_observations.txt,0.01,0,M2-2 K1-2 O1+4,M2-1 K1+1 O1+0,0.0
,"Port Tudy (Île de Groix), France",harmonics_ticon4_worldwide.txt,-1,"Port Tudy (Île de Groix), France",harmonics_utide_observations.txt,0.0,2,M2+0 S2-0 K1+5 O1+3,M2-0 S2-1 K1-0 O1-1,0.0
,"Puerto Deseado, Santa Cruz, Argentina",harmonics_ticon4_worldwide.txt,-1,"Puerto Deseado, Santa Cruz, Argentina",harmonics_utide_observations.txt,0.01,15,M2+2 S2+7 K1+21 O1+22,M2-1 S2-1 K1-1 O1+0,2.0
,"Reihoku (Shimoshima), Kumamoto, Japan",harmonics_ticon4_worldwide.txt,-1,"Reihoku (Shimoshima), Kumamoto, Japan",harmonics_utide_observations.txt,0.0,2,M2-0 S2+0 K1+4 O1+6,M2-1 S2-1 K1+1 O1-1,0.0
,"Rikitea, Mangareva, Gambier Islands",harmonics_ticon4_worldwide.txt,-1,"Rikitea, French Polynesia",harmonics_utide_tidetables.txt,0.25,,M2+5 S2+3,M2-0 S2-3,0.0
,"Saint-Jean-de-Luz (Socoa), France",harmonics_ticon4_worldwide.txt,-1,"Saint-Jean-de-Luz (Socoa), France",harmonics_utide_observations.txt,0.0,11,M2+1 S2+2 K1+20 O1+16,M2-1 S2-1 K1-3 O1-3,0.0
,"San Quintin (Campo La Chorera), Baja California, Mexico",harmonics_ticon4_worldwide.txt,-1,"San Quintin (Campo La Chorera), Baja California, Mexico",harmonics_utide_observations.txt,0.0,28,M2-23 S2+63 K1+38 O1+17,M2-1 S2-1 K1-0 O1-0,-30.0
,"Schiermonnikoog, Netherlands",harmonics_ticon4_worldwide.txt,-1,"Schiermonnikoog, Waddenzee, Netherlands",harmonics_utide_observations.txt,0.0,5,M2+5 S2+2 K1-2 O1+10,M2-1 S2-1 K1-3 O1-1,
,"Sunatsu (Kitakyushu), Fukuoka, Japan",harmonics_ticon4_worldwide.txt,-1,"Sunatsu (Kitakyushu), Fukuoka, Japan",harmonics-2004-06-14_mod.txt,0.01,-27,M2-24 S2-18 K1-28 O1-29,M2-1 S2-4 K1+5 O1+2,0.0
,"Tadoussac, Québec, Canada",harmonics_ticon4_worldwide.txt,-1,"Tadoussac, Québec, Canada",harmonics_utide_tidetables.txt,0.0,17,M2+22 S2+20 K1+9 O1+15,M2-1 S2-1 K1-3 O1+1,0.0
,"Timaru Harbour, New Zealand",harmonics_ticon4_worldwide.txt,-1,"Timaru, Canterbury, New Zealand",harmonics_utide_observations.txt,0.0,0,M2-1 S2-0 K1-4,M2-1 S2-2 K1-3,-5.0
,"Kampung Tektek (Pulau Tioman), Malaysia",harmonics_ticon4_worldwide.txt,-1,"Kampung Tektek (Pulau Tioman), Malaysia",harmonics_att_np203_scs.txt,0.0,-4,M2-4 S2-8 K1-5 O1-6,M2+1 S2-0 K1-6 O1-3,
,"Tobishima, Yamagata, Japan",harmonics_ticon4_worldwide.txt,-1,"Tobishima, Yamagata, Japan",harmonics_utide_observations.txt,0.01,-3,M2-1 K1-8 O1-4,M2-0 K1-0 O1-0,0.0
,"Topolobampo, Sinaloa, Mexico",harmonics_ticon4_worldwide.txt,-1,"Topolobampo, Sinaloa, Mexico",harmonics_utide_observations.txt,0.0,57,M2+62 S2+63 K1+51 O1+51,M2-1 S2-0 K1-1 O1-1,-50.0
,"Tsushimahitakatsu, Nagasaki, Japan",harmonics_ticon4_worldwide.txt,-1,"Tsushimahitakatsu, Nagasaki, Japan",harmonics_utide_observations.txt,0.0,20,M2-4 S2-5 K1+51 O1+41,M2-1 S2-1 K1-0 O1-3,0.0
,"Vardø, Norway",harmonics_ticon4_worldwide.txt,-1,"Vardø, Norway",harmonics_utide_observations.txt,0.06,2,M2+1 S2-0 K1+12,M2-0 S2-2 K1-3,0.0
,"Visakhapatnam, Andhra Pradesh, India",harmonics_ticon4_worldwide.txt,-1,"Vishakhapatnam, Andhra Pradesh, India",harmonics_att_np203_secondary.txt,0.0,2,M2-1 S2-2 K1+4 O1-11,M2-2 S2-3 K1-4 O1+4,0.0
,"Walvis Bay, Namibia",harmonics_ticon4_worldwide.txt,-1,"Walvis Bay, Namibia",harmonics_att_np208.txt,0.0,0,M2+0 S2+1 K1-4,M2+0 S2-0 K1-4,
,"West Bay (Bridport), England, United Kingdom",harmonics_ticon4_worldwide.txt,-1,"West Bay (Bridport), England, United Kingdom",harmonics_literature.txt,0.0,0,M2-1 S2-1 K1-9 O1-3,M2-1 S2-1 K1-1 O1-6,-10.0
,"Iluka, New South Wales, Australia",harmonics_ticon4_worldwide.txt,-1,"Yamba, New South Wales, Australia",harmonics-2004-06-14_mod.txt,1.73,10,M2+9 S2+10 K1+12 O1+11,M2-1 S2-1 K1+2 O1+10,
,"Yatushiro, Kumamoto, Japan",harmonics_ticon4_worldwide.txt,-1,"Yatushiro, Kumamoto, Japan",harmonics_utide_observations.txt,0.01,1,M2+5 S2+7 K1-4 O1-11,M2-1 S2-1 K1-0 O1+0,0.0
,"Ålesund, Norway",harmonics_ticon4_worldwide.txt,0,"Ålesund, Norway",harmonics_utide_observations.txt,0.0,1,M2+1 S2+1 K1+4 O1-0,M2+0 S2-0 K1+1 O1-2,0.0
,"Aberdeen, Scotland, United Kingdom",harmonics_ticon4_worldwide.txt,0,"Aberdeen, Scotland, United Kingdom",harmonics_utide_observations.txt,0.0,-2,M2-1 S2-0 K1+2 O1-4,M2+0 S2-0 K1+4 O1+4,0.0
,"Acajutla, El Salvador",harmonics_ticon4_worldwide.txt,0,"Acajutla, El Salvador",harmonics_utide_observations.txt,0.0,-1,M2-2 S2+1 K1-4 O1+1,M2-1 S2+1 K1-1 O1+0,0.0
,"Sittwe (Akyab), Myanmar",harmonics_ticon4_worldwide.txt,0,"Sittwe (Akyab), Myanmar",harmonics_utide_observations.txt,0.0,19,M2+15 S2+4 K1+20 O1+37,M2+0 S2+0 K1-4 O1+4,0.0
,"Kominato (Amami Oshima), Kagoshima, Japan",harmonics_ticon4_worldwide.txt,0,"Kominato (Amami Oshima), Kagoshima, Japan",harmonics_utide_observations.txt,0.0,-12,M2-2 S2-0 K1-22 O1-28,M2+0 S2-0 K1-0 O1+0,0.0
,"Ambon, Maluku, Indonesia",harmonics_ticon4_worldwide.txt,0,"Ambon, Maluku, Indonesia",harmonics_utide_observations.txt,0.0,11,M2-1 S2+1 K1+28 O1+20,M2-0 S2-0 K1-0 O1+0,-10.0
,"Andenes, Norway",harmonics_ticon4_worldwide.txt,0,"Andenes, Norway",harmonics_utide_observations.txt,0.0,8,M2-4 S2-0 K1+14 O1+18,M2-0 S2-0 K1-2 O1-0,0.0
,"Aohama, Fukuoka, Japan",harmonics_ticon4_worldwide.txt,0,"Aohama, Fukuoka, Japan",harmonics_utide_observations.txt,0.0,0,M2-6 S2-10 K1+6 O1+17,M2+0 S2-0 K1+1 O1+1,0.0
,"Georgetown, Ascension Island",harmonics_ticon4_worldwide.txt,0,"Georgetown, Ascension Island",harmonics_att_np208.txt,0.0,4,M2+2 S2-2 K1+2,M2+3 S2-6 K1-2,-410.0
,"Audierne, France",harmonics_ticon4_worldwide.txt,0,"Audierne, France",harmonics_utide_observations.txt,0.0,11,M2+8 S2+8 K1+13 O1+15,M2+0 S2-0 K1-1 O1+0,0.0
,"Awashima, Niigata, Japan",harmonics_ticon4_worldwide.txt,0,"Awashima, Niigata, Japan",harmonics_utide_observations.txt,0.0,-4,M2-1 K1-6 O1-4,M2+0 K1+0 O1-1,0.0
,"Awayuki, Tokushima, Japan",harmonics_ticon4_worldwide.txt,0,"Awayuki, Tokushima, Japan",harmonics_utide_observations.txt,0.0,-4,M2-2 S2-2 K1-7 O1-7,M2+0 S2-0 K1-1 O1-2,0.0
,"Bahía de los Ángeles, Baja California, Mexico",harmonics_ticon4_worldwide.txt,0,"Bahia de los Angeles, Baja California, Mexico",harmonics_utide_observations.txt,0.0,1,M2-1 S2+0 K1+2 O1+0,M2-0 S2-0 K1-0 O1-0,-30.0
,"Benoa, Bali, Indonesia",harmonics_ticon4_worldwide.txt,0,"Benoa, Bali, Indonesia",harmonics_utide_observations.txt,0.0,9,M2+4 S2+3 K1+21 O1+16,M2+0 S2+0 K1+0 O1+0,0.0
,"Beppu, Oita, Japan",harmonics_ticon4_worldwide.txt,0,"Beppu, Oita, Japan",harmonics_utide_observations.txt,0.0,10,M2+6 S2+8 K1+12 O1+18,M2+0 S2-1 K1+0 O1+1,0.0
,"Bergen, Norway",harmonics_ticon4_worldwide.txt,0,"Bergen, Norway",harmonics_utide_observations.txt,0.01,,M2+15 S2+9,M2+1 S2-2,0.0
,"Bodø, Norway",harmonics_ticon4_worldwide.txt,0,"Bodø, Norway",harmonics_utide_observations.txt,0.0,-3,M2-7 S2-0 K1-5 O1-0,M2+1 S2-1 K1+3 O1-8,0.0
,"Sanlúcar de Barrameda (Bonanza / Guadalquivir), Spain",harmonics_ticon4_worldwide.txt,0,"Sanlúcar de Barrameda (Bonanza / Guadalquivir), Spain",harmonics_puertos_spain.txt,0.0,-12,M2-39 S2-38 K1+14 O1+23,M2-0 S2+0 K1+1 O1+0,
,"Brighton, England, United Kingdom",harmonics_ticon4_worldwide.txt,0,"Brighton Marina, England, United Kingdom",harmonics_literature.txt,0.0,1,M2+0 S2+0 K1-2,M2-0 S2-0 K1-2,-10.0
,"Cebu, Philippines",harmonics_ticon4_worldwide.txt,0,"Cebu, Philippines",harmonics_utide_observations.txt,0.11,5,M2+8 S2+9 K1+2 O1-1,M2-0 S2+0 K1-0 O1+0,0.0
,"Isla de Cedros, Baja California, Mexico",harmonics_ticon4_worldwide.txt,0,"Isla de Cedros, Baja California, Mexico",harmonics_utide_observations.txt,0.0,2,M2+2 S2+0 K1+4 O1+3,M2+0 S2-0 K1-0 O1+0,-40.0
,"Waitangi, Chatham Island, New Zealand",harmonics_ticon4_worldwide.txt,0,"Waitangi, Chatham Islands, New Zealand",harmonics_utide_observations.txt,0.0,1,M2+0 K1+20 O1-35,M2-0 K1+1 O1+1,0.0
,"Cherbourg-en-Cotentin, France",harmonics_ticon4_worldwide.txt,0,"Cherbourg-en-Cotentin, France",harmonics_utide_observations.txt,0.0,-1,M2-1 S2-2 K1+2 O1-4,M2-0 S2-1 K1-1 O1+0,0.0
,"Chiba Light, Chiba, Japan",harmonics_ticon4_worldwide.txt,0,"Chiba Light, Chiba, Japan",harmonics_utide_observations.txt,0.0,-2,M2+1 S2+3 K1-4 O1-4,M2+0 S2+0 K1+0 O1+1,0.0
,"Chofu (Shimonoseki), Yamaguchi, Japan",harmonics_ticon4_worldwide.txt,0,"Chofu (Shimonoseki), Yamaguchi, Japan",harmonics_utide_observations.txt,0.0,0,M2-6 S2-11 K1+6 O1+16,M2+0 S2-1 K1+0 O1+0,0.0
,"Christmas Island, Australia",harmonics_ticon4_worldwide.txt,0,"Christmas Island, Australia",harmonics_utide_observations.txt,0.0,-3,M2-4 S2-1 K1-1 O1-6,M2+0 S2+0 K1-0 O1+1,
,"Saint-Jean-de-Luz (Ciboure), France",harmonics_ticon4_worldwide.txt,0,"Saint-Jean-de-Luz (Ciboure), France",harmonics_utide_observations.txt,0.0,8,M2+5 S2+7 K1+32 O1+22,M2-1 S2+0 K1+22 O1+2,0.0
,"Cocos Island, Costa Rica",harmonics_ticon4_worldwide.txt,0,"Cocos Island, Costa Rica",harmonics_utide_observations.txt,0.0,-4,M2-2 S2-5 K1-8,M2-0 S2-0 K1-0,0.0
,"Cromer, England, United Kingdom",harmonics_ticon4_worldwide.txt,0,"Cromer, England, United Kingdom",harmonics_utide_observations.txt,0.02,-1,M2-1 S2-1 K1+7 O1-10,M2-1 S2-0 K1+12 O1-8,0.0
,"Currimao, Philippines",harmonics_ticon4_worldwide.txt,0,"Currimao, Philippines",harmonics_utide_observations.txt,0.0,10,M2+3 K1+13 O1+10,M2+0 K1-0 O1+0,0.0
,"Dar Es Salaam, Tanzania",harmonics_ticon4_worldwide.txt,0,"Dar es Salaam, Tanzania",harmonics_utide_observations.txt,0.0,2,M2-5 S2+0 K1+5 O1+3,M2-0 S2+0 K1-0 O1-1,-10.0
,"Davao, Philippines",harmonics_ticon4_worldwide.txt,0,"Davao, Philippines",harmonics_utide_observations.txt,0.0,-1,M2-1 S2-1 K1-24 O1-9,M2-0 S2+1 K1-1 O1-9,10.0
,"Den Helder, Netherlands",harmonics_ticon4_worldwide.txt,0,"Den Helder, Marsdiep, Netherlands",harmonics_utide_observations.txt,0.0,17,M2+17 S2+16 K1+14 O1+18,M2+1 S2+1 K1-3 O1-2,
,"Durban, South Africa",harmonics_ticon4_worldwide.txt,0,"Durban, South Africa",harmonics_utide_observations.txt,0.0,-2,M2-2 S2+0 K1-3,M2-0 S2-1 K1+4,0.0
,"Dzaoudzi, Mayotte",harmonics_ticon4_worldwide.txt,0,"Dzaoudzi, Comoros",harmonics_att_np203_secondary.txt,0.0,6,M2+6 S2+4 K1+4 O1+7,M2+1 S2+0 K1-2 O1-1,
,"Esperanza (Hope Bay, Antarctica), Antártida Argentina, Argentina",harmonics_ticon4_worldwide.txt,0,"Esperanza (Hope Bay, Antarctica), Antártida Argentina, Argentina",harmonics_utide_observations.txt,0.0,-6,M2+0 S2-4 K1-15 O1-8,M2-0 S2+0 K1-1 O1-0,2.4
,"Felixstowe, England, United Kingdom",harmonics_ticon4_worldwide.txt,0,"Felixstowe, England, United Kingdom",harmonics_utide_observations.txt,0.0,-7,M2-5 S2-9 K1+2 O1-8,M2+0 S2+0 K1-7 O1+5,0.0
,"Puerto exterior de Prioriño-Ferrol 1, Spain",harmonics_ticon4_worldwide.txt,0,"Puerto exterior de Prioriño-Ferrol 1, Spain",harmonics_puertos_spain.txt,0.0,-58,M2-60 S2-59 K1-49 O1-57,M2-0 S2+0 K1-0 O1-0,
,"Fukue (Fukue-jima), Nagasaki, Japan",harmonics_ticon4_worldwide.txt,0,"Fukue (Fukue-jima), Nagasaki, Japan",harmonics_utide_observations.txt,0.01,2,M2+2 S2+3 K1+0 O1+2,M2+0 S2-0 K1-1 O1-0,0.0
,"Funchal, Madeira, Portugal",harmonics_ticon4_worldwide.txt,0,"Funchal, Madeira, Portugal",harmonics_utide_observations.txt,0.02,1,M2-1 S2-0 K1+1 O1-1,M2-0 S2-1 K1-0 O1-2,
,"Gibara, Cuba",harmonics_ticon4_worldwide.txt,0,"Gibara, Cuba",harmonics_utide_observations.txt,0.0,-22,M2-13 S2-20 K1-30 O1-25,M2-0 S2+0 K1+0 O1+0,-10.0
,"Gisborne, New Zealand",harmonics_ticon4_worldwide.txt,0,"Gisborne, Gisborne, New Zealand",harmonics_utide_observations.txt,0.0,-1,M2-1 S2-4 K1+49,M2-0 S2+1 K1-2,5.0
,"Gobo, Wakayama, Japan",harmonics_ticon4_worldwide.txt,0,"Gobo, Wakayama, Japan",harmonics_utide_observations.txt,0.0,-3,M2-3 S2-1 K1-4 O1-5,M2-0 S2-1 K1-1 O1-1,0.0
,"Isla Guadalupe, Baja California, Mexico",harmonics_ticon4_worldwide.txt,0,"Isla Guadalupe, Baja California, Mexico",harmonics_utide_observations.txt,0.0,-7,M2-4 S2-2 K1-11 O1-9,M2+0 S2-0 K1-0 O1+0,-60.0
,"Guantanamo Bay (US Naval Base), Cuba",harmonics_ticon4_worldwide.txt,0,"Guantanamo Bay (US Naval Base), Cuba",harmonics_utide_observations.txt,0.0,-38,M2-11 S2-9 K1-65 O1-113,M2-0 S2-0 K1+0 O1-0,0.0
,"Guaymas, Sonora, Mexico",harmonics_ticon4_worldwide.txt,0,"Guaymas, Sonora, Mexico",harmonics_utide_observations.txt,0.0,2,M2+2 S2+2 K1+2 O1+2,M2-0 S2-0 K1+0 O1+2,-350.0
,"Kaminato (Hachijo-jima), Tokyo, Japan",harmonics_ticon4_worldwide.txt,0,"Kaminato (Hachijo-jima), Tokyo, Japan",harmonics_utide_observations.txt,0.0,-3,M2-3 S2-1 K1-11 O1+5,M2+0 S2+1 K1-0 O1+2,0.0
,"Fukuoka (Hakata), Fukuoka, Japan",harmonics_ticon4_worldwide.txt,0,"Fukuoka (Hakata), Fukuoka, Japan",harmonics_utide_observations.txt,0.0,14,M2+9 S2+6 K1+33 O1+18,M2-0 S2+0 K1-1 O1-0,0.0
,"Hamada, Shimane, Japan",harmonics_ticon4_worldwide.txt,0,"Hamada, Shimane, Japan",harmonics_utide_observations.txt,0.0,28,M2+3 S2+3 K1+62 O1+54,M2+1 S2+1 K1+0 O1+1,0.0
,"Hastings, England, United Kingdom",harmonics_ticon4_worldwide.txt,0,"Hastings, England, United Kingdom",harmonics_literature.txt,0.01,0,M2+0 S2-1 K1+7,M2+0 S2-1 K1-1,-10.0
,"Heimsjøen, Norway",harmonics_ticon4_worldwide.txt,0,"Heimsjøen, Norway",harmonics_utide_observations.txt,0.0,5,M2+4 S2+6 K1+10 O1+3,M2+0 S2-0 K1-0 O1-0,0.0
,"Helgeroa, Norway",harmonics_ticon4_worldwide.txt,0,"Helgeroa, Norway",harmonics_utide_observations.txt,0.0,,M2+1,M2+1,10.0
,"Herne Bay, England, United Kingdom",harmonics_ticon4_worldwide.txt,0,"Herne Bay, England, United Kingdom",harmonics_utide_observations.txt,0.0,-1,M2-4 S2-4 K1+8 O1-0,M2+0 S2-0 K1-1 O1-1,-10.0
,"Tabira (Hiradoseto), Nagasaki, Japan",harmonics_ticon4_worldwide.txt,0,"Tabira (Hiradoseto), Nagasaki, Japan",harmonics_utide_observations.txt,0.0,0,M2+14 S2+4 K1-6 O1-17,M2-0 S2-1 K1-1 O1+1,0.0
,"Hirara (Miyakojima), Okinawa, Japan",harmonics_ticon4_worldwide.txt,0,"Hirara (Miyakojima), Okinawa, Japan",harmonics_utide_observations.txt,0.0,4,M2+3 S2+6 K1+2 O1+18,M2+0 S2-0 K1-0 O1+1,0.0
,"Honningsvåg, Norway",harmonics_ticon4_worldwide.txt,0,"Honningsvåg, Norway",harmonics_utide_observations.txt,0.0,2,M2+0 S2+1 K1+16,M2-0 S2-1 K1-3,0.0
,"Île-d'Aix, France",harmonics_ticon4_worldwide.txt,0,"Île-d'Aix, France",harmonics_utide_tidetables.txt,0.01,0,M2-1 S2-1 K1+5 O1+1,M2-0 S2-0 K1-6 O1+8,0.0
,"Ilfracombe, England, United Kingdom",harmonics_ticon4_worldwide.txt,0,"Ilfracombe, England, United Kingdom",harmonics_utide_observations.txt,0.0,-3,M2-3 S2-3 K1-2 O1-14,M2+0 S2-0 K1+0 O1-1,0.0
,"Irozaki, Shizuoka, Japan",harmonics_ticon4_worldwide.txt,0,"Irozaki, Shizuoka, Japan",harmonics_utide_observations.txt,0.0,2,M2+3 S2+3 K1+1 O1+0,M2-0 S2-0 K1+0 O1+0,0.0
,"Iwanai, Hokkaido, Japan",harmonics_ticon4_worldwide.txt,0,"Iwanai, Hokkaido, Japan",harmonics_utide_observations.txt,0.0,2,M2+1 K1-8 O1+12,M2-0 K1+2 O1-0,0.0
,"Jackson Bay, New Zealand",harmonics_ticon4_worldwide.txt,0,"Jackson Bay, New Zealand",harmonics_utide_observations.txt,0.0,2,M2+2 S2+0 K1-20 O1+16,M2-0 S2-1 K1-5 O1+1,5.0
,"Khalij-e Jask, Iran",harmonics_ticon4_worldwide.txt,0,"Khalij-e Jask, Iran",harmonics_att_np203_secondary.txt,0.0,7,M2+5 S2+4 K1+3 O1+7,M2+3 S2-2 K1-10 O1-1,
