datei,name,fehler_prozent,begruendung
harmonics/classic/harmonics-2004-06-14_mod.txt,"William Head, British Columbia, Canada",3.7,"An der Tafel William Head: 3.7 % des Hubs von 2.84 m gegen 0.2 % von ""William Head, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 19.8, Kurvenabweichung 3 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Montague Harbour, British Columbia, Canada",2.8,"An der Tafel Montague Harbour: 2.8 % des Hubs von 3.72 m gegen 0.1 % von ""Montague Harbour, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 19.5, Kurvenabweichung 0 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Port Hastings, Strait of Canso, Canada",8.8,"An der Tafel Port Hastings: 8.8 % des Hubs von 1.86 m gegen 0.5 % von ""Port Hastings, Nova Scotia, Canada"" (harmonics_utide_tidetables.txt), 614 m entfernt. Faktor 19.4, Kurvenabweichung 12 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Shushartie Bay, Goletas Channel, Canada",2.6,"An der Tafel Shushartie Bay: 2.6 % des Hubs von 4.75 m gegen 0.1 % von ""Shushartie Bay, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 859 m entfernt. Faktor 19.3, Kurvenabweichung 3 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Beaver Harbour, New Brunswick, Canada",2.5,"An der Tafel Beaver Harbour: 2.5 % des Hubs von 7.46 m gegen 0.1 % von ""Beaver Harbour, New Brunswick, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 19.3, Kurvenabweichung 3 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Long Harbour, Newfoundland, Canada",3.8,"An der Tafel Long Harbour: 3.8 % des Hubs von 2.21 m gegen 0.2 % von ""Long Harbour, Newfoundland, Canada"" (harmonics_utide_tidetables.txt), 1 m entfernt. Faktor 19.2, Kurvenabweichung 7 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Port Burwell, Nunavut, Canada",1.1,"An der Tafel Port Burwell: 1.1 % des Hubs von 6.34 m gegen 0.1 % von ""Port Burwell, Nunavut, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 19.1, Kurvenabweichung 24 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Terrington Basin, Labrador, Canada",10.1,"An der Tafel Terrington Basin: 10.1 % des Hubs von 0.66 m gegen 0.5 % von ""Terrington Basin, Labrador, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 19.1, Kurvenabweichung 20 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Natashquan, Canada",4.9,"An der Tafel Natashquan: 4.9 % des Hubs von 1.84 m gegen 0.3 % von ""Natashquan, Québec, Canada"" (harmonics_utide_tidetables.txt), 1339 m entfernt. Faktor 18.8, Kurvenabweichung 8 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Addenbroke Island, Canada",3.4,"An der Tafel Addenbroke Island: 3.4 % des Hubs von 4.88 m gegen 0.2 % von ""Addenbroke Island, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 850 m entfernt. Faktor 18.8, Kurvenabweichung 7 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Cartwright Harbour, Canada",8.4,"An der Tafel Cartwright: 8.4 % des Hubs von 1.85 m gegen 0.5 % von ""Cartwright, Labrador, Canada"" (harmonics_utide_tidetables.txt), 970 m entfernt. Faktor 18.6, Kurvenabweichung 16 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Hopedale Harbour, Canada",8.1,"An der Tafel Hopedale: 8.1 % des Hubs von 2.19 m gegen 0.4 % von ""Hopedale, Labrador, Canada"" (harmonics_utide_tidetables.txt), 599 m entfernt. Faktor 18.6, Kurvenabweichung 17 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Sidney Bay, British Columbia, Canada",1.6,"An der Tafel Sidney Bay: 1.6 % des Hubs von 4.46 m gegen 0.1 % von ""Sidney Bay, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 4 m entfernt. Faktor 18.5, Kurvenabweichung 0 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"St. Paul Island, Canada",9.5,"An der Tafel St Paul Island: 9.5 % des Hubs von 1.16 m gegen 0.5 % von ""St. Paul Island, Gulf of St. Lawrence, Nova Scotia, Canada"" (harmonics-2004-06-14_mod.txt), 0 m entfernt. Faktor 18.4, Kurvenabweichung 13 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Canso Harbour, Canada",8.7,"An der Tafel Canso Harbour: 8.7 % des Hubs von 1.69 m gegen 0.5 % von ""Canso Harbour, Nova Scotia, Canada"" (harmonics_utide_tidetables.txt), 1356 m entfernt. Faktor 18.2, Kurvenabweichung 12 %."
harmonics/ticon/harmonics_ticon4_worldwide.txt,"Pointe-Au-Pic, Québec, Canada",2.3,"An der Tafel Pointe-au-Pic: 2.3 % des Hubs von 6.07 m gegen 0.1 % von ""Pointe-au-Pic, Québec, Canada"" (harmonics_utide_tidetables.txt), 19 m entfernt. Faktor 18.1, Kurvenabweichung 2 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Ceepeecee, British Columbia, Canada",1.6,"An der Tafel Ceepeecee: 1.6 % des Hubs von 3.95 m gegen 0.1 % von ""Ceepeecee, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 18.1, Kurvenabweichung 0 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Sedgwick Bay, British Columbia, Canada",1.3,"An der Tafel Sedgwick Bay: 1.3 % des Hubs von 5.08 m gegen 0.1 % von ""Sedgwick Bay, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 18.1, Kurvenabweichung 0 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Musquash Harbour, New Brunswick, Canada",2.3,"An der Tafel Musquash Harbour: 2.3 % des Hubs von 8.12 m gegen 0.1 % von ""Musquash Harbour, New Brunswick, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 17.8, Kurvenabweichung 4 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Blind Bay, British Columbia, Canada",2.2,"An der Tafel Blind Bay: 2.2 % des Hubs von 5.28 m gegen 0.1 % von ""Blind Bay, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 17.8, Kurvenabweichung 0 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Deception Bay, Québec, Canada",2.9,"An der Tafel Deception Bay: 2.9 % des Hubs von 5.21 m gegen 0.2 % von ""Deception Bay, Québec, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 17.8, Kurvenabweichung 2 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"La Tabatière, Québec, Canada",2.5,"An der Tafel La Tabatière: 2.5 % des Hubs von 2.15 m gegen 0.1 % von ""La Tabatière, Québec, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 17.8, Kurvenabweichung 4 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Cowichan Bay, British Columbia, Canada",2.4,"An der Tafel Cowichan Bay: 2.4 % des Hubs von 3.64 m gegen 0.1 % von ""Cowichan Bay, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 17.8, Kurvenabweichung 0 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Becher Bay, British Columbia, Canada",3.1,"An der Tafel Becher Bay: 3.1 % des Hubs von 3.04 m gegen 0.2 % von ""Becher Bay, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 17.8, Kurvenabweichung 3 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Pender Harbour (Garden Bay), British Columbia, Canada",2.3,"An der Tafel ḵalpilin: 2.3 % des Hubs von 4.96 m gegen 0.1 % von ""Pender Harbour (Garden Bay), British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 17.7, Kurvenabweichung 0 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Doctor Island, Québec, Canada",1.2,"An der Tafel Doctor Island: 1.2 % des Hubs von 7.64 m gegen 0.1 % von ""Doctor Island, Québec, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 17.7, Kurvenabweichung 0 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Moosonee, James Bay, Canada",10.3,"An der Tafel Moosonee: 10.3 % des Hubs von 1.92 m gegen 0.6 % von ""Moosonee, Ontario, Canada"" (harmonics_utide_tidetables.txt), 699 m entfernt. Faktor 17.6, Kurvenabweichung 19 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Treadwell Bay, Slingsby Channel, Canada",34.0,"An der Tafel Johnson Point: 34.0 % des Hubs von 1.65 m gegen 1.9 % von ""Treadwell Bay, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 633 m entfernt. Faktor 17.5, Kurvenabweichung 48 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Île aux Lièvres, Québec, Canada",3.0,"An der Tafel Île aux Lièvres: 3.0 % des Hubs von 5.55 m gegen 0.2 % von ""Île aux Lièvres, Québec, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 17.4, Kurvenabweichung 8 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Tom Bay, British Columbia, Canada",1.4,"An der Tafel Tom Bay: 1.4 % des Hubs von 4.99 m gegen 0.1 % von ""Tom Bay, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 17.4, Kurvenabweichung 0 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Brevoort Harbour, Nunavut, Canada",1.0,"An der Tafel Brevoort Harbour: 1.0 % des Hubs von 5.72 m gegen 0.1 % von ""Brevoort Harbour, Nunavut, Canada"" (harmonics_utide_tidetables.txt), 4 m entfernt. Faktor 17.4, Kurvenabweichung 0 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Treadwell Bay, British Columbia, Canada",33.7,"An der Tafel Johnson Point: 33.7 % des Hubs von 1.65 m gegen 1.9 % von ""Treadwell Bay, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 17.3, Kurvenabweichung 43 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Belleoram, Canada",8.8,"An der Tafel Belleoram: 8.8 % des Hubs von 2.06 m gegen 0.5 % von ""Belleoram, Newfoundland, Canada"" (harmonics_utide_tidetables.txt), 907 m entfernt. Faktor 17.3, Kurvenabweichung 16 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Cape Tormentine, Canada",10.0,"An der Tafel Cape Tormentine: 10.0 % des Hubs von 2.28 m gegen 0.6 % von ""Cape Tormentine, New Brunswick, Canada"" (harmonics_utide_tidetables.txt), 525 m entfernt. Faktor 17.2, Kurvenabweichung 13 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Grande-Rivière, Québec, Canada",5.7,"An der Tafel Grande-Rivière: 5.7 % des Hubs von 1.72 m gegen 0.3 % von ""Grande-Rivière, Québec, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 16.9, Kurvenabweichung 8 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Prince Rupert, Canada",3.5,"An der Tafel Prince Rupert: 3.5 % des Hubs von 7.04 m gegen 0.2 % von ""Prince Rupert, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 572 m entfernt. Faktor 16.8, Kurvenabweichung 7 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Rigolet, Canada",12.1,"An der Tafel Rigolet: 12.1 % des Hubs von 1.52 m gegen 0.7 % von ""Rigolet, Labrador, Canada"" (harmonics_utide_tidetables.txt), 798 m entfernt. Faktor 16.7, Kurvenabweichung 22 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Imigen Island, Nunavut, Canada",1.1,"An der Tafel Imigen Island: 1.1 % des Hubs von 6.71 m gegen 0.1 % von ""Imigen Island, Nunavut, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 16.7, Kurvenabweichung 0 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Lowe Inlet, Grenville Channel, Canada",3.7,"An der Tafel Lowe Inlet: 3.7 % des Hubs von 6.08 m gegen 0.2 % von ""Lowe Inlet, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 2 m entfernt. Faktor 16.6, Kurvenabweichung 7 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Port Blackney, Milbanke Sound, Canada",4.0,"An der Tafel Port Blackney: 4.0 % des Hubs von 5.04 m gegen 0.2 % von ""Port Blackney, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 527 m entfernt. Faktor 16.3, Kurvenabweichung 7 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"False Creek, British Columbia, Canada",2.2,"An der Tafel False Creek: 2.2 % des Hubs von 4.92 m gegen 0.1 % von ""False Creek, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 16.2, Kurvenabweichung 0 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Swartz Bay, British Columbia, Canada",2.5,"An der Tafel Swartz Bay: 2.5 % des Hubs von 3.56 m gegen 0.2 % von ""Swartz Bay, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 16.1, Kurvenabweichung 0 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Brentwood Bay, British Columbia, Canada",2.3,"An der Tafel Brentwood Bay: 2.3 % des Hubs von 3.94 m gegen 0.1 % von ""Brentwood Bay, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 16.1, Kurvenabweichung 0 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Wadhams, Rivers Inlet, Canada",3.7,"An der Tafel Wadhams: 3.7 % des Hubs von 4.99 m gegen 0.2 % von ""Wadhams, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 900 m entfernt. Faktor 15.4, Kurvenabweichung 7 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Bella Coola, North Bentinck Arm, Canada",3.8,"An der Tafel Bella Coola: 3.8 % des Hubs von 5.42 m gegen 0.2 % von ""Bella Coola, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 937 m entfernt. Faktor 15.4, Kurvenabweichung 7 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Surge Narrows, British Columbia, Canada",2.0,"An der Tafel Surge Narrows: 2.0 % des Hubs von 5.00 m gegen 0.1 % von ""Surge Narrows, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 15.3, Kurvenabweichung 0 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Summerford, Newfoundland, Canada",9.9,"An der Tafel Summerford: 9.9 % des Hubs von 1.44 m gegen 0.7 % von ""Summerford, Newfoundland, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 15.1, Kurvenabweichung 11 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Kuujjuarapik, Québec, Canada",5.3,"An der Tafel Kuujjuarapik: 5.3 % des Hubs von 1.76 m gegen 0.4 % von ""Kuujjuarapik, Québec, Canada"" (harmonics_utide_tidetables.txt), 4 m entfernt. Faktor 15.0, Kurvenabweichung 4 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Havre St. Pierre, Canada",6.7,"An der Tafel Havre-Saint-Pierre: 6.7 % des Hubs von 2.12 m gegen 0.5 % von ""Havre-Saint-Pierre, Québec, Canada"" (harmonics_utide_tidetables.txt), 776 m entfernt. Faktor 14.7, Kurvenabweichung 11 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Saint-Godefroi, Québec, Canada",5.1,"An der Tafel Saint-Godefroi: 5.1 % des Hubs von 2.00 m gegen 0.3 % von ""Saint-Godefroi, Québec, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 14.7, Kurvenabweichung 3 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Drainey Inlet, British Columbia, Canada",1.2,"An der Tafel Draney Inlet: 1.2 % des Hubs von 4.15 m gegen 0.1 % von ""Draney Inlet, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 14.5, Kurvenabweichung 0 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"St. Alban's, Newfoundland, Canada",5.1,"An der Tafel St Albans: 5.1 % des Hubs von 2.00 m gegen 0.4 % von ""St. Alban's, Newfoundland, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 14.4, Kurvenabweichung 6 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Salluit, Québec, Canada",1.0,"An der Tafel Salluit: 1.0 % des Hubs von 4.73 m gegen 0.1 % von ""Salluit, Québec, Canada"" (harmonics_utide_tidetables.txt), 4 m entfernt. Faktor 14.4, Kurvenabweichung 0 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Kennedy Cove, British Columbia, Canada",4.7,"An der Tafel Kennedy Cove: 4.7 % des Hubs von 3.94 m gegen 0.3 % von ""Kennedy Cove, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 14.2, Kurvenabweichung 7 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Finlayson Arm, British Columbia, Canada",2.3,"An der Tafel Finlayson Arm: 2.3 % des Hubs von 3.58 m gegen 0.2 % von ""Finlayson Arm, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 14.1, Kurvenabweichung 1 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Miners Bay, British Columbia, Canada",2.3,"An der Tafel Miners Bay: 2.3 % des Hubs von 4.06 m gegen 0.2 % von ""Miners Bay, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 14.0, Kurvenabweichung 0 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Klemtu Passage, Canada",3.8,"An der Tafel Klemtu: 3.8 % des Hubs von 5.15 m gegen 0.3 % von ""Klemtu, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 728 m entfernt. Faktor 13.9, Kurvenabweichung 7 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Port Aux Basques, Canada",6.1,"An der Tafel Port aux Basques: 6.1 % des Hubs von 1.56 m gegen 0.4 % von ""Port Aux Basques, Newfoundland, Canada"" (harmonics_utide_tidetables.txt), 892 m entfernt. Faktor 13.9, Kurvenabweichung 14 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Saint-Augustin, Québec, Canada",4.6,"An der Tafel Saint-Augustin: 4.6 % des Hubs von 2.19 m gegen 0.3 % von ""Saint-Augustin, Québec, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 13.9, Kurvenabweichung 12 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Hampden, Newfoundland, Canada",5.1,"An der Tafel Hampden: 5.1 % des Hubs von 1.54 m gegen 0.4 % von ""Hampden, Newfoundland, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 13.9, Kurvenabweichung 6 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"St. John's, Canada",8.4,"An der Tafel St. Johns: 8.4 % des Hubs von 1.34 m gegen 0.6 % von ""St. John's, Newfoundland, Canada"" (harmonics_utide_observations.txt), 178 m entfernt. Faktor 13.9, Kurvenabweichung 18 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Saint-Jean-Port-Joli, Québec, Canada",2.3,"An der Tafel Saint-Jean-Port-Joli: 2.3 % des Hubs von 5.49 m gegen 0.2 % von ""Saint-Jean-Port-Joli, Québec, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 13.8, Kurvenabweichung 2 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Parrsboro, Nova Scotia (over keel blocks), Canada",3.4,"An der Tafel Parrsboro: 3.4 % des Hubs von 12.98 m gegen 0.2 % von ""Parrsboro, Nova Scotia, Canada"" (harmonics_utide_tidetables.txt), 1611 m entfernt. Faktor 13.8, Kurvenabweichung 4 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Valdes Island, British Columbia, Canada",2.0,"An der Tafel Valdes Island: 2.0 % des Hubs von 4.73 m gegen 0.1 % von ""Valdes Island, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 13.8, Kurvenabweichung 0 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Haysport, British Columbia, Canada",1.6,"An der Tafel Haysport: 1.6 % des Hubs von 6.58 m gegen 0.1 % von ""Haysport, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 13.7, Kurvenabweichung 0 %."
harmonics/classic/harmonics-1997-05-25_mod.txt,"Arviat, Nunavut, Canada",2.6,"An der Tafel Arviat: 2.6 % des Hubs von 3.62 m gegen 0.2 % von ""Arviat, Nunavut, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 13.7, Kurvenabweichung 3 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Arviat, Nunavut, Canada",2.6,"An der Tafel Arviat: 2.6 % des Hubs von 3.62 m gegen 0.2 % von ""Arviat, Nunavut, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 13.7, Kurvenabweichung 3 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Bloedel, British Columbia, Canada",2.3,"An der Tafel Bloedel - Menzies Bay: 2.3 % des Hubs von 3.60 m gegen 0.2 % von ""Bloedel - Menzies Bay, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 13.7, Kurvenabweichung 0 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Crescent Beach, British Columbia, Canada",2.3,"An der Tafel Crescent Beach: 2.3 % des Hubs von 4.07 m gegen 0.2 % von ""Crescent Beach, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 4 m entfernt. Faktor 13.6, Kurvenabweichung 0 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Gowlland Harbour, British Columbia, Canada",2.2,"An der Tafel Gowlland Hbr.: 2.2 % des Hubs von 3.67 m gegen 0.2 % von ""Gowlland Hbr., British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 13.6, Kurvenabweichung 0 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Namu Harbor, Canada",4.0,"An der Tafel Namu: 4.0 % des Hubs von 4.96 m gegen 0.3 % von ""Namu, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 579 m entfernt. Faktor 13.1, Kurvenabweichung 8 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Campbellton, New Brunswick, Canada",1.4,"An der Tafel Campbellton: 1.4 % des Hubs von 2.90 m gegen 0.1 % von ""Campbellton, New Brunswick, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 13.0, Kurvenabweichung 0 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Natashquan, Québec, Canada",3.4,"An der Tafel Natashquan: 3.4 % des Hubs von 1.84 m gegen 0.3 % von ""Natashquan, Québec, Canada"" (harmonics_utide_tidetables.txt), 4 m entfernt. Faktor 13.0, Kurvenabweichung 3 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Cape Kakkiviak (Williams Harbour), Labrador, Canada",5.0,"An der Tafel Williams Harbour, North Labrador: 5.0 % des Hubs von 3.39 m gegen 0.4 % von ""Cape Kakkiviak (Williams Harbour), Labrador, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 12.9, Kurvenabweichung 24 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Addenbroke Island, British Columbia, Canada",2.3,"An der Tafel Addenbroke Island: 2.3 % des Hubs von 4.88 m gegen 0.2 % von ""Addenbroke Island, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 12.9, Kurvenabweichung 3 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Wiah Point, Canada",3.7,"An der Tafel Wiah Point: 3.7 % des Hubs von 5.64 m gegen 0.3 % von ""Wiah Point, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 681 m entfernt. Faktor 12.8, Kurvenabweichung 8 %."
harmonics/ticon/harmonics_ticon4_worldwide.txt,"Dalhousie, New Brunswick, Canada",3.5,"An der Tafel Dalhousie: 3.5 % des Hubs von 2.97 m gegen 0.3 % von ""Dalhousie, New Brunswick, Canada"" (harmonics_utide_tidetables.txt), 2 m entfernt. Faktor 12.7, Kurvenabweichung 2 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Hartley Bay, Wright Sound, Canada",3.6,"An der Tafel Hartley Bay: 3.6 % des Hubs von 5.92 m gegen 0.3 % von ""Hartley Bay, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 1018 m entfernt. Faktor 12.7, Kurvenabweichung 7 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Kitimat, Douglas Channel, Canada",4.0,"An der Tafel Kitimat: 4.0 % des Hubs von 6.14 m gegen 0.3 % von ""Kitimat, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 686 m entfernt. Faktor 12.6, Kurvenabweichung 7 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Mutine Point, British Columbia, Canada",4.3,"An der Tafel Mutine Point: 4.3 % des Hubs von 3.67 m gegen 0.3 % von ""Mutine Point, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 12.5, Kurvenabweichung 5 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Glendale Cove, British Columbia, Canada",1.4,"An der Tafel Glendale Cove: 1.4 % des Hubs von 5.43 m gegen 0.1 % von ""Glendale Cove, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 12.4, Kurvenabweichung 0 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Salmon Cove, British Columbia, Canada",1.3,"An der Tafel Salmon Cove: 1.3 % des Hubs von 6.75 m gegen 0.1 % von ""Salmon Cove, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 12.4, Kurvenabweichung 0 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Long Pond, Newfoundland, Canada",4.4,"An der Tafel Long Pond: 4.4 % des Hubs von 1.33 m gegen 0.4 % von ""Long Pond, Newfoundland, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 12.2, Kurvenabweichung 5 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Eureka, Nunavut, Canada",28.8,"An der Tafel Eureka: 28.8 % des Hubs von 0.32 m gegen 2.4 % von ""Eureka, Nunavut, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 11.9, Kurvenabweichung 38 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Peel Point, Northwest Territories, Canada",4.0,"An der Tafel Peel Point: 4.0 % des Hubs von 0.86 m gegen 0.3 % von ""Peel Point, Northwest Territories, Canada"" (harmonics_utide_tidetables.txt), 4 m entfernt. Faktor 11.9, Kurvenabweichung 8 %."
harmonics/classic/harmonics-2004-06-14_mod.txt,"Port Neville, British Columbia, Canada",1.5,"An der Tafel Port Neville: 1.5 % des Hubs von 4.90 m gegen 0.1 % von ""Port Neville, British Columbia, Canada"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 11.8, Kurvenabweichung 0 %."
