datei,name,fehler_prozent,begruendung
harmonics/noaa/harmonics_noaa_cptt.txt,"Qui Nhon, Vietnam",8.8,"Dublette: 0 m von ""Qui Nhon, Vietnam"" (harmonics_att_np203_scs.txt), Kurve 8 % gleich. An der Tafel (1 Vergleich(e)) 14.6 cm RMS gegen 11.2 cm, Zeitversatz +10 gegen +10 min [Spur N, Beleg Name] bei 1.67 m Hub."
harmonics/utide/harmonics_utide_chile_shoa.txt,"Quintero, Chile",9.4,"Dublette: 660 m von ""Quintero, Chile"" (harmonics_utide_observations.txt), Kurve 15 % gleich. An der Tafel (2 Vergleich(e)) 28.5 cm RMS gegen 2.2 cm, Zeitversatz +2 gegen +2 min [Spur L, Beleg Name] bei 3.03 m Hub."
harmonics/ticon/harmonics_ticon4_worldwide.txt,"Vung Tau, Vietnam",2.8,"Dublette: 0 m von ""Vung Tau, Vietnam"" (harmonics_utide_observations.txt), Kurve 0 % gleich. An der Tafel (2 Vergleich(e)) 12.2 cm RMS gegen 3.2 cm, Zeitversatz +0 gegen -10 min bei 4.38 m Hub."
