Quelle;Station;Typ;Lat;Lon;Referenz-Quelle;Referenz-Station;Match-Typ;Distanz_km;Ø_Zeitdiff_min;Ø_Höhendiff_m;N_Events;Status
Classic 2004;Cape Don, Australia;Ref;-11.3167;131.7667;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Dyer, Baffin Island, Nunavut, Canada;Ref;66.5583;-61.6594;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Egmont, Prince Edward Island, Canada;Ref;46.4082;-64.1336;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Elizabeth, Australia;Ref;-34.25;137.3333;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Enrage, Nova Scotia, Canada;Ref;45.6;-64.7833;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Flattery, Australia;Ref;-14.95;145.3333;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Grenville, Australia;Ref;-11.9667;143.25;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Grey, Australia;Ref;-13.0;136.65;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Hooper, Baffin Island, Nunavut, Canada;Ref;68.4628;-66.817;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Hotham, Australia;Ref;-12.05;131.2833;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Jack, Nova Scotia, Canada;Ref;45.6836;-61.5756;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Jones Island, Nunavut, Canada;Ref;54.6;-79.7833;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Kakkiviak (Williams Harbour), Labrador, Canada;Ref;60.01;-64.3167;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Legendre, Australia;Ref;-20.35;116.8333;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Liverpool, Nunavut, Canada;Ref;73.65;-78.05;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Lupton, Greenland;Ref;81.0667;-61.0833;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape May, ferry terminal, Delaware Bay, New Jersey (2);Ref;38.9683;-74.96;DWF 2025;Cape May Canal, Cape May, Delaware Bay, New Jersey;Proximity (0.0km);;6.5;0.042;4;OK
Classic 2004;Cape Parry, Nunavut/NWT, Canada;Ref;70.15;-124.6667;TICON4;Cape, Canada;Proximity (0.1km);0.1;307.0;0.410;2;OK
Classic 2004;Cape Poge, Chappaquiddick Island, Massachusetts;Ref;41.4167;-70.45;DWF 2025;Cape Poge Lt., 1.7 mi SSE of, Nantucket Sound, Massachusetts Current;Proximity (2.7km);2.7;;;;Keine Vorhersagen
Classic 2004;Cape Saint James, British Columbia (2), Canada;Ref;51.938;-131.015;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Scott, British Columbia (2), Canada;Ref;50.78;-128.43;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Sharp, Nova Scotia, Canada;Ref;45.3645;-64.3921;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Sheridan, Lincoln Sea, Nunavut, Canada;Ref;82.4553;-61.4481;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Skogn, Nunavut, Canada;Ref;75.7639;-84.2161;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Sorell, Pilot Bay, Tasmania;Ref;-42.2;145.2167;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Southwest, Nunavut, Canada;Ref;78.2167;-91.0833;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Upstart, Australia;Ref;-19.7;147.75;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Voltaire, Australia;Ref;-14.25;125.6;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Whiskey, Australia;Ref;-14.1667;127.65;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Wilson 1, Nunavut, Canada;Ref;67.0667;-81.3667;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Wilson 2, Nunavut, Canada;Ref;67.1;-81.3833;;;;;;;;Keine Referenz gefunden
Classic 2004;Cape Wilson 3, Nunavut, Canada;Ref;67.0;-81.45;;;;;;;;Keine Referenz gefunden
Classic 2004;Caraquet Harbour, New Brunswick, Canada;Ref;47.796;-64.9276;;;;;;;;Keine Referenz gefunden
Classic 2004;Caravalla Cove, Labrador, Canada;Ref;54.0541;-58.5937;;;;;;;;Keine Referenz gefunden
Classic 2004;Caribou, Nova Scotia, Canada;Ref;45.7394;-62.6879;;;;;;;;Keine Referenz gefunden
Classic 2004;Carleton Centre, Québec, Canada;Ref;48.1002;-66.1309;;;;;;;;Keine Referenz gefunden
Classic 2004;Carlisle Island, Australia;Ref;-20.7833;149.3;;;;;;;;Keine Referenz gefunden
Classic 2004;Carmanville, Newfoundland, Canada;Ref;49.4032;-54.2813;;;;;;;;Keine Referenz gefunden
Classic 2004;Carquinez Strait, California Current;Ref;38.0617;-122.2183;;;;;;;;Current-Station (übersprungen)
Classic 2004;Cartwright Harbour, Labrador, Canada;Ref;53.7042;-57.0204;;;;;;;;Keine Referenz gefunden
Classic 2004;Casey Cove, British Columbia (2), Canada;Ref;54.279;-130.376;UTide CA;Fairview Terminal, British Columbia, Canada;Proximity (1.6km);1.6;2.9;0.065;8;OK
Classic 2004;Cassini Island, Australia;Ref;-13.95;125.6667;;;;;;;;Keine Referenz gefunden
Classic 2004;Castle Island, Labrador, Canada;Ref;51.9752;-55.8552;;;;;;;;Keine Referenz gefunden
Classic 2004;Catalina Harbor, California;Ref;33.4317;-118.5033;DWF 2025;Catalina Harbor, Santa Catalina Island, California;Proximity (0.0km);0.0;1.7;0.008;6;OK
Classic 2004;Cato Island, Coral Sea;Ref;-23.25;155.5333;;;;;;;;Keine Referenz gefunden
Classic 2004;Cedar Heights, Broward River, St. Johns River, Florida (2);Ref;30.4367;-81.6417;DWF 2025;Cedar Heights, Broward River, Florida;Proximity (0.0km);;-2.2;0.996;4;OK
Classic 2004;Cedar Point, Maryland;Ref;38.2983;-76.37;DWF 2025;Cedar Point, 1.1 mi ENE of, Chesapeake Bay, Maryland Current;Proximity (1.7km);1.7;;;;Keine Vorhersagen
Classic 2004;Cedar Tree Neck, Martha's Vineyard, Massachusetts;Ref;41.4333;-70.7;DWF 2025;Cedar Tree Neck, Martha's Vineyard, Massachusetts;Name;0.3;0.8;0.013;4;OK
Classic 2004;Ceepeecee, British Columbia (2), Canada;Ref;49.874;-126.716;;;;;;;;Keine Referenz gefunden
Classic 2004;Centre Island, Australia;Ref;-15.75;136.8167;;;;;;;;Keine Referenz gefunden
Classic 2004;Cervantes, Australia;Ref;-30.5;115.0667;;;;;;;;Keine Referenz gefunden
Classic 2004;Change Island, Newfoundland, Canada;Ref;49.6747;-54.4003;;;;;;;;Keine Referenz gefunden
Classic 2004;Channel Key, west side, Florida;Ref;24.6033;-81.725;DWF 2025;Channel Key, west side, Florida;Name;;3.2;0.007;6;OK
Classic 2004;Charles Island, Washington;Ref;48.45;-122.9;DWF 2025;Richardson, Lopez Island, San Juan Channel, Washington;Proximity (0.4km);0.4;-17.9;0.755;8;OK
Classic 2004;Charleston Harbor Entrance, South Carolina Current;Ref;32.7567;-79.87;;;;;;;;Current-Station (übersprungen)
Classic 2004;Charleston Harbor, off Fort Sumter, South Carolina Current (expired 1996-12-31);Ref;32.7583;-79.8683;;;;;;;;Current-Station (übersprungen)
Classic 2004;Charlestown, Northeast River, Maryland;Ref;39.5733;-75.97;DWF 2025;Charlestown, Northeast River, Chesapeake Bay, Maryland;Proximity (0.0km);;-2.3;0.031;7;OK
Classic 2004;Charlton Island, Nunavut, Canada;Ref;51.9667;-79.3;;;;;;;;Keine Referenz gefunden
Classic 2004;Chatham (inside), Cape Cod, Massachusetts;Ref;41.6883;-69.95;DWF 2025;Chatham, Cape Cod, Massachusetts;Proximity (0.1km);0.1;66.0;0.374;5;OK
Classic 2004;Chatham (outer coast), Cape Cod, Massachusetts;Ref;41.6667;-69.9333;DWF 2025;Chatham, Stage Harbor, Cape Cod, Massachusetts;Proximity (2.8km);2.8;-27.4;0.763;5;OK
Classic 2004;Chatham Point, British Columbia (2), Canada;Ref;50.331;-125.442;;;;;;;;Keine Referenz gefunden
Classic 2004;Chemainus, British Columbia (2), Canada;Ref;48.9256;-123.7144;;;;;;;;Keine Referenz gefunden
Classic 2004;Chesapeake and Delaware Canal, Maryland/Delaware Current;Ref;39.5333;-75.8167;;;;;;;;Current-Station (übersprungen)
Classic 2004;Chesapeake Bay Entrance, Virginia Current;Ref;36.98;-75.9983;;;;;;;;Current-Station (übersprungen)
Classic 2004;Chesapeake Beach, Maryland;Ref;38.6833;-76.5333;DWF 2025;Chesapeake Beach, Chesapeake Bay, Maryland;Proximity (1.9km);1.9;-4.2;0.025;8;OK
Classic 2004;Chesnucknuw Creek, British Columbia, Canada;Ref;49.05;-124.8333;;;;;;;;Keine Referenz gefunden
Classic 2004;Chesterfield Inlet, Nunavut, Canada;Ref;63.3299;-90.6846;;;;;;;;Keine Referenz gefunden
Classic 2004;Cheticamp, Nova Scotia, Canada;Ref;46.6246;-61.0168;;;;;;;;Keine Referenz gefunden
Classic 2004;Chezzetcook Inlet, Nova Scotia, Canada;Ref;44.711;-63.2361;;;;;;;;Keine Referenz gefunden
Classic 2004;Chignecto (Ray .4), Nova Scotia, Canada;Ref;45.4833;-64.9833;;;;;;;;Keine Referenz gefunden
Classic 2004;Chisasibi, Québec, Canada;Ref;53.8167;-78.9167;;;;;;;;Keine Referenz gefunden
Classic 2004;Church Point, Nova Scotia, Canada;Ref;44.3455;-66.1186;;;;;;;;Keine Referenz gefunden
Classic 2004;City Island, New York;Ref;40.85;-73.7833;DWF 2025;City Island Bridge (depth 10 ft), Long Island Sound, New York Current;Proximity (1.2km);1.2;;;;Keine Vorhersagen
Classic 2004;Clapboard Creek, Pelotes Island, St. Johns River, Florida (4);Ref;30.4067;-81.51;DWF 2025;Clapboard Creek, Pelotes Island, Florida;Proximity (0.0km);;-2.8;1.225;4;OK
Classic 2004;Clarence Harbor, Long Island, Bahamas;Ref;23.1;-75.9833;;;;;;;;Keine Referenz gefunden
Classic 2004;Clarenville, Newfoundland, Canada;Ref;48.1698;-53.9605;;;;;;;;Keine Referenz gefunden
Classic 2004;Clarks Harbour, Nova Scotia, Canada;Ref;43.4445;-65.6347;;;;;;;;Keine Referenz gefunden
Classic 2004;Clearwater Fiord, Cumberland Sound, Nunavut, Canada;Ref;66.6;-67.3167;;;;;;;;Keine Referenz gefunden
Classic 2004;Clews Point, Australia;Ref;-24.0167;151.75;;;;;;;;Keine Referenz gefunden
Classic 2004;Cliff Cove, Nova Scotia, Canada;Ref;44.5116;-63.9377;;;;;;;;Keine Referenz gefunden
Classic 2004;Clifton, Newfoundland, Canada;Ref;48.1756;-53.7246;;;;;;;;Keine Referenz gefunden
Classic 2004;Cloridorme, Québec, Canada;Ref;49.1858;-64.8478;;;;;;;;Keine Referenz gefunden
Classic 2004;Clover Point, British Columbia (2), Canada;Ref;48.4038;-123.3486;UTide CA;Victoria Harbour, British Columbia, Canada;Proximity (2.8km);2.8;6.7;0.037;7;OK
Classic 2004;Clyde River, Nunavut, Canada;Ref;69.0833;-70.3667;;;;;;;;Keine Referenz gefunden
Classic 2004;Coal Harbour, British Columbia (2), Canada;Ref;50.599;-127.581;;;;;;;;Keine Referenz gefunden
Classic 2004;Coats Island, Nunavut, Canada;Ref;62.45;-81.35;;;;;;;;Keine Referenz gefunden
Classic 2004;Cobb Point Bar Light, Maryland;Ref;38.25;-76.8333;DWF 2025;Rock Point, Wicomico River entrance, Potomac River, Maryland Current;Proximity (2.8km);2.8;;;;Keine Vorhersagen
Classic 2004;Cobequid Bay (Ray .4), Nova Scotia, Canada;Ref;45.3667;-63.7333;;;;;;;;Keine Referenz gefunden
Classic 2004;Cocagne Harbour, New Brunswick, Canada;Ref;46.0333;-64.6167;;;;;;;;Keine Referenz gefunden
Classic 2004;Coconut Island, Torres Strait;Ref;-10.05;143.0667;;;;;;;;Keine Referenz gefunden
Classic 2004;Coffin Point, Maine;Ref;44.8667;-67.1333;DWF 2025;Coffin Point, Coffin Neck, Maine;Proximity (2.0km);2.0;5.2;0.092;5;OK
Classic 2004;Come By Chance, Newfoundland, Canada;Ref;47.8104;-54.0076;;;;;;;;Keine Referenz gefunden
Classic 2004;Commonwealth Bay, Antarctica;Ref;-67.0;142.6667;;;;;;;;Keine Referenz gefunden
Classic 2004;Constantine Harbor, Amchitka, Alaska;Ref;51.4083;179.2817;DWF 2025;Constantine Harbor, Amchitka Island, Rat Islands, Alaska;Proximity (0.9km);0.9;-4.4;0.020;7;OK
Classic 2004;Cook's Harbour, Newfoundland, Canada;Ref;51.607;-55.8625;;;;;;;;Keine Referenz gefunden
Classic 2004;Copper Islands, British Columbia (2), Canada;Ref;52.36;-131.181;;;;;;;;Keine Referenz gefunden
Classic 2004;Coral Harbour, Southampton Island, Nunavut, Canada;Ref;64.1304;-83.2615;;;;;;;;Keine Referenz gefunden
Classic 2004;Cordero Islands, British Columbia (2), Canada;Ref;50.442;-125.492;;;;;;;;Keine Referenz gefunden
Classic 2004;Cormoran, New Brunswick, Canada;Ref;47.1247;-65.1486;;;;;;;;Keine Referenz gefunden
Classic 2004;Corner Brook, Newfoundland, Canada;Ref;48.9583;-57.9431;;;;;;;;Keine Referenz gefunden
Classic 2004;Cornet Bay, Deception Pass, Washington;Ref;48.3833;-122.6333;DWF 2025;Cornet Bay, Deception Pass, Washington;Name;2.2;5.3;0.827;7;OK
Classic 2004;Corpus Christi, Texas (2) (expired 1999-07-23);Ref;27.7933;-97.39;DWF 2025;Texas State Aquarium, Corpus Christi, Texas;Proximity (2.4km);2.4;-7.5;0.059;4;OK
Classic 2004;Couteau Bay, Newfoundland, Canada;Ref;47.7128;-58.0498;;;;;;;;Keine Referenz gefunden
Classic 2004;Cove Point (1.1 mi. NE of), Maryland Current;Ref;38.3817;-76.36;;;;;;;;Current-Station (übersprungen)
Classic 2004;Cove Point, Maryland;Ref;38.385;-76.3817;DWF 2025;Cove Point, Chesapeake Bay, Maryland;Proximity (1.6km);1.6;19.5;0.056;8;OK
Classic 2004;Cowaramup, Australia;Ref;-33.8667;114.9833;;;;;;;;Keine Referenz gefunden
Classic 2004;Cowichan Bay, British Columbia (2), Canada;Ref;48.7404;-123.6184;;;;;;;;Keine Referenz gefunden
Classic 2004;Coyote Point Marina, San Francisco Bay, California (2);Ref;37.6;-122.3167;DWF 2025;Coyote Point Marina, San Francisco Bay, California;Name;1.0;4.7;0.043;6;OK
Classic 2004;Crab Island, Endeavour Strait;Ref;-10.9667;142.1167;;;;;;;;Keine Referenz gefunden
Classic 2004;Creal Reef, Australia;Ref;-20.5333;150.3667;;;;;;;;Keine Referenz gefunden
Classic 2004;Creech Reef, Australia;Ref;-13.6333;144.0833;;;;;;;;Keine Referenz gefunden
Classic 2004;Crescent Bay, Washington (2);Ref;48.1667;-123.7333;DWF 2025;Crescent Bay, Strait of Juan de Fuca, Washington;Proximity (0.8km);0.8;22.7;0.103;6;OK
Classic 2004;Crescent Beach, British Columbia (2), Canada;Ref;49.0333;-122.8833;;;;;;;;Keine Referenz gefunden
Classic 2004;Cribbons Point, Nova Scotia, Canada;Ref;45.7555;-61.8961;;;;;;;;Keine Referenz gefunden
Classic 2004;Crofton, British Columbia (2), Canada;Ref;48.8746;-123.6435;;;;;;;;Keine Referenz gefunden
Classic 2004;Crofton, British Columbia, Canada;Ref;48.8746;-123.6435;;;;;;;;Keine Referenz gefunden
Classic 2004;Crowdy Head, Australia;Ref;-31.8333;152.75;;;;;;;;Keine Referenz gefunden
Classic 2004;Crown Prince Frederick, Nunavut, Canada;Ref;70.0333;-86.0833;;;;;;;;Keine Referenz gefunden
Classic 2004;Culloden Wharf, Nova Scotia, Canada;Ref;44.6661;-65.8318;;;;;;;;Keine Referenz gefunden
Classic 2004;Cumberland Basin, Nova Scotia, Canada;Ref;45.6667;-64.5167;;;;;;;;Keine Referenz gefunden
Classic 2004;Cunningham Inlet, Nunavut, Canada;Ref;74.1333;-93.8833;;;;;;;;Keine Referenz gefunden
Classic 2004;Cutler, Little River, Maine;Ref;44.6567;-67.21;DWF 2025;Cutler (Farris Wharf), Little River, Maine;Proximity (0.0km);;-6.7;0.038;6;OK
Classic 2004;Cutler, Little River, Maine (2);Ref;44.65;-67.2167;DWF 2025;Cutler (Farris Wharf), Little River, Maine;Proximity (0.9km);0.9;1.0;0.266;6;OK
Classic 2004;Cuttyhunk Pond entrance, Buzzards Bay, Massachusetts;Ref;41.425;-70.9167;DWF 2025;Cuttyhunk, Massachusetts;Proximity (0.0km);;-88.8;0.005;4;OK
Classic 2004;Dadens, British Columbia, Canada;Ref;54.191;-133.002;UTide CA;Henslung Cove, British Columbia, Canada;Proximity (0.0km);;0.5;0.181;8;OK
Classic 2004;Dahlgren, Upper Machodoc Creek, Virginia;Ref;38.32;-77.0367;DWF 2025;Dahlgren, Upper Machodoc Creek, Potomac River, Virginia;Proximity (0.0km);0.0;12.0;0.014;4;OK
Classic 2004;Daikon Sima, Simane, Japan;Ref;35.5;133.167;;;;;;;;Keine Referenz gefunden
Classic 2004;Daly River, Australia;Ref;-13.3667;130.3167;;;;;;;;Keine Referenz gefunden
Classic 2004;Dampier, Australia;Ref;-20.65;116.7167;;;;;;;;Keine Referenz gefunden
Classic 2004;Dannoura (Simonoseki), Yamaguti, Japan;Ref;33.9667;130.95;TICON4;Miojin Hana, Japan;Proximity (2.5km);2.5;-179.0;1.463;4;OK
Classic 2004;Dark Cove, Dildo Run, Newfoundland, Canada;Ref;49.525;-54.7553;;;;;;;;Keine Referenz gefunden
Classic 2004;Darnley Island, Coral Sea;Ref;-9.6;143.7667;;;;;;;;Keine Referenz gefunden
Classic 2004;Daru, Papua New Guinea;Ref;-9.0667;143.2;;;;;;;;Keine Referenz gefunden
Classic 2004;Datum Bay, Acklins Island, Bahamas;Ref;22.1667;-74.3;;;;;;;;Keine Referenz gefunden
Classic 2004;Daufuskie Landing, Daufuskie Island, New River, South Carolina;Ref;32.1;-80.9;DWF 2025;Daufuskie Landing, Daufuskie Island, New River, South Carolina;Name;0.6;-6.2;0.107;4;OK
Classic 2004;Davis Inlet, Labrador, Canada;Ref;55.8924;-60.9016;;;;;;;;Keine Referenz gefunden
Classic 2004;Davis Point, California Current;Ref;38.062;-122.2767;;;;;;;;Current-Station (übersprungen)
Classic 2004;Davis River, British Columbia (2), Canada;Ref;55.7667;-130.1667;DWF 2025;Davis River entrance, Alaska;Proximity (1.0km);1.0;-0.2;0.038;6;OK
Classic 2004;Davis Strait, Nunavut (2), Canada;Ref;66.2667;-58.3833;;;;;;;;Keine Referenz gefunden
Classic 2004;Davis Strait, Nunavut (3), Canada;Ref;66.2667;-56.7667;;;;;;;;Keine Referenz gefunden
Classic 2004;Davis Strait, Nunavut, Canada;Ref;66.2667;-60.9667;;;;;;;;Keine Referenz gefunden
Classic 2004;Deception Pass, Washington Current;Ref;48.4;-122.6333;;;;;;;;Current-Station (übersprungen)
Classic 2004;Dedele Point, Papua New Guinea;Ref;-10.2333;148.7167;;;;;;;;Keine Referenz gefunden
Classic 2004;Deep Cove, British Columbia (2), Canada;Ref;49.327;-122.948;;;;;;;;Keine Referenz gefunden
Classic 2004;Degerando Island, Australia;Ref;-15.3333;124.1833;;;;;;;;Keine Referenz gefunden
Classic 2004;Degnen Bay, British Columbia, Canada;Ref;49.1333;-123.7167;;;;;;;;Keine Referenz gefunden
Classic 2004;Delaware Bay Entrance, Delaware Current;Ref;38.7817;-75.0433;;;;;;;;Current-Station (übersprungen)
Classic 2004;Denbigh Island, Labrador, Canada;Ref;52.5311;-55.8249;;;;;;;;Keine Referenz gefunden
Classic 2004;Denham, Australia;Ref;-25.4333;113.5333;;;;;;;;Keine Referenz gefunden
Classic 2004;Denman Island, British Columbia (2), Canada;Ref;49.5345;-124.8209;;;;;;;;Keine Referenz gefunden
Classic 2004;Denton, Choptank River, Maryland;Ref;38.8833;-75.8333;;;;;;;;Keine Referenz gefunden
Classic 2004;Depuch Island, Australia;Ref;-20.6167;117.75;;;;;;;;Keine Referenz gefunden
Classic 2004;Digges Harbour, Nunavut, Canada;Ref;62.5614;-77.8698;;;;;;;;Keine Referenz gefunden
Classic 2004;Dildo Run, Tea Kettle Island, Newfoundland, Canada;Ref;49.4811;-54.7344;;;;;;;;Keine Referenz gefunden
Classic 2004;Diligent River, Nova Scotia, Canada;Ref;45.3905;-64.4547;;;;;;;;Keine Referenz gefunden
Classic 2004;Dingwall Harbour, Nova Scotia, Canada;Ref;46.9025;-60.458;;;;;;;;Keine Referenz gefunden
Classic 2004;Dionisio Point, British Columbia (2), Canada;Ref;49.0139;-123.5739;;;;;;;;Keine Referenz gefunden
Classic 2004;Dipper Harbour West, New Brunswick, Canada;Ref;45.0928;-66.4187;;;;;;;;Keine Referenz gefunden
Classic 2004;Disraeli Fiord, Nunavut, Canada;Ref;82.8833;-73.05;;;;;;;;Keine Referenz gefunden
Classic 2004;Doctor Island, Québec, Canada;Ref;61.6806;-71.5683;;;;;;;;Keine Referenz gefunden
Classic 2004;Dodd Narrows, British Columbia, Canada Current;Ref;49.1343;-123.8171;;;;;;;;Current-Station (übersprungen)
Classic 2004;Doi, Yamaguti, Japan;Ref;33.9167;132.3;;;;;;;;Keine Referenz gefunden
Classic 2004;Donoura, Tokusima, Japan;Ref;34.2167;134.583;;;;;;;;Keine Referenz gefunden
Classic 2004;Double Bay, Australia;Ref;-20.1833;148.6333;;;;;;;;Keine Referenz gefunden
Classic 2004;Douglas Harbour, Québec, Canada;Ref;61.8787;-72.6802;;;;;;;;Keine Referenz gefunden
Classic 2004;Drainey Inlet, British Columbia (2), Canada;Ref;51.476;-127.551;;;;;;;;Keine Referenz gefunden
Classic 2004;Dreger Harbour, Papua New Guinea;Ref;-6.65;147.8667;;;;;;;;Keine Referenz gefunden
Classic 2004;Drury Entrance, British Columbia, Canada;Ref;50.897;-126.896;;;;;;;;Keine Referenz gefunden
Classic 2004;Dublon Island, Chuuk, F.S.M.;Ref;7.33;151.58;;;;;;;;Keine Referenz gefunden
Classic 2004;Duchateau Island, Papua New Guinea;Ref;-11.2833;152.3667;;;;;;;;Keine Referenz gefunden
Classic 2004;Duck Island, Québec, Canada;Ref;55.75;-77.2;;;;;;;;Keine Referenz gefunden
Classic 2004;Duck Key, Hawk Channel, Florida;Ref;24.765;-80.9133;DWF 2025;Duck Key, Hawk Channel, Florida;Name;;-1.8;0.024;6;OK
Classic 2004;Duck Pier, outside, North Carolina;Ref;36.1833;-75.7467;DWF 2025;FRF Pier, Duck, North Carolina;Proximity (0.0km);;2.4;0.023;5;OK
Classic 2004;Duffus Point, Nova Scotia, Canada;Ref;46.2835;-60.4228;;;;;;;;Keine Referenz gefunden
Classic 2004;Dumbarton Bridge, San Francisco Bay, California;Ref;37.5067;-122.115;DWF 2025;Dumbarton Highway Bridge, San Francisco Bay, California;Proximity (0.0km);;13.3;0.035;6;OK
Classic 2004;Dumbarton Bridge, San Francisco Bay, California (2);Ref;37.5;-122.1167;DWF 2025;Dumbarton Hwy. Bridge, 0.28 nmi SE of (depth 25 ft), California Current;Proximity (0.2km);0.2;;;;Keine Vorhersagen
Classic 2004;Dumbarton Bridge, San Francisco Bay, California Current;Ref;37.51;-122.12;;;;;;;;Current-Station (übersprungen)
Classic 2004;Duncan Bay, British Columbia (2), Canada;Ref;50.076;-125.301;;;;;;;;Keine Referenz gefunden
Classic 2004;Dundas Harbour, Nunavut, Canada;Ref;74.52;-82.43;;;;;;;;Keine Referenz gefunden
Classic 2004;Dunedin, New Zealand;Ref;-45.8833;170.5;;;;;;;;Keine Referenz gefunden
Classic 2004;Dungeness Reef, Coral Sea;Ref;-9.9833;142.9833;;;;;;;;Keine Referenz gefunden
Classic 2004;Dunk Island, Australia;Ref;-17.9333;146.15;;;;;;;;Keine Referenz gefunden
Classic 2004;Dutch Harbor, Alaska (expired 1988-12-31);Ref;53.8917;-166.5367;DWF 2025;Dutch Harbor, Amaknak Island, Unalaska Island, Alaska;Proximity (0.0km);0.0;13.7;0.087;7;OK
Classic 2004;E-No-Sima, Kanagawa, Japan;Ref;35.3;139.483;;;;;;;;Keine Referenz gefunden
Classic 2004;East Cape, Papua New Guinea;Ref;-10.2333;150.8833;;;;;;;;Keine Referenz gefunden
Classic 2004;East Chop, Martha's Vineyard, Massachusetts;Ref;41.4667;-70.5667;DWF 2025;Oak Bluffs, Martha's Vineyard, Massachusetts;Proximity (1.4km);1.4;-1.8;0.041;4;OK
Classic 2004;East Diamond It., Coral Sea;Ref;-17.4333;151.0667;;;;;;;;Keine Referenz gefunden
Classic 2004;East Margaree Bridge, Nova Scotia, Canada;Ref;46.3974;-61.0787;;;;;;;;Keine Referenz gefunden
Classic 2004;East Narrows Dolphin, British Columbia, Canada;Ref;53.148;-132.322;;;;;;;;Keine Referenz gefunden
Classic 2004;East Narrows, Skidegate Channel, British Columbia, Canada;Ref;53.148;-132.322;;;;;;;;Keine Referenz gefunden
Classic 2004;East Quoddy Head, New Brunswick, Canada;Ref;44.9581;-66.9006;;;;;;;;Keine Referenz gefunden
Classic 2004;East Repulse Island, Australia;Ref;-20.5833;148.8833;;;;;;;;Keine Referenz gefunden
Classic 2004;East Sandy Cove, Nova Scotia, Canada;Ref;44.487;-66.0853;;;;;;;;Keine Referenz gefunden
Classic 2004;East Strait Island, Torres Strait;Ref;-10.5;142.45;;;;;;;;Keine Referenz gefunden
Classic 2004;East Tocoi, St. Johns River, Florida (3);Ref;29.8583;-81.5533;DWF 2025;Tocoi, Florida;Proximity (0.0km);;-9.4;1.419;5;OK
Classic 2004;Easter Group, Australia;Ref;-28.7167;113.7833;;;;;;;;Keine Referenz gefunden
Classic 2004;Eastern Point Harbor, Frenchman Bay, Maine;Ref;44.4667;-68.1667;;;;;;;;Keine Referenz gefunden
Classic 2004;Eastmain River, Québec, Canada;Ref;52.2319;-78.5598;;;;;;;;Keine Referenz gefunden
Classic 2004;Eastport, Maine (2) (expired 1988-12-31);Ref;44.9033;-66.985;DWF 2025;Eastport, Passamaquoddy Bay, Maine;Proximity (0.2km);0.2;0.3;0.049;6;OK
Classic 2004;Eastport, Maine (3);Ref;44.9;-66.9833;DWF 2025;Eastport, Friar Roads, Maine Current;Proximity (0.0km);;;;;Keine Vorhersagen
Classic 2004;Echo Shoal, Australia;Ref;-10.15;126.8167;;;;;;;;Keine Referenz gefunden
Classic 2004;Economy (Inshore 5), Nova Scotia, Canada;Ref;45.3167;-63.9;;;;;;;;Keine Referenz gefunden
Classic 2004;Ecstall River, British Columbia, Canada;Ref;54.0;-129.7667;;;;;;;;Keine Referenz gefunden
Classic 2004;Ecum Secum, Nova Scotia, Canada;Ref;44.9659;-62.1376;;;;;;;;Keine Referenz gefunden
Classic 2004;Eddystone Point, Tasmania;Ref;-41.0;148.35;;;;;;;;Keine Referenz gefunden
Classic 2004;Edithburgh, Australia;Ref;-35.0833;137.75;;;;;;;;Keine Referenz gefunden
Classic 2004;Eeyou Istchee Baie-James, Québec, Canada;Ref;52.0167;-78.05;;;;;;;;Keine Referenz gefunden
Classic 2004;Eeyou Istchee Baie-James, Québec, Canada;Ref;54.3833;-79.05;;;;;;;;Keine Referenz gefunden
Classic 2004;Eeyou Istchee Baie-James, Québec, Canada;Ref;53.85;-79.05;;;;;;;;Keine Referenz gefunden
Classic 2004;Egg Island, British Columbia (2), Canada;Ref;51.249;-127.836;;;;;;;;Keine Referenz gefunden
Classic 2004;Egmont, British Columbia (2), Canada;Ref;49.749;-123.93;;;;;;;;Keine Referenz gefunden
Classic 2004;Ei, Hyogo, Japan;Ref;34.4667;134.817;;;;;;;;Keine Referenz gefunden
