Quelle;Station;Typ;Lat;Lon;Referenz-Quelle;Referenz-Station;Match-Typ;Distanz_km;Ø_Zeitdiff_min;Ø_Höhendiff_m;N_Events;Status
Classic 2004;Saint-Jean-Port-Joli, Québec, Canada;Ref;47.2162;-70.2747;TICON4;St-Jean-Port-Joli, Quï¿½bec, Canada;Proximity (0.6km);0.6;-245.0;3.047;3;OK
Classic 2004;Saint-Joachim, Québec, Canada;Ref;47.0435;-70.8447;;;;;;;;Keine Referenz gefunden
Classic 2004;Saint-Laurent-de-l'Île-d'Orléans, Québec, Canada;Ref;46.8582;-71.0033;UTide CA;Saint-Laurent I.O., Québec, Canada;Proximity (0.0km);;-3.2;0.245;6;OK
Classic 2004;Saint-Pierre, Saint-Pierre-et-Miquelon;Ref;46.7774;-56.1692;UTide FR;Saint-Pierre, Saint-Pierre-et-Miquelon;Name;0.2;-9.5;0.115;8;OK
Classic 2004;Saint-Siméon, Québec, Canada;Ref;47.8407;-69.8732;;;;;;;;Keine Referenz gefunden
Classic 2004;Sainte-Anne-de-Beaupré, Québec, Canada;Ref;47.0185;-70.9255;;;;;;;;Keine Referenz gefunden
Classic 2004;Sainte-Croix, Québec, Canada;Ref;46.6325;-71.7512;;;;;;;;Keine Referenz gefunden
Classic 2004;Sainte-Thérèse-de-Gaspé, Québec, Canada;Ref;48.415;-64.3952;;;;;;;;Keine Referenz gefunden
Classic 2004;Saito Saki, Hukuoka, Japan;Ref;33.65;130.367;;;;;;;;Keine Referenz gefunden
Classic 2004;Saizyo, Ehime, Japan;Ref;33.9333;133.167;;;;;;;;Keine Referenz gefunden
Classic 2004;Sakai (Osaka Wan), Osaka, Japan;Ref;34.5833;135.467;;;;;;;;Keine Referenz gefunden
Classic 2004;Sakaide, Kagawa, Japan;Ref;34.3167;133.85;;;;;;;;Keine Referenz gefunden
Classic 2004;Sakate (Syodo Sima), Kagawa, Japan;Ref;34.45;134.317;;;;;;;;Keine Referenz gefunden
Classic 2004;Sakito, Nagasaki, Japan;Ref;33.0167;129.567;;;;;;;;Keine Referenz gefunden
Classic 2004;Sakitu Wan, Kumamoto, Japan;Ref;32.3167;130.017;;;;;;;;Keine Referenz gefunden
Classic 2004;Saku Sima, Aichi, Japan;Ref;34.7333;137.05;;;;;;;;Keine Referenz gefunden
Classic 2004;Salem, Massachusetts;Ref;42.5183;-70.8867;DWF 2025;Salem, Salem Harbor, Massachusetts;Proximity (1.0km);1.0;2.7;0.065;6;OK
Classic 2004;Salisbury, Maryland (2 miles below) Current;Ref;38.34;-75.6383;;;;;;;;Current-Station (übersprungen)
Classic 2004;Salisbury, Wicomico River, Chesapeake Bay, Maryland;Ref;38.365;-75.6067;DWF 2025;Salisbury, Wicomico River, Maryland;Proximity (0.0km);;23.2;0.022;6;OK
Classic 2004;Salmon Cove, British Columbia (2), Canada;Ref;55.264;-129.846;;;;;;;;Keine Referenz gefunden
Classic 2004;Salmon River Bridge, Nova Scotia, Canada;Ref;44.7784;-63.0425;;;;;;;;Keine Referenz gefunden
Classic 2004;Samarai Island, Papua New Guinea;Ref;-10.6167;150.6667;;;;;;;;Keine Referenz gefunden
Classic 2004;Sambro Harbour, Nova Scotia, Canada;Ref;44.4782;-63.5992;;;;;;;;Keine Referenz gefunden
Classic 2004;Samuel Island (North Shore), British Columbia (2), Canada;Ref;48.8167;-123.2;;;;;;;;Keine Referenz gefunden
Classic 2004;Samuel Island (South Shore), British Columbia (2), Canada;Ref;48.8167;-123.2;;;;;;;;Keine Referenz gefunden
Classic 2004;Samugawa, Tiba, Japan;Ref;35.5833;140.117;;;;;;;;Keine Referenz gefunden
Classic 2004;San Diego Bay Entrance, California Current;Ref;32.6817;-117.1733;;;;;;;;Current-Station (übersprungen)
Classic 2004;San Diego, California;Ref;32.7133;-117.1733;DWF 2025;San Diego, San Diego Bay, California;Proximity (0.4km);0.4;11.5;0.017;6;OK
Classic 2004;San Felipe, Baja California Norte, Mexico;Ref;31.0256;-114.8311;TICON4;San Felipe, Baja California Norte (2), Mexico;Proximity (0.0km);0.0;14.5;2.215;4;OK
Classic 2004;San Francisco Bay Entrance (Golden Gate), California Current;Ref;37.8167;-122.4833;;;;;;;;Current-Station (übersprungen)
Classic 2004;San Francisco, California (2) (expired 1998-12-31);Ref;37.8067;-122.465;DWF 2025;San Francisco, San Francisco Bay, California;Proximity (0.1km);0.1;3.8;0.036;6;OK
Classic 2004;San Francisco, Pier 22 1/2, California;Ref;37.79;-122.3867;DWF 2025;Rincon Point, Pier 22½, San Francisco Bay, California;Proximity (0.0km);0.0;0.2;0.006;6;OK
Classic 2004;San Juan Channel (South Entrance), Washington Current;Ref;48.4667;-122.95;;;;;;;;Current-Station (übersprungen)
Classic 2004;San Juan, Puerto Rico (3);Ref;18.4617;-66.115;DWF 2025;San Juan, La Puntilla, San Juan Bay, Puerto Rico;Proximity (0.3km);0.3;-1.5;0.003;6;OK
Classic 2004;San Luis Pass, Texas;Ref;29.095;-95.1133;DWF 2025;San Luis Pass (TCOON), Texas;Proximity (0.0km);;-64.0;0.149;4;OK
Classic 2004;San Salvador (Watling Island), Bahamas;Ref;24.05;-74.55;;;;;;;;Keine Referenz gefunden
Classic 2004;Sanagi, Kagawa, Japan;Ref;34.3333;133.633;;;;;;;;Keine Referenz gefunden
Classic 2004;Sand Head, Ontario, Canada;Ref;51.4167;-80.35;;;;;;;;Keine Referenz gefunden
Classic 2004;Sand Heads (Station Harry), British Columbia, Canada;Ref;49.1052;-123.3042;UTide CA;Sand Heads, British Columbia, Canada;Proximity (0.0km);;-3.2;0.142;8;OK
Classic 2004;Sand Heads, British Columbia (2), Canada;Ref;49.1052;-123.3042;UTide CA;Sand Heads, British Columbia, Canada;Proximity (0.0km);;1.8;0.161;8;OK
Classic 2004;Sand Point, Nova Scotia, Canada;Ref;45.5213;-61.2636;;;;;;;;Keine Referenz gefunden
Classic 2004;Sandfly Passage, Solomon Islands;Ref;-9.0;160.1167;;;;;;;;Keine Referenz gefunden
Classic 2004;Sandgerði, Iceland;Ref;64.0379;-22.7184;;;;;;;;Keine Referenz gefunden
Classic 2004;Sandwich Bay (East Arm), Labrador, Canada;Ref;53.5666;-57.1616;;;;;;;;Keine Referenz gefunden
Classic 2004;Sandy Cove, Nova Scotia, Canada;Ref;44.4988;-66.0987;;;;;;;;Keine Referenz gefunden
Classic 2004;Sandy Hook, New Jersey;Ref;40.4667;-74.0017;DWF 2025;Sandy Hook, Fort Hancock, New Jersey;Proximity (0.7km);0.7;7.4;0.048;5;OK
Classic 2004;Sandy Point, North Caicos Island;Ref;21.9333;-72.05;;;;;;;;Keine Referenz gefunden
Classic 2004;Sandy Point, Nova Scotia, Canada;Ref;43.6968;-65.3238;;;;;;;;Keine Referenz gefunden
Classic 2004;Sanikiluaq, Nunavut, Canada;Ref;56.6247;-79.2245;;;;;;;;Keine Referenz gefunden
Classic 2004;Sanmura Wan, Kagosima, Japan;Ref;27.8667;128.967;;;;;;;;Keine Referenz gefunden
Classic 2004;Sansum Narrows, British Columbia, Canada Current;Ref;48.7833;-123.55;;;;;;;;Current-Station (übersprungen)
Classic 2004;Santa Monica, Municipal Pier, California;Ref;34.0067;-118.4983;DWF 2025;Santa Monica, Municipal Pier, San Pedro Channel, California;Proximity (0.2km);0.2;1.3;0.007;6;OK
Classic 2004;Santa Rosalia, Baja California Sur, Mexico;Ref;27.3385;-112.2614;;;;;;;;Keine Referenz gefunden
Classic 2004;Santos, Brazil;Ref;-23.95;-46.3167;;;;;;;;Keine Referenz gefunden
Classic 2004;Sarahama, Okinawa, Japan;Ref;24.8333;125.217;;;;;;;;Keine Referenz gefunden
Classic 2004;Sarasota, Sarasota Bay, Florida;Ref;27.3317;-82.545;DWF 2025;Sarasota, Sarasota Bay, Florida;Name;;4.0;0.021;6;OK
Classic 2004;Sarina Inlet, Australia;Ref;-21.4;149.3333;;;;;;;;Keine Referenz gefunden
Classic 2004;Sasuna, Nagasaki, Japan;Ref;34.6333;129.4;;;;;;;;Keine Referenz gefunden
Classic 2004;Sauðárkrókur, Iceland;Ref;65.7443;-19.6386;;;;;;;;Keine Referenz gefunden
Classic 2004;Sausalito, California;Ref;37.85;-122.4833;DWF 2025;Sausalito, San Francisco Bay, California;Proximity (0.7km);0.7;0.8;0.073;6;OK
Classic 2004;Savage Harbour, Prince Edward Island, Canada;Ref;46.4269;-62.84;;;;;;;;Keine Referenz gefunden
Classic 2004;Savannah River Entrance, Georgia;Ref;32.0333;-80.9017;DWF 2025;Fort Pulaski, Savannah River, Georgia;Proximity (0.2km);0.2;-2.8;0.005;5;OK
Classic 2004;Savannah River Entrance, Georgia (2) (expired 1989-12-31);Ref;32.0333;-80.9017;DWF 2025;Fort Pulaski, Savannah River, Georgia;Proximity (0.2km);0.2;2.8;0.027;5;OK
Classic 2004;Savannah River Entrance, Georgia Current;Ref;32.0367;-80.8583;;;;;;;;Current-Station (übersprungen)
Classic 2004;Savannah River Entrance, Georgia Current (2) (expired 1999-12-31);Ref;32.0367;-80.8583;;;;;;;;Current-Station (übersprungen)
Classic 2004;Scawfell Island, Australia;Ref;-20.8667;149.6167;;;;;;;;Keine Referenz gefunden
Classic 2004;Schooner Harbour, Baffin Island, Nunavut, Canada;Ref;64.4035;-77.875;;;;;;;;Keine Referenz gefunden
Classic 2004;Scots Bay, Nova Scotia, Canada;Ref;45.3159;-64.4398;;;;;;;;Keine Referenz gefunden
Classic 2004;Scott Reef, Australia;Ref;-14.05;121.8;;;;;;;;Keine Referenz gefunden
Classic 2004;Sea Girt, New Jersey;Ref;40.1333;-74.0333;;;;;;;;Keine Referenz gefunden
Classic 2004;Seabreeze Point, British Columbia (2), Canada;Ref;53.987;-130.182;;;;;;;;Keine Referenz gefunden
Classic 2004;Seal Bay, Nunavut, Canada;Ref;69.5167;-98.5167;;;;;;;;Keine Referenz gefunden
Classic 2004;Seal Cove, Grand Manan Island, New Brunswick, Canada;Ref;44.6487;-66.8397;;;;;;;;Keine Referenz gefunden
Classic 2004;Sebastian Inlet bridge, Indian River, Florida;Ref;27.86;-80.4483;DWF 2025;Sebastian Inlet bridge, Florida;Proximity (0.0km);;7.2;0.383;4;OK
Classic 2004;Sebastian, Indian River, Florida;Ref;27.8117;-80.465;DWF 2025;Sebastian, Indian River, Florida;Name;0.2;20.5;0.074;4;OK
Classic 2004;Secaucus, New Jersey;Ref;40.7983;-74.07;DWF 2025;Carlstadt, Garretts Reach, Hackensack River, New Jersey;Proximity (1.3km);1.3;33.8;0.176;5;OK
Classic 2004;Sechelt Rapids, British Columbia, Canada Current;Ref;49.7383;-123.8983;;;;;;;;Current-Station (übersprungen)
Classic 2004;Second Narrows, British Columbia, Canada Current;Ref;49.2947;-123.0245;;;;;;;;Current-Station (übersprungen)
Classic 2004;Second Valley, Australia;Ref;-35.511;138.217;;;;;;;;Keine Referenz gefunden
Classic 2004;Section Cove, British Columbia (2), Canada;Ref;52.4333;-131.3833;;;;;;;;Keine Referenz gefunden
Classic 2004;Sedgwick Bay, British Columbia (2), Canada;Ref;52.636;-131.583;;;;;;;;Keine Referenz gefunden
Classic 2004;Seeadler Harbour, Papua New Guinea;Ref;-2.0167;147.2667;TICON4;Manus, Papua New Guinea;Proximity (0.7km);0.7;;;;Keine passenden Events
Classic 2004;Seitetu-Tobata-Hakuti, Hukuoka, Japan;Ref;33.9167;130.85;;;;;;;;Keine Referenz gefunden
Classic 2004;Sekiu, Washington;Ref;48.2667;-124.3;DWF 2025;Sekiu, Clallam Bay, Strait of Juan de Fuca, Washington;Proximity (0.4km);0.4;-3.5;2.080;8;OK
Classic 2004;Seminole Shores, Florida;Ref;27.1833;-80.1583;DWF 2025;Seminole Shores, Florida;Name;;0.2;0.009;5;OK
Classic 2004;Sendai (Kagosima), Kagosima, Japan;Ref;31.85;130.217;;;;;;;;Keine Referenz gefunden
Classic 2004;Sepik River, Papua New Guinea;Ref;-3.85;144.5667;;;;;;;;Keine Referenz gefunden
Classic 2004;Sergius Narrows, Peril Strait, Alaska Current;Ref;57.4067;-135.6267;;;;;;;;Current-Station (übersprungen)
Classic 2004;Serrurier Island, Australia;Ref;-21.6;114.6833;;;;;;;;Keine Referenz gefunden
Classic 2004;Setoda, Hirosima, Japan;Ref;34.3;133.083;;;;;;;;Keine Referenz gefunden
Classic 2004;Severn Harbour Area, Nunavut, Canada;Ref;63.6;-91.0167;;;;;;;;Keine Referenz gefunden
Classic 2004;Sevigny Point, Nunavut, Canada;Ref;69.7833;-82.1167;;;;;;;;Keine Referenz gefunden
Classic 2004;Seyðisfjörður, Iceland;Ref;65.2641;-14.0066;;;;;;;;Keine Referenz gefunden
Classic 2004;Seymour Narrows, British Columbia (2), Canada;Ref;50.1333;-125.35;;;;;;;;Keine Referenz gefunden
Classic 2004;Seymour Narrows, British Columbia, Canada Current;Ref;50.1333;-125.35;;;;;;;;Current-Station (übersprungen)
Classic 2004;Shale Island, Australia;Ref;-16.3833;124.3333;;;;;;;;Keine Referenz gefunden
Classic 2004;Sharp Island, Papua New Guinea;Ref;-9.25;152.55;;;;;;;;Keine Referenz gefunden
Classic 2004;Shaw Island, Australia;Ref;-20.5;149.0667;;;;;;;;Keine Referenz gefunden
Classic 2004;Sheepscot River (off Barter Island), Maine Current;Ref;43.9;-69.6917;;;;;;;;Current-Station (übersprungen)
Classic 2004;Sheet Harbour, Nova Scotia, Canada;Ref;44.9029;-62.5036;;;;;;;;Keine Referenz gefunden
Classic 2004;Shelburne, Nova Scotia, Canada;Ref;43.7536;-65.3205;;;;;;;;Keine Referenz gefunden
Classic 2004;Shell Point, Florida (2) (expired 1989-08-09);Ref;30.06;-84.29;DWF 2025;Shell Point, Walker Creek, Apalachee Bay, Florida;Proximity (0.2km);0.2;15.0;0.034;6;OK
Classic 2004;Sherbrooke, Nova Scotia, Canada;Ref;45.1333;-61.9833;;;;;;;;Keine Referenz gefunden
Classic 2004;Sherman Island (East), California Current;Ref;38.0587;-121.8;;;;;;;;Current-Station (übersprungen)
Classic 2004;Shields Bay, British Columbia (2), Canada;Ref;53.313;-132.417;;;;;;;;Keine Referenz gefunden
Classic 2004;Shigawake, Québec, Canada;Ref;48.1333;-65.0833;;;;;;;;Keine Referenz gefunden
Classic 2004;Shingle Bay, British Columbia (2), Canada;Ref;53.254;-131.822;;;;;;;;Keine Referenz gefunden
Classic 2004;Shingle Bay, Nunavut/NWT, Canada;Ref;68.9333;-137.2;;;;;;;;Keine Referenz gefunden
Classic 2004;Shinnecock Canal, Railroad Bridge, New York Current;Ref;40.8867;-72.5017;;;;;;;;Current-Station (übersprungen)
Classic 2004;Ship Cove, Newfoundland, Canada;Ref;51.6027;-55.626;;;;;;;;Keine Referenz gefunden
Classic 2004;Ship Sands Island, Nunavut, Canada;Ref;51.3333;-80.4333;;;;;;;;Keine Referenz gefunden
Classic 2004;Shippegan Gully, New Brunswick, Canada;Ref;47.7187;-64.6698;;;;;;;;Keine Referenz gefunden
Classic 2004;Shippegan, New Brunswick, Canada;Ref;47.7478;-64.7024;;;;;;;;Keine Referenz gefunden
Classic 2004;Shoal Bay, British Columbia (2), Canada;Ref;50.46;-125.361;;;;;;;;Keine Referenz gefunden
Classic 2004;Shoal Cove, Newfoundland, Canada;Ref;51.0245;-57.0228;;;;;;;;Keine Referenz gefunden
Classic 2004;Shoal Tickle, Labrador, Canada;Ref;55.7718;-60.3522;;;;;;;;Keine Referenz gefunden
Classic 2004;Shortland Island, Solomon Islands;Ref;-10.5333;151.0833;;;;;;;;Keine Referenz gefunden
Classic 2004;Shushartie Bay, British Columbia (2), Canada;Ref;50.856;-127.859;;;;;;;;Keine Referenz gefunden
Classic 2004;Sibayama, Hyogo, Japan;Ref;35.65;134.667;;;;;;;;Keine Referenz gefunden
Classic 2004;Sibetoro, Hokkaido, Japan;Ref;45.5;148.617;;;;;;;;Keine Referenz gefunden
Classic 2004;Sibusi, Kagosima, Japan;Ref;31.4667;131.117;TICON4;???, Japan;Proximity (1.2km);1.2;-186.3;1.157;3;OK
Classic 2004;Sidney Bay, British Columbia (2), Canada;Ref;50.5167;-125.5833;;;;;;;;Keine Referenz gefunden
Classic 2004;Siglufjörður, Iceland;Ref;66.1532;-18.8986;;;;;;;;Keine Referenz gefunden
Classic 2004;Siizaki, Kyoto, Japan;Ref;35.55;135.2;;;;;;;;Keine Referenz gefunden
Classic 2004;Sikine Sima, Tokyo, Japan;Ref;34.3167;139.217;;;;;;;;Keine Referenz gefunden
Classic 2004;Silva Bay, British Columbia (2), Canada;Ref;49.15;-123.7;;;;;;;;Keine Referenz gefunden
Classic 2004;Sima Saki, Kyoto, Japan;Ref;35.5333;135.2;;;;;;;;Keine Referenz gefunden
Classic 2004;Simabara-Sinkoo, Nagasaki, Japan;Ref;32.8167;130.367;;;;;;;;Keine Referenz gefunden
Classic 2004;Simabara, Nagasaki, Japan;Ref;32.7667;130.367;;;;;;;;Keine Referenz gefunden
Classic 2004;Simayama, Nagasaki, Japan;Ref;34.3167;129.317;;;;;;;;Keine Referenz gefunden
Classic 2004;Simizu, Sizuoka, Japan;Ref;35.0167;138.5;TICON4;Miho, Sizuoka, Japan;Proximity (1.7km);1.7;-180.7;0.947;3;OK
Classic 2004;Simonoseki Sanbasi, Yamaguti, Japan;Ref;33.95;130.933;TICON4;Miojin Hana, Japan;Proximity (2.3km);2.3;-189.0;1.420;4;OK
Classic 2004;Simotu, Wakayama, Japan;Ref;34.1167;135.133;;;;;;;;Keine Referenz gefunden
Classic 2004;Simotui, Okayama, Japan;Ref;34.4333;133.8;;;;;;;;Keine Referenz gefunden
Classic 2004;Sin-Mikuriya, Nagasaki, Japan;Ref;33.3667;129.667;;;;;;;;Keine Referenz gefunden
Classic 2004;Sinmozi, Hukuoka, Japan;Ref;33.8667;130.983;;;;;;;;Keine Referenz gefunden
Classic 2004;Sino Sima, Aichi, Japan;Ref;34.6833;137.0;;;;;;;;Keine Referenz gefunden
Classic 2004;Sinzyuku Wan (Zusi), Kanagawa, Japan;Ref;35.2833;139.567;;;;;;;;Keine Referenz gefunden
Classic 2004;Siogama-Minatobasi, Miyagi, Japan;Ref;38.3167;141.033;;;;;;;;Keine Referenz gefunden
Classic 2004;Siokubi Misaki, Hokkaido, Japan;Ref;41.7167;140.967;;;;;;;;Keine Referenz gefunden
Classic 2004;Siomi Ura, Kurile Islands;Ref;49.5167;154.733;;;;;;;;Keine Referenz gefunden
Classic 2004;Sir Chas Hardy Island, Australia;Ref;-11.9167;143.4667;;;;;;;;Keine Referenz gefunden
Classic 2004;Sirahama (Iriomote), Okinawa, Japan;Ref;24.35;123.75;;;;;;;;Keine Referenz gefunden
Classic 2004;Sirahama (Izu), Sizuoka, Japan;Ref;34.7167;138.983;;;;;;;;Keine Referenz gefunden
Classic 2004;Sirahama (Tiba), Tiba, Japan;Ref;34.9167;139.933;;;;;;;;Keine Referenz gefunden
Classic 2004;Siranuka, Aomori, Japan;Ref;41.1333;141.4;;;;;;;;Keine Referenz gefunden
Classic 2004;Sirasima, Hukuoka, Japan;Ref;34.0167;130.733;;;;;;;;Keine Referenz gefunden
Classic 2004;Siriya, Aomori, Japan;Ref;41.4;141.45;;;;;;;;Keine Referenz gefunden
Classic 2004;Siriyamisaki, Aomori, Japan;Ref;41.4167;141.433;;;;;;;;Keine Referenz gefunden
Classic 2004;Sisters Creek, St. Johns River, Florida;Ref;30.4167;-81.4533;DWF 2025;Sisters Creek, Florida;Proximity (0.0km);;-0.6;1.006;5;OK
Classic 2004;Sita Ura, Oita, Japan;Ref;33.2333;131.883;;;;;;;;Keine Referenz gefunden
Classic 2004;Sitirui, Simane, Japan;Ref;35.5667;133.233;TICON4;Sakai (Tottori), Tottori, Japan;Proximity (2.3km);2.3;;;;Keine Vorhersagen
Classic 2004;Sitka, Alaska;Ref;57.0517;-135.3417;DWF 2025;Sitka, Baronof Island, Sitka Sound, Alaska;Proximity (0.0km);0.0;0.5;0.012;6;OK
Classic 2004;Siziki Wan, Nagasaki, Japan;Ref;33.2;129.383;;;;;;;;Keine Referenz gefunden
Classic 2004;Sizugawa, Miyagi, Japan;Ref;38.6667;141.45;;;;;;;;Keine Referenz gefunden
Classic 2004;Skagaströnd, Iceland;Ref;65.8233;-20.3006;;;;;;;;Keine Referenz gefunden
Classic 2004;Skagway, Alaska;Ref;59.45;-135.325;DWF 2025;Skagway, Taiya Inlet, Lynn Canal, Alaska;Proximity (0.2km);0.2;-0.7;0.031;6;OK
Classic 2004;Skerry Bay, British Columbia, Canada;Ref;49.05;-124.2333;;;;;;;;Keine Referenz gefunden
Classic 2004;Skinner Cove, Nova Scotia, Canada;Ref;45.7944;-63.0447;;;;;;;;Keine Referenz gefunden
Classic 2004;Skinner's Pond, Prince Edward Island, Canada;Ref;46.9642;-64.1229;;;;;;;;Keine Referenz gefunden
Classic 2004;Smithers Island, British Columbia (2), Canada;Ref;52.758;-129.073;;;;;;;;Keine Referenz gefunden
Classic 2004;Smokey, Labrador, Canada;Ref;54.45;-57.2;;;;;;;;Keine Referenz gefunden
Classic 2004;Snake Bay, Australia;Ref;-11.4;130.6833;;;;;;;;Keine Referenz gefunden
Classic 2004;Solide Passage, British Columbia, Canada;Ref;54.191;-133.002;UTide CA;Henslung Cove, British Columbia, Canada;Proximity (0.0km);;2.4;0.340;8;OK
Classic 2004;Sombrero Key, Hawk Channel, Florida;Ref;24.6267;-81.1117;DWF 2025;Sombrero Key, Hawk Channel, Florida;Name;;-0.2;0.029;6;OK
Classic 2004;Sonora, St. Mary River, Nova Scotia, Canada;Ref;45.0574;-61.9047;;;;;;;;Keine Referenz gefunden
Classic 2004;Sonoyama, Kagosima, Japan;Ref;31.6167;130.7;;;;;;;;Keine Referenz gefunden
Classic 2004;Sop's Island, White Bay, Newfoundland, Canada;Ref;49.7972;-56.7946;;;;;;;;Keine Referenz gefunden
Classic 2004;Sora, Ishikawa, Japan;Ref;37.1833;137.017;;;;;;;;Keine Referenz gefunden
Classic 2004;Sorel-Tracy, Québec, Canada;Ref;46.0472;-73.1157;TICON4;Saint-Joseph-de-Sorel, Quï¿½bec, Canada;Proximity (0.5km);0.5;-205.1;1.026;7;OK
Classic 2004;Soroken, Solomon Islands;Ref;-5.5667;154.7167;;;;;;;;Keine Referenz gefunden
Classic 2004;Sørvágur, Faroe Islands;Ref;62.071;-7.3333;;;;;;;;Keine Referenz gefunden
Classic 2004;Souris, Prince Edward Island, Canada;Ref;46.3496;-62.2518;;;;;;;;Keine Referenz gefunden
Classic 2004;South West Rocks, Australia;Ref;-30.9;153.0167;;;;;;;;Keine Referenz gefunden
Classic 2004;South Yarmouth, Bass River, Nantucket Sound, Massachusetts;Ref;41.665;-70.1833;DWF 2025;South Yarmouth, Bass River, Nantucket Sound, Massachusetts;Name;;-1.4;0.048;5;OK
Classic 2004;Southwest Pass, Mississippi River Delta, Louisiana;Ref;28.9333;-89.4333;DWF 2025;Southwest Pass, Mississippi River, Louisiana;Proximity (0.5km);0.5;-48.5;0.152;2;OK
Classic 2004;Soya Misaki, Hokkaido, Japan;Ref;45.5167;141.95;;;;;;;;Keine Referenz gefunden
Classic 2004;Spencer Island, Nova Scotia, Canada;Ref;45.3547;-64.7101;;;;;;;;Keine Referenz gefunden
Classic 2004;Springdale, Newfoundland, Canada;Ref;49.5001;-56.065;;;;;;;;Keine Referenz gefunden
Classic 2004;Sproat Narrows, British Columbia, Canada;Ref;49.108;-124.812;;;;;;;;Keine Referenz gefunden
Classic 2004;Spry Harbour, Nova Scotia, Canada;Ref;44.8378;-62.6141;;;;;;;;Keine Referenz gefunden
Classic 2004;Squamish, British Columbia (3), Canada;Ref;49.695;-123.155;;;;;;;;Keine Referenz gefunden
Classic 2004;Squibnocket Point, Martha's Vineyard, Massachusetts;Ref;41.3117;-70.7683;DWF 2025;Squibnocket Point, Martha's Vineyard, Massachusetts;Name;;-2.2;0.032;4;OK
Classic 2004;Squitty Bay, British Columbia, Canada;Ref;49.45;-124.0167;;;;;;;;Keine Referenz gefunden
Classic 2004;St-Bernard-de-l'Île-, Québec, Canada;Ref;47.4205;-70.3922;;;;;;;;Keine Referenz gefunden
Classic 2004;St-Lawrence Mooring, Québec, Canada;Ref;47.4667;-70.1;;;;;;;;Keine Referenz gefunden
Classic 2004;St. Alban's, Newfoundland, Canada;Ref;47.8631;-55.8352;;;;;;;;Keine Referenz gefunden
Classic 2004;St. Andrews, Passamaquoddy Bay, New Brunswick, Canada;Ref;45.0823;-67.0845;DWF 2025;Robbinston, St. Croix River (depth 12 ft), Maine Current;Proximity (1.5km);1.5;;;;Keine Vorhersagen
Classic 2004;St. Anthony, Newfoundland, Canada;Ref;51.364;-55.5849;;;;;;;;Keine Referenz gefunden
Classic 2004;St. Asaph Bay, Australia;Ref;-11.3;130.4333;;;;;;;;Keine Referenz gefunden
Classic 2004;St. Augustine, city dock, Florida;Ref;29.8917;-81.31;DWF 2025;St. Augustine, city dock, Florida;Name;;-10.4;0.027;5;OK
Classic 2004;St. Bees Island, Australia;Ref;-20.9;149.45;;;;;;;;Keine Referenz gefunden
Classic 2004;St. Bride's, Newfoundland, Canada;Ref;46.9176;-54.1778;;;;;;;;Keine Referenz gefunden
Classic 2004;St. Francis Island, Australia;Ref;-32.5;133.3;;;;;;;;Keine Referenz gefunden
Classic 2004;St. Georges, Newfoundland, Canada;Ref;48.4302;-58.4848;;;;;;;;Keine Referenz gefunden
Classic 2004;St. Johns River at Bar Pilot Dock, Florida;Ref;30.3969;-81.4294;DWF 2025;Bar Pilot Dock, St. Johns River, Florida;Proximity (0.2km);0.2;5.5;0.517;4;OK
Classic 2004;St. Johns River at Buckman Bridge, Florida;Ref;30.1911;-81.6922;DWF 2025;I-295 Bridge (west end), St. Johns River, Florida;Proximity (0.3km);0.3;20.8;0.056;4;OK
Classic 2004;St. Johns River at Dames Point (N. end, SR 9A bridge), Florida (5);Ref;30.3869;-81.5581;DWF 2025;Dame Point, St. Johns River, Florida;Proximity (0.0km);0.0;11.8;0.503;4;OK
Classic 2004;St. Johns River at Long Branch, USCOE dredge depot, Florida;Ref;30.3575;-81.6129;DWF 2025;Terminal Channel (north end) (depth 17 ft), St. Johns River, Florida Current;Proximity (0.5km);0.5;;;;Keine Vorhersagen
Classic 2004;St. Johns River at Main Street Bridge, Florida;Ref;30.3231;-81.6639;DWF 2025;Acosta Bridge (depth 15 ft), St. Johns River, Florida Current;Proximity (0.1km);0.1;;;;Keine Vorhersagen
Classic 2004;St. Johns River at Navy degaussing structure, Florida (2);Ref;30.3964;-81.3953;DWF 2025;Degaussing structure, Mayport Naval Station, Florida;Proximity (0.0km);0.0;5.2;0.652;4;OK
Classic 2004;St. Johns River at Racy Point, Florida;Ref;29.8019;-81.5497;DWF 2025;Racy Point, St. Johns River, Florida;Proximity (0.1km);0.1;18.2;0.043;4;OK
Classic 2004;St. Johns River at Shands Bridge, Florida;Ref;29.9786;-81.6286;DWF 2025;Red Bay Point, St. Johns River, Florida;Proximity (0.6km);0.6;14.2;0.165;4;OK
Classic 2004;St. Johns River Entrance, Florida Current;Ref;30.4;-81.3833;;;;;;;;Current-Station (übersprungen)
Classic 2004;St. Johns River Entrance, Florida Current (2) (expired 1999-12-31);Ref;30.4;-81.3833;;;;;;;;Current-Station (übersprungen)
Classic 2004;St. Johns River Entrance, Florida Current (3);Ref;30.7967;-81.515;;;;;;;;Current-Station (übersprungen)
Classic 2004;St. Marks River Entrance, Florida;Ref;30.0783;-84.1783;DWF 2025;St. Marks lighthouse, Apalachee Bay, Florida;Proximity (0.0km);;-0.5;0.003;6;OK
Classic 2004;St. Marks River Entrance, Florida (2) (expired 1995-12-31);Ref;30.0783;-84.1783;DWF 2025;St. Marks lighthouse, Apalachee Bay, Florida;Proximity (0.0km);;-0.5;0.006;6;OK
