datei,name,fehler_prozent,begruendung
harmonics/utide/harmonics_utide_big_srgi.txt,"Manado, Sulawesi Utara, Indonesia",20.0,"BIG-Konstanten mit falschen Tagestiden: K1 78 / O1 68 Grad, dagegen BIG Likupang (29 km) 133/109, BIG Amurang (46 km) 142/97, Messreihen Bitung 132/110 und alle Altsaetze am Ort ~140/109; M2 stimmt (Zeitbasis ok). Oliver 23.09.2026."
