datei,name,fehler_prozent,begruendung
harmonics/noaa/harmonics_noaa_cptt.txt,"Macao Harbor, Guangdong, China",4.3,"NOAA-Uebertragung (von Quarry Bay) fuer denselben Hafen, an dem die UHSLC-Messreihe Macau (TICON) und die NMDIS-Vorhersage Aomen auf 0.9 % uebereinstimmen; Uebertragung M2 0.40 statt 0.47 m. Rang Messung > amtlich > Uebertragung. Oliver 23.09.2026."
