datei,name,fehler_prozent,begruendung
harmonics/att/harmonics_att_np203_scs.txt,"Chittagong (Sadarghat), Bangladesh",9.1,"An der Tafel Chittagong (Sadarghat), Bangladesh: 9.1 % des Hubs von 4.38 m gegen 2.7 % von ""Chittagong (Sadarghat), Bangladesh"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 3.4, Kurvenabweichung 8 %."
harmonics/noaa/harmonics_noaa_cptt.txt,"Chittagong (Sadarghat), Bangladesh",7.5,"An der Tafel Chittagong (Sadarghat), Bangladesh: 7.5 % des Hubs von 4.38 m gegen 2.7 % von ""Chittagong (Sadarghat), Bangladesh"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 2.8, Kurvenabweichung 9 %."
